Parameter,0,1,2,3,4,5,6,7,8,9,10
unmatched_applicants,267.0,247.0,247.0,247.0,250.0,252.0,254.0,261.0,259.0,265.0,268.0
unmatched_applicants,267.0,247.0,247.0,248.0,248.0,250.0,252.0,257.0,262.0,264.0,267.0
unmatched_applicants,268.0,247.0,247.0,248.0,247.0,249.0,252.0,258.0,260.0,262.0,265.0
unmatched_applicants,269.0,247.0,247.0,247.0,250.0,252.0,254.0,256.0,261.0,262.0,268.0
unmatched_applicants,268.0,247.0,247.0,248.0,248.0,251.0,255.0,257.0,261.0,267.0,266.0
unmatched_applicants,268.0,247.0,247.0,247.0,248.0,252.0,253.0,256.0,263.0,262.0,266.0
unmatched_applicants,272.0,247.0,247.0,248.0,248.0,251.0,252.0,257.0,264.0,263.0,263.0
unmatched_applicants,268.0,247.0,247.0,249.0,248.0,254.0,254.0,260.0,261.0,261.0,265.0
unmatched_applicants,270.0,247.0,247.0,247.0,249.0,248.0,257.0,256.0,260.0,265.0,265.0
unmatched_applicants,272.0,247.0,247.0,247.0,248.0,252.0,255.0,256.0,261.0,266.0,269.0
unfilled_spots,20.0,0.0,0.0,0.0,3.0,5.0,7.0,14.0,12.0,18.0,21.0
unfilled_spots,20.0,0.0,0.0,1.0,1.0,3.0,5.0,10.0,15.0,17.0,20.0
unfilled_spots,21.0,0.0,0.0,1.0,0.0,2.0,5.0,11.0,13.0,15.0,18.0
unfilled_spots,22.0,0.0,0.0,0.0,3.0,5.0,7.0,9.0,14.0,15.0,21.0
unfilled_spots,21.0,0.0,0.0,1.0,1.0,4.0,8.0,10.0,14.0,20.0,19.0
unfilled_spots,21.0,0.0,0.0,0.0,1.0,5.0,6.0,9.0,16.0,15.0,19.0
unfilled_spots,25.0,0.0,0.0,1.0,1.0,4.0,5.0,10.0,17.0,16.0,16.0
unfilled_spots,21.0,0.0,0.0,2.0,1.0,7.0,7.0,13.0,14.0,14.0,18.0
unfilled_spots,23.0,0.0,0.0,0.0,2.0,1.0,10.0,9.0,13.0,18.0,18.0
unfilled_spots,25.0,0.0,0.0,0.0,1.0,5.0,8.0,9.0,14.0,19.0,22.0
reviews_per_program,121.81481481481481,35.18518518518518,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075
reviews_per_program,121.81481481481481,45.370370370370374,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075
reviews_per_program,121.81481481481481,31.25925925925926,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075
reviews_per_program,121.81481481481481,56.55555555555556,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075
