Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
unmatched_applicants,873.0,498.0,493.0,493.0,493.0,514.0,522.0,560.0,586.0,620.0,650.0,675.0,693.0,712.0,723.0,740.0,763.0,767.0,789.0,801.0,806.0,825.0,822.0,829.0,833.0,844.0,843.0,856.0
unmatched_applicants,864.0,506.0,494.0,493.0,493.0,513.0,522.0,564.0,577.0,613.0,645.0,671.0,684.0,711.0,731.0,742.0,760.0,769.0,781.0,792.0,807.0,812.0,822.0,823.0,834.0,844.0,848.0,859.0
unmatched_applicants,863.0,497.0,494.0,493.0,495.0,506.0,517.0,557.0,584.0,616.0,649.0,674.0,691.0,713.0,728.0,740.0,766.0,767.0,777.0,801.0,801.0,811.0,818.0,825.0,835.0,834.0,838.0,852.0
unmatched_applicants,864.0,506.0,493.0,493.0,495.0,511.0,529.0,547.0,595.0,604.0,635.0,666.0,688.0,710.0,724.0,748.0,756.0,770.0,777.0,795.0,804.0,815.0,825.0,825.0,835.0,836.0,851.0,856.0
unmatched_applicants,868.0,494.0,494.0,493.0,495.0,504.0,520.0,562.0,597.0,612.0,643.0,660.0,683.0,713.0,734.0,738.0,749.0,776.0,789.0,787.0,807.0,810.0,823.0,827.0,839.0,842.0,839.0,853.0
unmatched_applicants,867.0,496.0,495.0,493.0,496.0,503.0,531.0,565.0,593.0,610.0,649.0,670.0,695.0,711.0,727.0,759.0,753.0,765.0,785.0,790.0,802.0,811.0,821.0,831.0,837.0,837.0,845.0,859.0
unmatched_applicants,870.0,501.0,495.0,496.0,497.0,509.0,527.0,559.0,600.0,609.0,645.0,664.0,698.0,709.0,723.0,742.0,764.0,768.0,773.0,796.0,810.0,809.0,825.0,824.0,836.0,842.0,848.0,854.0
unmatched_applicants,869.0,503.0,496.0,493.0,498.0,510.0,520.0,558.0,585.0,612.0,640.0,675.0,690.0,714.0,733.0,744.0,760.0,773.0,790.0,801.0,802.0,815.0,829.0,824.0,839.0,842.0,844.0,860.0
unmatched_applicants,863.0,500.0,493.0,493.0,496.0,511.0,521.0,557.0,596.0,617.0,646.0,668.0,690.0,701.0,722.0,733.0,757.0,774.0,778.0,797.0,807.0,808.0,816.0,827.0,840.0,844.0,847.0,861.0
unmatched_applicants,877.0,504.0,493.0,493.0,493.0,507.0,530.0,562.0,582.0,621.0,630.0,669.0,699.0,715.0,730.0,740.0,759.0,775.0,781.0,795.0,806.0,809.0,824.0,823.0,827.0,841.0,849.0,852.0
unfilled_spots,380.0,5.0,0.0,0.0,0.0,21.0,29.0,67.0,93.0,127.0,157.0,182.0,200.0,219.0,230.0,247.0,270.0,274.0,296.0,308.0,313.0,332.0,329.0,336.0,340.0,351.0,350.0,363.0
unfilled_spots,371.0,13.0,1.0,0.0,0.0,20.0,29.0,71.0,84.0,120.0,152.0,178.0,191.0,218.0,238.0,249.0,267.0,276.0,288.0,299.0,314.0,319.0,329.0,330.0,341.0,351.0,355.0,366.0
unfilled_spots,370.0,4.0,1.0,0.0,2.0,13.0,24.0,64.0,91.0,123.0,156.0,181.0,198.0,220.0,235.0,247.0,273.0,274.0,284.0,308.0,308.0,318.0,325.0,332.0,342.0,341.0,345.0,359.0
unfilled_spots,371.0,13.0,0.0,0.0,2.0,18.0,36.0,54.0,102.0,111.0,142.0,173.0,195.0,217.0,231.0,255.0,263.0,277.0,284.0,302.0,311.0,322.0,332.0,332.0,342.0,343.0,358.0,363.0
unfilled_spots,375.0,1.0,1.0,0.0,2.0,11.0,27.0,69.0,104.0,119.0,150.0,167.0,190.0,220.0,241.0,245.0,256.0,283.0,296.0,294.0,314.0,317.0,330.0,334.0,346.0,349.0,346.0,360.0
unfilled_spots,374.0,3.0,2.0,0.0,3.0,10.0,38.0,72.0,100.0,117.0,156.0,177.0,202.0,218.0,234.0,266.0,260.0,272.0,292.0,297.0,309.0,318.0,328.0,338.0,344.0,344.0,352.0,366.0
unfilled_spots,377.0,8.0,2.0,3.0,4.0,16.0,34.0,66.0,107.0,116.0,152.0,171.0,205.0,216.0,230.0,249.0,271.0,275.0,280.0,303.0,317.0,316.0,332.0,331.0,343.0,349.0,355.0,361.0
unfilled_spots,376.0,10.0,3.0,0.0,5.0,17.0,27.0,65.0,92.0,119.0,147.0,182.0,197.0,221.0,240.0,251.0,267.0,280.0,297.0,308.0,309.0,322.0,336.0,331.0,346.0,349.0,351.0,367.0
unfilled_spots,370.0,7.0,0.0,0.0,3.0,18.0,28.0,64.0,103.0,124.0,153.0,175.0,197.0,208.0,229.0,240.0,264.0,281.0,285.0,304.0,314.0,315.0,323.0,334.0,347.0,351.0,354.0,368.0
unfilled_spots,384.0,11.0,0.0,0.0,0.0,14.0,37.0,69.0,89.0,128.0,137.0,176.0,206.0,222.0,237.0,247.0,266.0,282.0,288.0,302.0,313.0,316.0,331.0,330.0,334.0,348.0,356.0,359.0
reviews_per_program,174.5142857142857,174.5142857142857,168.0457142857143,98.07428571428571,42.57714285714286,31.674285714285713,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
reviews_per_program,174.5142857142857,174.5142857142857,167.13142857142856,102.49714285714286,43.325714285714284,29.085714285714285,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
reviews_per_program,174.5142857142857,174.5142857142857,167.0,96.31428571428572,41.10285714285714,32.42857142857143,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
reviews_per_program,174.5142857142857,174.5142857142857,166.96,100.02857142857142,36.68571428571428,29.94857142857143,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
reviews_per_program,174.5142857142857,174.5142857142857,166.15428571428572,100.86857142857143,41.36,30.857142857142858,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
reviews_per_program,174.5142857142857,174.5142857142857,167.88571428571427,104.32,44.394285714285715,34.651428571428575,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
reviews_per_program,174.5142857142857,174.5142857142857,168.94285714285715,97.96571428571428,35.417142857142856,31.64,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
reviews_per_program,174.5142857142857,174.5142857142857,165.92,92.55428571428571,41.64,31.69142857142857,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
reviews_per_program,174.5142857142857,174.5142857142857,169.89714285714285,100.18857142857142,39.565714285714286,29.925714285714285,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
reviews_per_program,174.5142857142857,174.5142857142857,164.16,101.76,37.537142857142854,29.94857142857143,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715
pct_interview_given_signal,0.0,1.0108055009823183,1.00098231827112,0.9191224623444663,0.7600687622789783,0.6176817288801572,0.5157170923379175,0.44204322200392926,0.38678781925343814,0.343811394891945,0.3094302554027505,0.28130023218431865,0.25785854616895876,0.23802327338673115,0.22102161100196463,0.206286836935167,0.19339390962671907,0.18201779729573558,0.1719056974459725,0.16285802915934236,0.15471512770137524,0.14734774066797643,0.14065011609215933,0.1345348936533698,0.12892927308447938,0.1237721021611002,0.11901163669336558,0.114603798297315
pct_interview_given_signal,0.0,1.0049115913555993,0.9941060903732809,0.931237721021611,0.7615422396856582,0.618860510805501,0.5157170923379175,0.44204322200392926,0.38678781925343814,0.343811394891945,0.3094302554027505,0.28130023218431865,0.25785854616895876,0.23802327338673115,0.22102161100196463,0.206286836935167,0.19339390962671907,0.18201779729573558,0.1719056974459725,0.16285802915934236,0.15471512770137524,0.14734774066797643,0.14065011609215933,0.1345348936533698,0.12892927308447938,0.1237721021611002,0.11901163669336558,0.114603798297315
pct_interview_given_signal,0.0,1.0117878192534382,1.0024557956777995,0.9292730844793713,0.7617878192534381,0.6168958742632613,0.5157170923379175,0.44204322200392926,0.38678781925343814,0.343811394891945,0.3094302554027505,0.28130023218431865,0.25785854616895876,0.23802327338673115,0.22102161100196463,0.206286836935167,0.19339390962671907,0.18201779729573558,0.1719056974459725,0.16285802915934236,0.15471512770137524,0.14734774066797643,0.14065011609215933,0.1345348936533698,0.12892927308447938,0.1237721021611002,0.11901163669336558,0.114603798297315
pct_interview_given_signal,0.0,1.006876227897839,1.00098231827112,0.9259986902423052,0.7627701375245579,0.618664047151277,0.5157170923379175,0.44204322200392926,0.38678781925343814,0.343811394891945,0.3094302554027505,0.28130023218431865,0.25785854616895876,0.23802327338673115,0.22102161100196463,0.206286836935167,0.19339390962671907,0.18201779729573558,0.1719056974459725,0.16285802915934236,0.15471512770137524,0.14734774066797643,0.14065011609215933,0.1345348936533698,0.12892927308447938,0.1237721021611002,0.11901163669336558,0.114603798297315
pct_interview_given_signal,0.0,1.0088408644400786,1.0014734774066798,0.9240340537000655,0.762524557956778,0.6176817288801572,0.5157170923379175,0.44204322200392926,0.38678781925343814,0.343811394891945,0.3094302554027505,0.28130023218431865,0.25785854616895876,0.23802327338673115,0.22102161100196463,0.206286836935167,0.19339390962671907,0.18201779729573558,0.1719056974459725,0.16285802915934236,0.15471512770137524,0.14734774066797643,0.14065011609215933,0.1345348936533698,0.12892927308447938,0.1237721021611002,0.11901163669336558,0.114603798297315
pct_interview_given_signal,0.0,1.0108055009823183,1.0019646365422397,0.9132285527177472,0.7612966601178782,0.6161100196463655,0.5157170923379175,0.44204322200392926,0.38678781925343814,0.343811394891945,0.3094302554027505,0.28130023218431865,0.25785854616895876,0.23802327338673115,0.22102161100196463,0.206286836935167,0.19339390962671907,0.18201779729573558,0.1719056974459725,0.16285802915934236,0.15471512770137524,0.14734774066797643,0.14065011609215933,0.1345348936533698,0.12892927308447938,0.1237721021611002,0.11901163669336558,0.114603798297315
