Parameter,0,1,2,3,4,5,6,7,8,9,10
unmatched_applicants,1830.0,1723.0,1723.0,1723.0,1723.0,1724.0,1735.0,1739.0,1760.0,1791.0,1815.0
unmatched_applicants,1823.0,1723.0,1723.0,1723.0,1723.0,1723.0,1731.0,1745.0,1780.0,1794.0,1807.0
unmatched_applicants,1828.0,1723.0,1723.0,1723.0,1723.0,1729.0,1741.0,1746.0,1776.0,1773.0,1810.0
unmatched_applicants,1830.0,1723.0,1723.0,1723.0,1724.0,1724.0,1731.0,1747.0,1779.0,1795.0,1824.0
unmatched_applicants,1835.0,1723.0,1723.0,1723.0,1723.0,1725.0,1734.0,1750.0,1773.0,1793.0,1803.0
unmatched_applicants,1838.0,1723.0,1723.0,1723.0,1723.0,1723.0,1726.0,1747.0,1772.0,1793.0,1816.0
unmatched_applicants,1841.0,1723.0,1723.0,1723.0,1725.0,1724.0,1731.0,1741.0,1771.0,1788.0,1816.0
unmatched_applicants,1836.0,1723.0,1723.0,1723.0,1723.0,1723.0,1736.0,1750.0,1778.0,1791.0,1801.0
unmatched_applicants,1830.0,1723.0,1723.0,1723.0,1723.0,1725.0,1739.0,1748.0,1776.0,1790.0,1806.0
unmatched_applicants,1832.0,1723.0,1723.0,1723.0,1723.0,1723.0,1740.0,1744.0,1768.0,1788.0,1808.0
unfilled_spots,107.0,0.0,0.0,0.0,0.0,1.0,12.0,16.0,37.0,68.0,92.0
unfilled_spots,100.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,57.0,71.0,84.0
unfilled_spots,105.0,0.0,0.0,0.0,0.0,6.0,18.0,23.0,53.0,50.0,87.0
unfilled_spots,107.0,0.0,0.0,0.0,1.0,1.0,8.0,24.0,56.0,72.0,101.0
unfilled_spots,112.0,0.0,0.0,0.0,0.0,2.0,11.0,27.0,50.0,70.0,80.0
unfilled_spots,115.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,49.0,70.0,93.0
unfilled_spots,118.0,0.0,0.0,0.0,2.0,1.0,8.0,18.0,48.0,65.0,93.0
unfilled_spots,113.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,55.0,68.0,78.0
unfilled_spots,107.0,0.0,0.0,0.0,0.0,2.0,16.0,25.0,53.0,67.0,83.0
unfilled_spots,109.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,45.0,65.0,85.0
reviews_per_program,257.95604395604397,235.05494505494505,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945
reviews_per_program,257.95604395604397,247.6043956043956,56.285714285714285,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945
reviews_per_program,257.95604395604397,229.21978021978023,51.64835164835165,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945
reviews_per_program,257.95604395604397,228.95604395604394,49.59340659340659,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945
reviews_per_program,257.95604395604397,236.05494505494505,51.67032967032967,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945
reviews_per_program,257.95604395604397,234.62637362637363,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945
