Parameter,0,1,2,3,4,5,6,7
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,178.71428571428572,133.1868131868132,117.25274725274726,140.7032967032967,164.15384615384616
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,183.93406593406593,132.1868131868132,118.01098901098901,140.7032967032967,164.15384615384616
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,182.1978021978022,128.0,118.0,140.7032967032967,164.15384615384616
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,183.87912087912088,133.83516483516485,118.13186813186813,140.7032967032967,164.15384615384616
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,176.17582417582418,135.5934065934066,118.75824175824175,140.7032967032967,164.15384615384616
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,178.74725274725276,136.47252747252747,119.61538461538461,140.7032967032967,164.15384615384616
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,181.5054945054945,130.63736263736263,117.89010989010988,140.7032967032967,164.15384615384616
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,176.96703296703296,138.46153846153845,118.05494505494505,140.7032967032967,164.15384615384616
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,182.32967032967034,127.35164835164835,121.32967032967034,140.7032967032967,164.15384615384616
reviews_per_program,187.6043956043956,187.6043956043956,187.6043956043956,178.63736263736263,133.21978021978023,118.03296703296704,140.7032967032967,164.15384615384616
pct_interview_given_signal,0.0,1.0,1.0,0.9918775382692908,0.9236176194939082,0.7703842549203374,0.6419868791002812,0.550274467800241
pct_interview_given_signal,0.0,1.0,1.0,0.9968759762574195,0.9096766635426429,0.7702905342080599,0.6419868791002812,0.550274467800241
pct_interview_given_signal,0.0,1.0,1.0,0.9979693845673228,0.9225632614807873,0.7701968134957826,0.6419868791002812,0.550274467800241
pct_interview_given_signal,0.0,1.0,1.0,0.9965635738831615,0.9197516401124649,0.7701968134957826,0.6419868791002812,0.550274467800241
pct_interview_given_signal,0.0,1.0,1.0,0.9942205560762262,0.915651358950328,0.7697282099343955,0.6419868791002812,0.550274467800241
pct_interview_given_signal,0.0,1.0,1.0,0.9967197750702905,0.9137769447047798,0.7685098406747891,0.6419868791002812,0.550274467800241
pct_interview_given_signal,0.0,1.0,1.0,0.9975007810059356,0.9128397375820057,0.7700093720712278,0.6419868791002812,0.550274467800241
pct_interview_given_signal,0.0,1.0,1.0,0.9951577631990003,0.9181115276476102,0.7700093720712278,0.6419868791002812,0.550274467800241
pct_interview_given_signal,0.0,1.0,1.0,0.9978131833801936,0.9263120899718837,0.7680412371134021,0.6419868791002812,0.550274467800241
pct_interview_given_signal,0.0,1.0,1.0,0.9978131833801936,0.9198687910028116,0.7701968134957826,0.6419868791002812,0.550274467800241
pct_interview_given_nosignal,0.4814901593252109,0.4074173249430981,0.3086535457669478,0.17525773195876287,0.03936269915651359,0.0,0.0,0.0
pct_interview_given_nosignal,0.4814901593252109,0.4074173249430981,0.3086535457669478,0.17225866916588567,0.05330365510777882,0.00015620118712902218,0.0,0.0
pct_interview_given_nosignal,0.4814901593252109,0.4074173249430981,0.3086535457669478,0.17160262417994376,0.040417057169634486,0.00031240237425804435,0.0,0.0
pct_interview_given_nosignal,0.4814901593252109,0.4074173249430981,0.3086535457669478,0.1724461105904405,0.04322867853795689,0.00031240237425804435,0.0,0.0
pct_interview_given_nosignal,0.4814901593252109,0.4074173249430981,0.3086535457669478,0.1738519212746017,0.04732895970009372,0.0010934083099031554,0.0,0.0
pct_interview_given_nosignal,0.4814901593252109,0.4074173249430981,0.3086535457669478,0.17235238987816306,0.04920337394564199,0.003124023742580444,0.0,0.0
