Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12
unmatched_applicants,265.0,247.0,247.0,247.0,247.0,247.0,250.0,250.0,255.0,253.0,257.0,261.0,263.0
unmatched_applicants,266.0,247.0,247.0,247.0,247.0,247.0,248.0,249.0,254.0,254.0,257.0,258.0,264.0
unmatched_applicants,264.0,247.0,247.0,247.0,247.0,247.0,248.0,249.0,251.0,257.0,260.0,261.0,262.0
unmatched_applicants,265.0,247.0,247.0,247.0,247.0,248.0,251.0,250.0,252.0,255.0,256.0,260.0,264.0
unmatched_applicants,263.0,247.0,247.0,247.0,248.0,248.0,249.0,252.0,252.0,257.0,255.0,264.0,264.0
unmatched_applicants,265.0,247.0,247.0,247.0,247.0,248.0,249.0,247.0,253.0,255.0,259.0,260.0,261.0
unmatched_applicants,262.0,247.0,247.0,247.0,248.0,247.0,249.0,251.0,254.0,255.0,258.0,259.0,263.0
unmatched_applicants,263.0,247.0,247.0,247.0,247.0,247.0,248.0,249.0,252.0,255.0,255.0,261.0,266.0
unmatched_applicants,264.0,247.0,247.0,247.0,247.0,248.0,249.0,250.0,250.0,253.0,262.0,258.0,259.0
unmatched_applicants,265.0,247.0,247.0,247.0,247.0,249.0,249.0,249.0,254.0,258.0,256.0,259.0,264.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,6.0,10.0,14.0,16.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,10.0,11.0,17.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,10.0,13.0,14.0,15.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,5.0,8.0,9.0,13.0,17.0
unfilled_spots,16.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,5.0,10.0,8.0,17.0,17.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,8.0,12.0,13.0,14.0
unfilled_spots,15.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,8.0,11.0,12.0,16.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,8.0,8.0,14.0,19.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,6.0,15.0,11.0,12.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,7.0,11.0,9.0,12.0,17.0
reviews_per_program,143.96296296296296,100.88888888888889,32.666666666666664,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
reviews_per_program,143.96296296296296,110.0,27.296296296296298,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
reviews_per_program,143.96296296296296,105.4074074074074,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
reviews_per_program,143.96296296296296,98.29629629629629,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
reviews_per_program,143.96296296296296,110.55555555555556,26.444444444444443,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
reviews_per_program,143.96296296296296,100.74074074074075,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
reviews_per_program,143.96296296296296,110.51851851851852,27.59259259259259,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
reviews_per_program,143.96296296296296,101.03703703703704,27.037037037037038,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
reviews_per_program,143.96296296296296,119.33333333333333,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
reviews_per_program,143.96296296296296,94.70370370370371,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889
pct_interview_given_signal,0.0,0.9464882943143813,0.5919732441471572,0.4057971014492754,0.30434782608695654,0.24347826086956523,0.2028985507246377,0.17391304347826086,0.15217391304347827,0.13526570048309178,0.12173913043478261,0.11067193675889328,0.10144927536231885
pct_interview_given_signal,0.0,0.9665551839464883,0.6003344481605352,0.4057971014492754,0.30434782608695654,0.24347826086956523,0.2028985507246377,0.17391304347826086,0.15217391304347827,0.13526570048309178,0.12173913043478261,0.11067193675889328,0.10144927536231885
pct_interview_given_signal,0.0,0.919732441471572,0.6086956521739131,0.4057971014492754,0.30434782608695654,0.24347826086956523,0.2028985507246377,0.17391304347826086,0.15217391304347827,0.13526570048309178,0.12173913043478261,0.11067193675889328,0.10144927536231885
pct_interview_given_signal,0.0,0.9130434782608695,0.6086956521739131,0.4057971014492754,0.30434782608695654,0.24347826086956523,0.2028985507246377,0.17391304347826086,0.15217391304347827,0.13526570048309178,0.12173913043478261,0.11067193675889328,0.10144927536231885
pct_interview_given_signal,0.0,0.9632107023411371,0.6070234113712375,0.4057971014492754,0.30434782608695654,0.24347826086956523,0.2028985507246377,0.17391304347826086,0.15217391304347827,0.13526570048309178,0.12173913043478261,0.11067193675889328,0.10144927536231885
pct_interview_given_signal,0.0,0.9264214046822743,0.6086956521739131,0.4057971014492754,0.30434782608695654,0.24347826086956523,0.2028985507246377,0.17391304347826086,0.15217391304347827,0.13526570048309178,0.12173913043478261,0.11067193675889328,0.10144927536231885
pct_interview_given_signal,0.0,0.939799331103679,0.6053511705685619,0.4057971014492754,0.30434782608695654,0.24347826086956523,0.2028985507246377,0.17391304347826086,0.15217391304347827,0.13526570048309178,0.12173913043478261,0.11067193675889328,0.10144927536231885
pct_interview_given_signal,0.0,0.9531772575250836,0.6020066889632107,0.4057971014492754,0.30434782608695654,0.24347826086956523,0.2028985507246377,0.17391304347826086,0.15217391304347827,0.13526570048309178,0.12173913043478261,0.11067193675889328,0.10144927536231885
