Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,4653.0,2513.0,2471.0,2440.0,2435.0,2435.0,2435.0,2435.0,2436.0,2472.0,2529.0,2662.0,2786.0,3054.0,3221.0,3427.0,3611.0,3777.0,3940.0,4075.0,4241.0,4375.0
unmatched_applicants,4696.0,2504.0,2457.0,2444.0,2435.0,2435.0,2435.0,2435.0,2437.0,2452.0,2520.0,2666.0,2798.0,3044.0,3259.0,3417.0,3590.0,3769.0,3934.0,4088.0,4254.0,4357.0
unmatched_applicants,4679.0,2552.0,2462.0,2438.0,2435.0,2435.0,2435.0,2435.0,2435.0,2454.0,2505.0,2629.0,2810.0,3004.0,3264.0,3414.0,3620.0,3781.0,3959.0,4072.0,4242.0,4369.0
unmatched_applicants,4691.0,2531.0,2465.0,2436.0,2435.0,2435.0,2435.0,2435.0,2436.0,2456.0,2543.0,2629.0,2839.0,2985.0,3204.0,3448.0,3624.0,3809.0,3932.0,4069.0,4221.0,4342.0
unmatched_applicants,4691.0,2545.0,2461.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2458.0,2499.0,2658.0,2803.0,3029.0,3240.0,3443.0,3589.0,3780.0,3948.0,4107.0,4173.0,4361.0
unmatched_applicants,4671.0,2538.0,2472.0,2438.0,2435.0,2435.0,2435.0,2435.0,2436.0,2463.0,2542.0,2661.0,2836.0,2984.0,3233.0,3438.0,3582.0,3771.0,3925.0,4077.0,4235.0,4354.0
unmatched_applicants,4701.0,2525.0,2471.0,2438.0,2435.0,2435.0,2435.0,2435.0,2435.0,2459.0,2515.0,2626.0,2838.0,2972.0,3209.0,3394.0,3584.0,3779.0,3955.0,4115.0,4241.0,4359.0
unmatched_applicants,4678.0,2522.0,2471.0,2437.0,2435.0,2436.0,2435.0,2435.0,2437.0,2453.0,2525.0,2668.0,2821.0,3004.0,3170.0,3377.0,3608.0,3781.0,3957.0,4027.0,4225.0,4352.0
unmatched_applicants,4710.0,2534.0,2460.0,2445.0,2435.0,2435.0,2435.0,2435.0,2437.0,2455.0,2527.0,2606.0,2779.0,3020.0,3203.0,3446.0,3582.0,3780.0,3954.0,4088.0,4232.0,4373.0
unmatched_applicants,4686.0,2537.0,2465.0,2439.0,2438.0,2435.0,2435.0,2435.0,2439.0,2461.0,2511.0,2633.0,2768.0,2992.0,3219.0,3421.0,3568.0,3755.0,3967.0,4124.0,4255.0,4326.0
unfilled_spots,2218.0,78.0,36.0,5.0,0.0,0.0,0.0,0.0,1.0,37.0,94.0,227.0,351.0,619.0,786.0,992.0,1176.0,1342.0,1505.0,1640.0,1806.0,1940.0
unfilled_spots,2261.0,69.0,22.0,9.0,0.0,0.0,0.0,0.0,2.0,17.0,85.0,231.0,363.0,609.0,824.0,982.0,1155.0,1334.0,1499.0,1653.0,1819.0,1922.0
