Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
unmatched_applicants,5627.0,4364.0,4364.0,4364.0,4369.0,4390.0,4440.0,4535.0,4673.0,4745.0,4830.0,4931.0,4995.0,5035.0,5119.0,5150.0,5209.0,5229.0,5263.0,5291.0,5345.0,5345.0,5379.0,5414.0,5429.0,5457.0,5457.0,5479.0,5493.0,5508.0,5522.0,5527.0,5544.0,5562.0,5568.0,5580.0,5605.0,5605.0,5610.0,5619.0
unmatched_applicants,5630.0,4364.0,4364.0,4364.0,4367.0,4387.0,4432.0,4563.0,4675.0,4771.0,4840.0,4927.0,4990.0,5049.0,5097.0,5146.0,5196.0,5250.0,5267.0,5309.0,5324.0,5366.0,5374.0,5373.0,5422.0,5447.0,5466.0,5495.0,5511.0,5510.0,5528.0,5525.0,5559.0,5562.0,5587.0,5575.0,5592.0,5600.0,5609.0,5617.0
unmatched_applicants,5627.0,4364.0,4364.0,4364.0,4366.0,4395.0,4459.0,4558.0,4659.0,4768.0,4830.0,4913.0,5001.0,5069.0,5105.0,5135.0,5192.0,5236.0,5281.0,5298.0,5322.0,5369.0,5386.0,5410.0,5423.0,5452.0,5462.0,5497.0,5500.0,5514.0,5519.0,5530.0,5556.0,5563.0,5562.0,5591.0,5590.0,5594.0,5608.0,5608.0
unmatched_applicants,5626.0,4364.0,4364.0,4364.0,4364.0,4395.0,4454.0,4551.0,4665.0,4769.0,4840.0,4922.0,4993.0,5068.0,5110.0,5143.0,5187.0,5238.0,5268.0,5308.0,5327.0,5361.0,5394.0,5394.0,5416.0,5440.0,5472.0,5481.0,5498.0,5521.0,5524.0,5550.0,5553.0,5560.0,5580.0,5577.0,5610.0,5610.0,5609.0,5623.0
unmatched_applicants,5621.0,4364.0,4364.0,4364.0,4370.0,4384.0,4481.0,4582.0,4657.0,4750.0,4830.0,4917.0,4997.0,5042.0,5105.0,5148.0,5207.0,5244.0,5266.0,5314.0,5329.0,5359.0,5389.0,5402.0,5427.0,5442.0,5473.0,5482.0,5506.0,5508.0,5527.0,5548.0,5553.0,5570.0,5569.0,5577.0,5580.0,5592.0,5613.0,5620.0
unmatched_applicants,5638.0,4364.0,4364.0,4364.0,4366.0,4397.0,4473.0,4540.0,4672.0,4756.0,4853.0,4919.0,4981.0,5061.0,5104.0,5179.0,5212.0,5219.0,5265.0,5300.0,5334.0,5356.0,5376.0,5418.0,5435.0,5441.0,5460.0,5479.0,5506.0,5515.0,5524.0,5535.0,5549.0,5569.0,5580.0,5579.0,5576.0,5615.0,5616.0,5630.0
unmatched_applicants,5626.0,4364.0,4364.0,4364.0,4367.0,4393.0,4461.0,4576.0,4661.0,4741.0,4856.0,4917.0,4988.0,5048.0,5088.0,5151.0,5191.0,5222.0,5261.0,5307.0,5312.0,5371.0,5396.0,5408.0,5432.0,5439.0,5466.0,5478.0,5496.0,5516.0,5526.0,5533.0,5545.0,5558.0,5575.0,5590.0,5598.0,5607.0,5592.0,5611.0
unmatched_applicants,5626.0,4364.0,4364.0,4364.0,4367.0,4396.0,4480.0,4548.0,4679.0,4756.0,4834.0,4926.0,4995.0,5063.0,5106.0,5151.0,5205.0,5215.0,5273.0,5321.0,5321.0,5352.0,5375.0,5424.0,5430.0,5465.0,5467.0,5483.0,5490.0,5509.0,5524.0,5547.0,5543.0,5566.0,5578.0,5592.0,5591.0,5612.0,5603.0,5614.0
unmatched_applicants,5628.0,4364.0,4364.0,4364.0,4372.0,4392.0,4460.0,4566.0,4645.0,4773.0,4853.0,4922.0,4979.0,5049.0,5110.0,5168.0,5192.0,5222.0,5278.0,5313.0,5328.0,5366.0,5390.0,5408.0,5425.0,5445.0,5467.0,5490.0,5487.0,5521.0,5527.0,5546.0,5554.0,5562.0,5567.0,5588.0,5607.0,5599.0,5609.0,5622.0
unmatched_applicants,5627.0,4364.0,4364.0,4364.0,4367.0,4398.0,4479.0,4571.0,4653.0,4737.0,4827.0,4925.0,4993.0,5044.0,5108.0,5156.0,5192.0,5235.0,5280.0,5301.0,5322.0,5355.0,5386.0,5411.0,5443.0,5446.0,5448.0,5475.0,5492.0,5510.0,5535.0,5527.0,5556.0,5550.0,5575.0,5577.0,5596.0,5594.0,5611.0,5616.0
unfilled_spots,1263.0,0.0,0.0,0.0,5.0,26.0,76.0,171.0,309.0,381.0,466.0,567.0,631.0,671.0,755.0,786.0,845.0,865.0,899.0,927.0,981.0,981.0,1015.0,1050.0,1065.0,1093.0,1093.0,1115.0,1129.0,1144.0,1158.0,1163.0,1180.0,1198.0,1204.0,1216.0,1241.0,1241.0,1246.0,1255.0
unfilled_spots,1266.0,0.0,0.0,0.0,3.0,23.0,68.0,199.0,311.0,407.0,476.0,563.0,626.0,685.0,733.0,782.0,832.0,886.0,903.0,945.0,960.0,1002.0,1010.0,1009.0,1058.0,1083.0,1102.0,1131.0,1147.0,1146.0,1164.0,1161.0,1195.0,1198.0,1223.0,1211.0,1228.0,1236.0,1245.0,1253.0
unfilled_spots,1263.0,0.0,0.0,0.0,2.0,31.0,95.0,194.0,295.0,404.0,466.0,549.0,637.0,705.0,741.0,771.0,828.0,872.0,917.0,934.0,958.0,1005.0,1022.0,1046.0,1059.0,1088.0,1098.0,1133.0,1136.0,1150.0,1155.0,1166.0,1192.0,1199.0,1198.0,1227.0,1226.0,1230.0,1244.0,1244.0
unfilled_spots,1262.0,0.0,0.0,0.0,0.0,31.0,90.0,187.0,301.0,405.0,476.0,558.0,629.0,704.0,746.0,779.0,823.0,874.0,904.0,944.0,963.0,997.0,1030.0,1030.0,1052.0,1076.0,1108.0,1117.0,1134.0,1157.0,1160.0,1186.0,1189.0,1196.0,1216.0,1213.0,1246.0,1246.0,1245.0,1259.0
unfilled_spots,1257.0,0.0,0.0,0.0,6.0,20.0,117.0,218.0,293.0,386.0,466.0,553.0,633.0,678.0,741.0,784.0,843.0,880.0,902.0,950.0,965.0,995.0,1025.0,1038.0,1063.0,1078.0,1109.0,1118.0,1142.0,1144.0,1163.0,1184.0,1189.0,1206.0,1205.0,1213.0,1216.0,1228.0,1249.0,1256.0
unfilled_spots,1274.0,0.0,0.0,0.0,2.0,33.0,109.0,176.0,308.0,392.0,489.0,555.0,617.0,697.0,740.0,815.0,848.0,855.0,901.0,936.0,970.0,992.0,1012.0,1054.0,1071.0,1077.0,1096.0,1115.0,1142.0,1151.0,1160.0,1171.0,1185.0,1205.0,1216.0,1215.0,1212.0,1251.0,1252.0,1266.0
unfilled_spots,1262.0,0.0,0.0,0.0,3.0,29.0,97.0,212.0,297.0,377.0,492.0,553.0,624.0,684.0,724.0,787.0,827.0,858.0,897.0,943.0,948.0,1007.0,1032.0,1044.0,1068.0,1075.0,1102.0,1114.0,1132.0,1152.0,1162.0,1169.0,1181.0,1194.0,1211.0,1226.0,1234.0,1243.0,1228.0,1247.0
unfilled_spots,1262.0,0.0,0.0,0.0,3.0,32.0,116.0,184.0,315.0,392.0,470.0,562.0,631.0,699.0,742.0,787.0,841.0,851.0,909.0,957.0,957.0,988.0,1011.0,1060.0,1066.0,1101.0,1103.0,1119.0,1126.0,1145.0,1160.0,1183.0,1179.0,1202.0,1214.0,1228.0,1227.0,1248.0,1239.0,1250.0
unfilled_spots,1264.0,0.0,0.0,0.0,8.0,28.0,96.0,202.0,281.0,409.0,489.0,558.0,615.0,685.0,746.0,804.0,828.0,858.0,914.0,949.0,964.0,1002.0,1026.0,1044.0,1061.0,1081.0,1103.0,1126.0,1123.0,1157.0,1163.0,1182.0,1190.0,1198.0,1203.0,1224.0,1243.0,1235.0,1245.0,1258.0
unfilled_spots,1263.0,0.0,0.0,0.0,3.0,34.0,115.0,207.0,289.0,373.0,463.0,561.0,629.0,680.0,744.0,792.0,828.0,871.0,916.0,937.0,958.0,991.0,1022.0,1047.0,1079.0,1082.0,1084.0,1111.0,1128.0,1146.0,1171.0,1163.0,1192.0,1186.0,1211.0,1213.0,1232.0,1230.0,1247.0,1252.0
