Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,1245.0,727.0,721.0,704.0,689.0,686.0,685.0,686.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,698.0,711.0,781.0,880.0,911.0,968.0,1071.0,1130.0
unmatched_applicants,1228.0,725.0,721.0,696.0,687.0,689.0,686.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,688.0,685.0,689.0,702.0,720.0,769.0,825.0,897.0,955.0,1095.0,1141.0
unmatched_applicants,1250.0,743.0,710.0,704.0,691.0,694.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,707.0,731.0,783.0,829.0,945.0,1023.0,1079.0,1122.0
unmatched_applicants,1243.0,720.0,709.0,689.0,688.0,685.0,685.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,693.0,700.0,730.0,787.0,831.0,939.0,995.0,1079.0,1210.0
unmatched_applicants,1226.0,715.0,724.0,698.0,693.0,689.0,688.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,686.0,685.0,700.0,727.0,771.0,792.0,904.0,969.0,1076.0,1165.0
unmatched_applicants,1197.0,735.0,720.0,691.0,694.0,686.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,689.0,695.0,725.0,779.0,859.0,911.0,985.0,1072.0,1182.0
unmatched_applicants,1234.0,735.0,719.0,701.0,686.0,688.0,686.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,693.0,729.0,785.0,868.0,891.0,979.0,1085.0,1164.0
unmatched_applicants,1204.0,720.0,703.0,698.0,686.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,707.0,727.0,773.0,839.0,896.0,987.0,1115.0,1142.0
unmatched_applicants,1244.0,734.0,706.0,698.0,691.0,685.0,686.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,692.0,690.0,709.0,751.0,818.0,936.0,1016.0,1080.0,1142.0
unmatched_applicants,1240.0,732.0,710.0,698.0,695.0,688.0,686.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,686.0,688.0,719.0,785.0,839.0,942.0,993.0,1073.0,1171.0
unfilled_spots,560.0,42.0,36.0,19.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,96.0,195.0,226.0,283.0,386.0,445.0
unfilled_spots,543.0,40.0,36.0,11.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,17.0,35.0,84.0,140.0,212.0,270.0,410.0,456.0
unfilled_spots,565.0,58.0,25.0,19.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46.0,98.0,144.0,260.0,338.0,394.0,437.0
unfilled_spots,558.0,35.0,24.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,45.0,102.0,146.0,254.0,310.0,394.0,525.0
unfilled_spots,541.0,30.0,39.0,13.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,42.0,86.0,107.0,219.0,284.0,391.0,480.0
unfilled_spots,512.0,50.0,35.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,40.0,94.0,174.0,226.0,300.0,387.0,497.0
unfilled_spots,549.0,50.0,34.0,16.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,44.0,100.0,183.0,206.0,294.0,400.0,479.0
unfilled_spots,519.0,35.0,18.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,42.0,88.0,154.0,211.0,302.0,430.0,457.0
unfilled_spots,559.0,49.0,21.0,13.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,24.0,66.0,133.0,251.0,331.0,395.0,457.0
unfilled_spots,555.0,47.0,25.0,13.0,10.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,34.0,100.0,154.0,257.0,308.0,388.0,486.0
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,319.8904109589041,303.8150684931507,276.541095890411,244.67808219178082,234.43150684931507,233.57534246575344,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276,295.61301369863014,308.4657534246575
