Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
unmatched_applicants,3978.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3530.0,3547.0,3573.0,3631.0,3640.0,3682.0,3768.0,3798.0,3859.0
unmatched_applicants,3977.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3524.0,3530.0,3557.0,3574.0,3638.0,3679.0,3710.0,3747.0,3807.0,3855.0
unmatched_applicants,3975.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3521.0,3524.0,3528.0,3564.0,3606.0,3648.0,3717.0,3779.0,3831.0,3850.0
unmatched_applicants,3984.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3547.0,3573.0,3643.0,3644.0,3713.0,3769.0,3796.0,3837.0
unmatched_applicants,3986.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3537.0,3536.0,3580.0,3609.0,3646.0,3721.0,3755.0,3812.0,3845.0
unmatched_applicants,3983.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3527.0,3521.0,3533.0,3566.0,3601.0,3653.0,3738.0,3745.0,3823.0,3868.0
unmatched_applicants,3991.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3527.0,3538.0,3554.0,3622.0,3658.0,3711.0,3747.0,3825.0,3852.0
unmatched_applicants,3995.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3525.0,3553.0,3567.0,3611.0,3664.0,3730.0,3760.0,3803.0,3873.0
unmatched_applicants,3958.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3534.0,3523.0,3530.0,3566.0,3600.0,3659.0,3719.0,3769.0,3801.0,3843.0
unmatched_applicants,3985.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3521.0,3531.0,3542.0,3575.0,3595.0,3685.0,3713.0,3752.0,3796.0,3849.0
unfilled_spots,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,53.0,111.0,120.0,162.0,248.0,278.0,339.0
unfilled_spots,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,37.0,54.0,118.0,159.0,190.0,227.0,287.0,335.0
unfilled_spots,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,44.0,86.0,128.0,197.0,259.0,311.0,330.0
unfilled_spots,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,53.0,123.0,124.0,193.0,249.0,276.0,317.0
unfilled_spots,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,60.0,89.0,126.0,201.0,235.0,292.0,325.0
unfilled_spots,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,13.0,46.0,81.0,133.0,218.0,225.0,303.0,348.0
unfilled_spots,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,34.0,102.0,138.0,191.0,227.0,305.0,332.0
