Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,235.0,130.0,130.0,131.0,130.0,131.0,135.0,135.0,141.0,148.0,157.0,161.0,168.0,176.0,171.0,183.0,188.0,193.0,197.0,202.0,204.0,206.0,217.0,210.0,216.0,222.0,220.0,223.0,228.0,226.0,228.0,231.0,231.0
unmatched_applicants,235.0,131.0,131.0,130.0,131.0,132.0,133.0,134.0,140.0,153.0,150.0,161.0,168.0,174.0,177.0,184.0,190.0,195.0,197.0,206.0,204.0,206.0,214.0,214.0,220.0,216.0,225.0,227.0,226.0,225.0,228.0,229.0,231.0
unmatched_applicants,237.0,137.0,132.0,130.0,130.0,130.0,132.0,136.0,142.0,148.0,153.0,163.0,164.0,173.0,180.0,182.0,195.0,196.0,199.0,199.0,206.0,206.0,209.0,212.0,214.0,222.0,224.0,227.0,221.0,228.0,229.0,230.0,234.0
unmatched_applicants,235.0,130.0,133.0,132.0,130.0,130.0,133.0,135.0,140.0,147.0,154.0,161.0,171.0,177.0,177.0,186.0,183.0,194.0,196.0,204.0,204.0,208.0,210.0,217.0,218.0,219.0,220.0,223.0,225.0,224.0,230.0,230.0,235.0
unmatched_applicants,239.0,132.0,130.0,130.0,131.0,130.0,130.0,135.0,139.0,141.0,153.0,162.0,169.0,171.0,183.0,190.0,187.0,192.0,195.0,200.0,208.0,209.0,213.0,213.0,218.0,215.0,222.0,219.0,225.0,231.0,234.0,230.0,232.0
unmatched_applicants,239.0,134.0,130.0,130.0,130.0,130.0,130.0,136.0,140.0,147.0,155.0,158.0,163.0,177.0,175.0,181.0,187.0,201.0,195.0,203.0,206.0,211.0,207.0,213.0,217.0,220.0,224.0,222.0,227.0,228.0,228.0,229.0,230.0
unmatched_applicants,238.0,132.0,133.0,130.0,130.0,130.0,132.0,139.0,137.0,144.0,154.0,161.0,167.0,176.0,182.0,184.0,189.0,193.0,199.0,199.0,203.0,207.0,213.0,214.0,217.0,217.0,220.0,221.0,225.0,230.0,228.0,233.0,233.0
unmatched_applicants,239.0,133.0,132.0,130.0,130.0,130.0,132.0,135.0,136.0,144.0,156.0,159.0,163.0,175.0,179.0,183.0,185.0,192.0,198.0,198.0,206.0,207.0,212.0,216.0,214.0,222.0,222.0,223.0,227.0,227.0,229.0,229.0,234.0
unmatched_applicants,236.0,132.0,130.0,130.0,130.0,132.0,132.0,132.0,141.0,147.0,154.0,162.0,170.0,172.0,176.0,186.0,182.0,194.0,198.0,202.0,205.0,205.0,209.0,216.0,217.0,219.0,222.0,223.0,224.0,228.0,229.0,231.0,232.0
unmatched_applicants,239.0,130.0,130.0,133.0,130.0,130.0,132.0,133.0,140.0,139.0,151.0,160.0,171.0,176.0,178.0,186.0,188.0,188.0,196.0,204.0,204.0,207.0,211.0,214.0,215.0,221.0,222.0,224.0,226.0,223.0,229.0,228.0,230.0
unfilled_spots,105.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,11.0,18.0,27.0,31.0,38.0,46.0,41.0,53.0,58.0,63.0,67.0,72.0,74.0,76.0,87.0,80.0,86.0,92.0,90.0,93.0,98.0,96.0,98.0,101.0,101.0
unfilled_spots,105.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,10.0,23.0,20.0,31.0,38.0,44.0,47.0,54.0,60.0,65.0,67.0,76.0,74.0,76.0,84.0,84.0,90.0,86.0,95.0,97.0,96.0,95.0,98.0,99.0,101.0
unfilled_spots,107.0,7.0,2.0,0.0,0.0,0.0,2.0,6.0,12.0,18.0,23.0,33.0,34.0,43.0,50.0,52.0,65.0,66.0,69.0,69.0,76.0,76.0,79.0,82.0,84.0,92.0,94.0,97.0,91.0,98.0,99.0,100.0,104.0
unfilled_spots,105.0,0.0,3.0,2.0,0.0,0.0,3.0,5.0,10.0,17.0,24.0,31.0,41.0,47.0,47.0,56.0,53.0,64.0,66.0,74.0,74.0,78.0,80.0,87.0,88.0,89.0,90.0,93.0,95.0,94.0,100.0,100.0,105.0
unfilled_spots,109.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,11.0,23.0,32.0,39.0,41.0,53.0,60.0,57.0,62.0,65.0,70.0,78.0,79.0,83.0,83.0,88.0,85.0,92.0,89.0,95.0,101.0,104.0,100.0,102.0
unfilled_spots,109.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,17.0,25.0,28.0,33.0,47.0,45.0,51.0,57.0,71.0,65.0,73.0,76.0,81.0,77.0,83.0,87.0,90.0,94.0,92.0,97.0,98.0,98.0,99.0,100.0
unfilled_spots,108.0,2.0,3.0,0.0,0.0,0.0,2.0,9.0,7.0,14.0,24.0,31.0,37.0,46.0,52.0,54.0,59.0,63.0,69.0,69.0,73.0,77.0,83.0,84.0,87.0,87.0,90.0,91.0,95.0,100.0,98.0,103.0,103.0
