Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,429.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,207.0,218.0,225.0,245.0,252.0,266.0,276.0,280.0,295.0,310.0,323.0,328.0,336.0,348.0,347.0,362.0,373.0,374.0,378.0,391.0,395.0,394.0,406.0,418.0
unmatched_applicants,420.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,213.0,208.0,221.0,227.0,249.0,246.0,273.0,259.0,286.0,299.0,308.0,312.0,317.0,332.0,339.0,349.0,355.0,360.0,375.0,380.0,387.0,391.0,395.0,408.0,408.0
unmatched_applicants,422.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,209.0,216.0,239.0,241.0,252.0,264.0,275.0,286.0,299.0,305.0,326.0,331.0,338.0,333.0,352.0,362.0,370.0,375.0,378.0,378.0,395.0,405.0,403.0,411.0
unmatched_applicants,421.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,208.0,215.0,214.0,234.0,237.0,249.0,258.0,267.0,288.0,291.0,311.0,321.0,333.0,331.0,339.0,347.0,365.0,368.0,372.0,381.0,388.0,397.0,391.0,403.0,407.0
unmatched_applicants,421.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,205.0,205.0,212.0,228.0,233.0,240.0,243.0,265.0,281.0,299.0,301.0,309.0,317.0,329.0,345.0,351.0,350.0,354.0,369.0,373.0,377.0,389.0,396.0,404.0,403.0,408.0
unmatched_applicants,420.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,208.0,219.0,232.0,239.0,244.0,256.0,285.0,289.0,300.0,314.0,320.0,320.0,327.0,347.0,358.0,366.0,364.0,377.0,380.0,390.0,392.0,401.0,402.0,408.0
unmatched_applicants,422.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,209.0,208.0,223.0,230.0,231.0,256.0,268.0,275.0,281.0,292.0,303.0,313.0,331.0,336.0,342.0,352.0,359.0,371.0,374.0,382.0,374.0,385.0,398.0,404.0,412.0
unmatched_applicants,421.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,205.0,216.0,222.0,228.0,257.0,263.0,270.0,293.0,298.0,301.0,321.0,334.0,338.0,346.0,350.0,362.0,368.0,369.0,383.0,390.0,391.0,401.0,398.0,408.0
unmatched_applicants,418.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,210.0,204.0,204.0,220.0,238.0,243.0,268.0,258.0,269.0,287.0,294.0,306.0,310.0,325.0,330.0,348.0,360.0,358.0,366.0,374.0,378.0,382.0,396.0,396.0,400.0,416.0
unmatched_applicants,424.0,204.0,204.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,206.0,204.0,208.0,218.0,233.0,229.0,255.0,263.0,273.0,286.0,300.0,312.0,316.0,332.0,340.0,348.0,357.0,360.0,369.0,373.0,381.0,382.0,399.0,398.0,405.0,410.0
unfilled_spots,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,21.0,41.0,48.0,62.0,72.0,76.0,91.0,106.0,119.0,124.0,132.0,144.0,143.0,158.0,169.0,170.0,174.0,187.0,191.0,190.0,202.0,214.0
unfilled_spots,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,17.0,23.0,45.0,42.0,69.0,55.0,82.0,95.0,104.0,108.0,113.0,128.0,135.0,145.0,151.0,156.0,171.0,176.0,183.0,187.0,191.0,204.0,204.0
unfilled_spots,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,35.0,37.0,48.0,60.0,71.0,82.0,95.0,101.0,122.0,127.0,134.0,129.0,148.0,158.0,166.0,171.0,174.0,174.0,191.0,201.0,199.0,207.0
unfilled_spots,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,10.0,30.0,33.0,45.0,54.0,63.0,84.0,87.0,107.0,117.0,129.0,127.0,135.0,143.0,161.0,164.0,168.0,177.0,184.0,193.0,187.0,199.0,203.0
unfilled_spots,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,24.0,29.0,36.0,39.0,61.0,77.0,95.0,97.0,105.0,113.0,125.0,141.0,147.0,146.0,150.0,165.0,169.0,173.0,185.0,192.0,200.0,199.0,204.0
unfilled_spots,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,28.0,35.0,40.0,52.0,81.0,85.0,96.0,110.0,116.0,116.0,123.0,143.0,154.0,162.0,160.0,173.0,176.0,186.0,188.0,197.0,198.0,204.0
unfilled_spots,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,19.0,26.0,27.0,52.0,64.0,71.0,77.0,88.0,99.0,109.0,127.0,132.0,138.0,148.0,155.0,167.0,170.0,178.0,170.0,181.0,194.0,200.0,208.0
unfilled_spots,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,18.0,24.0,53.0,59.0,66.0,89.0,94.0,97.0,117.0,130.0,134.0,142.0,146.0,158.0,164.0,165.0,179.0,186.0,187.0,197.0,194.0,204.0
unfilled_spots,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,34.0,39.0,64.0,54.0,65.0,83.0,90.0,102.0,106.0,121.0,126.0,144.0,156.0,154.0,162.0,170.0,174.0,178.0,192.0,192.0,196.0,212.0
unfilled_spots,220.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,29.0,25.0,51.0,59.0,69.0,82.0,96.0,108.0,112.0,128.0,136.0,144.0,153.0,156.0,165.0,169.0,177.0,178.0,195.0,194.0,201.0,206.0
reviews_per_program,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,295.56962025316454,233.37974683544303,160.64556962025316,102.26582278481013,101.34177215189874,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833,288.126582278481
reviews_per_program,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,280.50632911392404,235.30379746835442,160.30379746835442,119.27848101265823,101.07594936708861,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833,288.126582278481
reviews_per_program,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,307.60759493670884,289.3164556962025,230.51898734177215,154.46835443037975,108.36708860759494,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833,288.126582278481
reviews_per_program,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,292.7088607594937,229.74683544303798,158.79746835443038,113.10126582278481,98.56962025316456,108.53164556962025,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833,288.126582278481
reviews_per_program,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,307.8101265822785,289.43037974683546,224.39240506329114,158.0253164556962,108.12658227848101,101.44303797468355,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833,288.126582278481
reviews_per_program,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,310.873417721519,307.65822784810126,301.0,223.873417721519,154.9746835443038,118.63291139240506,104.20253164556962,108.78481012658227,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833,288.126582278481
