Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
unmatched_applicants,307.0,204.0,204.0,204.0,206.0,204.0,204.0,204.0,204.0,204.0,204.0,211.0,210.0,224.0,252.0,262.0
unmatched_applicants,308.0,204.0,204.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,209.0,216.0,234.0,230.0,246.0,269.0
unmatched_applicants,309.0,204.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,209.0,207.0,217.0,229.0,242.0,261.0
unmatched_applicants,308.0,204.0,205.0,205.0,204.0,204.0,204.0,204.0,204.0,205.0,205.0,204.0,220.0,233.0,253.0,261.0
unmatched_applicants,312.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,206.0,207.0,218.0,224.0,252.0,269.0
unmatched_applicants,299.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,205.0,229.0,239.0,246.0,267.0
unmatched_applicants,307.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,207.0,213.0,214.0,239.0,253.0,265.0
unmatched_applicants,301.0,204.0,204.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,208.0,219.0,226.0,252.0,264.0
unmatched_applicants,303.0,204.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,206.0,226.0,235.0,253.0,269.0
unmatched_applicants,298.0,204.0,204.0,206.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,209.0,227.0,230.0,254.0,267.0
unfilled_spots,103.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,20.0,48.0,58.0
unfilled_spots,104.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,30.0,26.0,42.0,65.0
unfilled_spots,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,13.0,25.0,38.0,57.0
unfilled_spots,104.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,29.0,49.0,57.0
unfilled_spots,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,14.0,20.0,48.0,65.0
unfilled_spots,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,35.0,42.0,63.0
unfilled_spots,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,10.0,35.0,49.0,61.0
unfilled_spots,97.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,22.0,48.0,60.0
unfilled_spots,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,31.0,49.0,65.0
unfilled_spots,94.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,26.0,50.0,63.0
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,135.43037974683546,120.0126582278481,97.83544303797468,76.18987341772151,76.59493670886076,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,135.2405063291139,116.21518987341773,95.35443037974683,79.55696202531645,77.75949367088607,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,132.8987341772152,123.56962025316456,90.9873417721519,82.10126582278481,77.32911392405063,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,135.26582278481013,127.12658227848101,89.35443037974683,75.86075949367088,76.53164556962025,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,135.35443037974684,116.53164556962025,94.81012658227849,80.46835443037975,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,119.29113924050633,96.86075949367088,76.0886075949367,77.46835443037975,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,135.15189873417722,124.0379746835443,94.26582278481013,77.0886075949367,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,135.31645569620252,136.48101265822785,120.50632911392405,93.9367088607595,78.0886075949367,77.27848101265823,84.12658227848101,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,135.25316455696202,122.9113924050633,89.35443037974683,77.54430379746836,77.36708860759494,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
reviews_per_program,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,136.48101265822785,134.0632911392405,121.37974683544304,99.0632911392405,77.83544303797468,77.92405063291139,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987
pct_interview_given_signal,0.0,1.0934891485809684,1.0834724540901504,1.0567612687813022,1.0450751252086812,1.0273789649415692,1.0191986644407345,1.0028619127116623,0.9436560934891486,0.869597477276943,0.7909849749582638,0.7193807861587495,0.659432387312187,0.6087068190574033,0.5652277605533031,0.5275459098497496
pct_interview_given_signal,0.0,1.0884808013355594,1.0742904841402336,1.0528658875904284,1.0505008347245408,1.0370617696160267,1.021981079577073,0.9992845218220844,0.9520033388981636,0.871266926358746,0.7899833055091819,0.7193807861587495,0.659432387312187,0.6087068190574033,0.5652277605533031,0.5275459098497496
pct_interview_given_signal,0.0,1.0751252086811351,1.0701168614357262,1.0612131329994434,1.0525876460767947,1.034390651085142,1.0214245965498052,1.0038158836155497,0.9480383973288815,0.8697829716193656,0.7898163606010017,0.7193807861587495,0.659432387312187,0.6087068190574033,0.5652277605533031,0.5275459098497496
pct_interview_given_signal,0.0,1.0934891485809684,1.0792988313856426,1.0628825820812464,1.0475792988313857,1.0367278797996662,1.0194769059543685,1.0038158836155497,0.9547161936560935,0.8721943980708589,0.7909849749582638,0.7193807861587495,0.659432387312187,0.6087068190574033,0.5652277605533031,0.5275459098497496
pct_interview_given_signal,0.0,1.0751252086811351,1.0801335559265441,1.0740122426265999,1.0484140233722872,1.0397328881469114,1.023372287145242,1.0035773908895778,0.9457429048414023,0.8707104433314784,0.7913188647746243,0.7193807861587495,0.659432387312187,0.6087068190574033,0.5652277605533031,0.5275459098497496
pct_interview_given_signal,0.0,1.0884808013355594,1.0609348914858097,1.062326099053979,1.0463272120200333,1.0300500834724542,1.021702838063439,1.0019079418077748,0.9536727879799666,0.8720089037284363,0.7908180300500834,0.7193807861587495,0.659432387312187,0.6087068190574033,0.5652277605533031,0.5275459098497496
pct_interview_given_signal,0.0,1.0834724540901504,1.0901502504173624,1.0634390651085142,1.0492487479131887,1.0380634390651085,1.01669449081803,0.9990460290961126,0.9474123539232053,0.8718234093860138,0.7913188647746243,0.7193807861587495,0.659432387312187,0.6087068190574033,0.5652277605533031,0.5275459098497496
pct_interview_given_signal,0.0,1.0901502504173624,1.0759599332220366,1.0545353366722314,1.0454924874791318,1.0337228714524207,1.025319977740679,0.9992845218220844,0.9421953255425709,0.871266926358746,0.7894824707846411,0.719077249962058,0.659432387312187,0.6087068190574033,0.5652277605533031,0.5275459098497496
pct_interview_given_signal,0.0,1.0784641068447411,1.0767946577629381,1.05731775180857,1.0417362270450752,1.032721202003339,1.02031163049527,0.9976150727402814,0.9492904841402338,0.8714524207011686,0.7909849749582638,0.7193807861587495,0.659432387312187,0.6087068190574033,0.5652277605533031,0.5275459098497496
