Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
unmatched_applicants,968.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,846.0,844.0,845.0,856.0,880.0,883.0,910.0,917.0
unmatched_applicants,960.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,847.0,844.0,852.0,849.0,858.0,859.0,908.0,919.0,936.0
unmatched_applicants,944.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,849.0,850.0,862.0,892.0,890.0,903.0,932.0
unmatched_applicants,962.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,848.0,846.0,860.0,871.0,865.0,884.0,916.0,924.0
unmatched_applicants,957.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,847.0,844.0,844.0,844.0,844.0,858.0,869.0,873.0,905.0,918.0,922.0
unmatched_applicants,966.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,850.0,850.0,854.0,870.0,900.0,902.0,933.0
unmatched_applicants,952.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,861.0,848.0,856.0,864.0,899.0,903.0,938.0
unmatched_applicants,935.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,844.0,844.0,849.0,846.0,860.0,860.0,877.0,887.0,921.0,930.0
unmatched_applicants,953.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,847.0,851.0,844.0,844.0,851.0,870.0,899.0,892.0,937.0
unmatched_applicants,954.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,849.0,857.0,856.0,882.0,883.0,919.0,934.0
unfilled_spots,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,12.0,36.0,39.0,66.0,73.0
unfilled_spots,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,5.0,14.0,15.0,64.0,75.0,92.0
unfilled_spots,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,18.0,48.0,46.0,59.0,88.0
unfilled_spots,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,16.0,27.0,21.0,40.0,72.0,80.0
unfilled_spots,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,25.0,29.0,61.0,74.0,78.0
unfilled_spots,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,26.0,56.0,58.0,89.0
unfilled_spots,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,12.0,20.0,55.0,59.0,94.0
unfilled_spots,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,16.0,16.0,33.0,43.0,77.0,86.0
unfilled_spots,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,26.0,55.0,48.0,93.0
unfilled_spots,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,12.0,38.0,39.0,75.0,90.0
reviews_per_program,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,265.7861635220126,250.38364779874215,226.14465408805032,173.76100628930817,150.27044025157232,146.7987421383648,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585
reviews_per_program,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,266.8364779874214,263.87421383647796,252.52830188679246,220.18867924528303,174.1823899371069,143.37106918238993,145.85534591194968,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585
reviews_per_program,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,263.7295597484277,255.27672955974842,222.9308176100629,172.03773584905662,146.77987421383648,146.74842767295598,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585
reviews_per_program,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,268.07547169811323,265.87421383647796,252.35849056603774,219.54088050314465,168.47798742138366,144.0691823899371,147.49056603773585,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585
