Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,164.0,104.0,98.0,95.0,92.0,91.0,92.0,95.0,104.0,115.0,113.0,128.0,136.0,143.0,148.0,147.0,153.0
unmatched_applicants,167.0,101.0,93.0,93.0,91.0,91.0,94.0,98.0,111.0,112.0,111.0,119.0,132.0,143.0,143.0,153.0,153.0
unmatched_applicants,167.0,100.0,95.0,93.0,92.0,94.0,95.0,96.0,104.0,113.0,121.0,129.0,130.0,138.0,152.0,153.0,165.0
unmatched_applicants,159.0,105.0,95.0,91.0,91.0,94.0,93.0,102.0,103.0,115.0,121.0,125.0,135.0,137.0,144.0,155.0,159.0
unmatched_applicants,162.0,105.0,95.0,92.0,93.0,91.0,95.0,102.0,102.0,116.0,111.0,135.0,132.0,138.0,147.0,155.0,161.0
unmatched_applicants,165.0,98.0,96.0,95.0,91.0,92.0,92.0,99.0,107.0,112.0,115.0,120.0,134.0,142.0,147.0,154.0,161.0
unmatched_applicants,171.0,105.0,99.0,92.0,92.0,91.0,94.0,98.0,105.0,109.0,118.0,127.0,139.0,143.0,144.0,157.0,159.0
unmatched_applicants,165.0,96.0,99.0,95.0,91.0,91.0,95.0,97.0,103.0,113.0,112.0,127.0,133.0,139.0,154.0,150.0,156.0
unmatched_applicants,162.0,103.0,93.0,92.0,91.0,92.0,97.0,102.0,102.0,103.0,119.0,124.0,131.0,141.0,151.0,151.0,157.0
unmatched_applicants,160.0,105.0,101.0,94.0,95.0,91.0,92.0,95.0,100.0,111.0,117.0,131.0,127.0,134.0,147.0,154.0,151.0
unfilled_spots,73.0,13.0,7.0,4.0,1.0,0.0,1.0,4.0,13.0,24.0,22.0,37.0,45.0,52.0,57.0,56.0,62.0
unfilled_spots,76.0,10.0,2.0,2.0,0.0,0.0,3.0,7.0,20.0,21.0,20.0,28.0,41.0,52.0,52.0,62.0,62.0
unfilled_spots,76.0,9.0,4.0,2.0,1.0,3.0,4.0,5.0,13.0,22.0,30.0,38.0,39.0,47.0,61.0,62.0,74.0
unfilled_spots,68.0,14.0,4.0,0.0,0.0,3.0,2.0,11.0,12.0,24.0,30.0,34.0,44.0,46.0,53.0,64.0,68.0
unfilled_spots,71.0,14.0,4.0,1.0,2.0,0.0,4.0,11.0,11.0,25.0,20.0,44.0,41.0,47.0,56.0,64.0,70.0
unfilled_spots,74.0,7.0,5.0,4.0,0.0,1.0,1.0,8.0,16.0,21.0,24.0,29.0,43.0,51.0,56.0,63.0,70.0
unfilled_spots,80.0,14.0,8.0,1.0,1.0,0.0,3.0,7.0,14.0,18.0,27.0,36.0,48.0,52.0,53.0,66.0,68.0
unfilled_spots,74.0,5.0,8.0,4.0,0.0,0.0,4.0,6.0,12.0,22.0,21.0,36.0,42.0,48.0,63.0,59.0,65.0
unfilled_spots,71.0,12.0,2.0,1.0,0.0,1.0,6.0,11.0,11.0,12.0,28.0,33.0,40.0,50.0,60.0,60.0,66.0
unfilled_spots,69.0,14.0,10.0,3.0,4.0,0.0,1.0,4.0,9.0,20.0,26.0,40.0,36.0,43.0,56.0,63.0,60.0
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,59.6025641025641,54.34615384615385,42.14102564102564,36.01282051282051,30.858974358974358,31.371794871794872,33.0,36.666666666666664,40.56410256410256,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,59.38461538461539,53.282051282051285,44.51282051282051,35.47435897435897,31.5,30.987179487179485,33.32051282051282,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,59.92307692307692,52.37179487179487,44.705128205128204,35.01282051282051,32.03846153846154,31.628205128205128,33.88461538461539,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,60.34615384615385,53.282051282051285,41.743589743589745,36.705128205128204,31.474358974358974,30.53846153846154,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,61.1025641025641,54.06410256410256,43.294871794871796,36.91025641025641,30.76923076923077,32.82051282051282,33.38461538461539,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,60.48717948717949,54.52564102564103,43.794871794871796,35.794871794871796,33.07692307692308,30.807692307692307,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,59.84615384615385,54.11538461538461,44.52564102564103,36.38461538461539,30.807692307692307,32.80769230769231,34.30769230769231,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,58.02564102564103,54.02564102564103,44.43589743589744,35.48717948717949,31.923076923076923,31.205128205128204,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,60.01282051282051,49.282051282051285,44.07692307692308,36.26923076923077,31.71794871794872,33.03846153846154,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
reviews_per_program,62.333333333333336,62.333333333333336,62.333333333333336,59.62820512820513,53.282051282051285,42.782051282051285,35.32051282051282,30.166666666666668,31.384615384615383,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664
pct_interview_given_signal,0.0,1.0,1.0,0.9953379953379954,0.9676573426573427,0.913986013986014,0.8391608391608392,0.7572427572427572,0.6761363636363636,0.6060606060606061,0.5454545454545454,0.49523204068658616,0.45454545454545453,0.4195804195804196,0.38961038961038963,0.36363636363636365,0.3409090909090909
pct_interview_given_signal,0.0,1.0,1.0,0.9976689976689976,0.9667832167832168,0.9307692307692308,0.8490675990675991,0.7607392607392608,0.6756993006993007,0.6056721056721057,0.5454545454545454,0.49586776859504134,0.45454545454545453,0.4195804195804196,0.38961038961038963,0.36363636363636365,0.3409090909090909
pct_interview_given_signal,0.0,1.0,1.0,0.993006993006993,0.9702797202797203,0.9125874125874126,0.8409090909090909,0.7557442557442557,0.6761363636363636,0.6045066045066045,0.5454545454545454,0.49586776859504134,0.45454545454545453,0.4195804195804196,0.38961038961038963,0.36363636363636365,0.3409090909090909
pct_interview_given_signal,0.0,1.0,1.0,0.9918414918414918,0.9772727272727273,0.9286713286713286,0.8368298368298368,0.7627372627372627,0.6778846153846154,0.6060606060606061,0.5454545454545454,0.49586776859504134,0.45454545454545453,0.4195804195804196,0.38961038961038963,0.36363636363636365,0.3409090909090909
pct_interview_given_signal,0.0,1.0,1.0,0.993006993006993,0.9676573426573427,0.9111888111888112,0.824009324009324,0.7612387612387612,0.6691433566433567,0.6041181041181041,0.5454545454545454,0.49586776859504134,0.45454545454545453,0.4195804195804196,0.38961038961038963,0.36363636363636365,0.3409090909090909
pct_interview_given_signal,0.0,1.0,1.0,0.9953379953379954,0.9737762237762237,0.9048951048951049,0.8426573426573427,0.7477522477522478,0.6774475524475524,0.6060606060606061,0.5454545454545454,0.49586776859504134,0.45454545454545453,0.4195804195804196,0.38961038961038963,0.36363636363636365,0.3409090909090909
pct_interview_given_signal,0.0,1.0,1.0,0.9976689976689976,0.9615384615384616,0.913986013986014,0.8333333333333334,0.7647352647352648,0.6752622377622378,0.602952602952603,0.5454545454545454,0.49586776859504134,0.45454545454545453,0.4195804195804196,0.38961038961038963,0.36363636363636365,0.3409090909090909
