Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,276.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,214.0,219.0,220.0,216.0,219.0,224.0,229.0,226.0,237.0,244.0,246.0,251.0,254.0,252.0,260.0,262.0,266.0,268.0
unmatched_applicants,284.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,214.0,214.0,216.0,220.0,217.0,224.0,227.0,228.0,233.0,233.0,238.0,243.0,252.0,255.0,256.0,262.0,261.0,268.0,268.0
unmatched_applicants,278.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,217.0,222.0,222.0,226.0,227.0,235.0,234.0,245.0,243.0,245.0,258.0,256.0,261.0,261.0,262.0,267.0
unmatched_applicants,282.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,219.0,221.0,224.0,220.0,228.0,234.0,232.0,239.0,241.0,247.0,250.0,255.0,262.0,263.0,265.0,270.0
unmatched_applicants,279.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,216.0,220.0,225.0,225.0,223.0,238.0,239.0,241.0,246.0,241.0,248.0,254.0,257.0,263.0,266.0,267.0
unmatched_applicants,280.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,216.0,219.0,219.0,219.0,226.0,234.0,232.0,243.0,238.0,247.0,250.0,257.0,256.0,263.0,267.0,273.0
unmatched_applicants,280.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,218.0,218.0,218.0,225.0,224.0,232.0,232.0,241.0,241.0,252.0,251.0,256.0,260.0,264.0,267.0,273.0
unmatched_applicants,280.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,218.0,221.0,219.0,224.0,226.0,229.0,231.0,237.0,240.0,245.0,252.0,252.0,256.0,263.0,264.0,267.0,270.0
unmatched_applicants,282.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,216.0,217.0,220.0,222.0,234.0,226.0,230.0,234.0,234.0,248.0,251.0,257.0,255.0,263.0,265.0,271.0,270.0
unmatched_applicants,277.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,218.0,216.0,216.0,224.0,224.0,229.0,232.0,236.0,244.0,242.0,250.0,256.0,254.0,258.0,259.0,262.0,271.0
unfilled_spots,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,2.0,5.0,10.0,15.0,12.0,23.0,30.0,32.0,37.0,40.0,38.0,46.0,48.0,52.0,54.0
unfilled_spots,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,3.0,10.0,13.0,14.0,19.0,19.0,24.0,29.0,38.0,41.0,42.0,48.0,47.0,54.0,54.0
unfilled_spots,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,8.0,12.0,13.0,21.0,20.0,31.0,29.0,31.0,44.0,42.0,47.0,47.0,48.0,53.0
unfilled_spots,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,10.0,6.0,14.0,20.0,18.0,25.0,27.0,33.0,36.0,41.0,48.0,49.0,51.0,56.0
unfilled_spots,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,11.0,11.0,9.0,24.0,25.0,27.0,32.0,27.0,34.0,40.0,43.0,49.0,52.0,53.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,12.0,20.0,18.0,29.0,24.0,33.0,36.0,43.0,42.0,49.0,53.0,59.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,11.0,10.0,18.0,18.0,27.0,27.0,38.0,37.0,42.0,46.0,50.0,53.0,59.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,10.0,12.0,15.0,17.0,23.0,26.0,31.0,38.0,38.0,42.0,49.0,50.0,53.0,56.0
unfilled_spots,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0,8.0,20.0,12.0,16.0,20.0,20.0,34.0,37.0,43.0,41.0,49.0,51.0,57.0,56.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,10.0,10.0,15.0,18.0,22.0,30.0,28.0,36.0,42.0,40.0,44.0,45.0,48.0,57.0
reviews_per_program,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,155.28571428571428,149.5934065934066,127.97802197802197,101.91208791208791,75.97802197802197,60.07692307692308,56.8021978021978,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956
reviews_per_program,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,151.24175824175825,133.7032967032967,96.10989010989012,69.36263736263736,56.69230769230769,53.38461538461539,57.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956
reviews_per_program,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,155.36263736263737,148.45054945054946,133.93406593406593,100.74725274725274,75.42857142857143,65.68131868131869,55.505494505494504,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956
reviews_per_program,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,155.37362637362637,153.95604395604394,136.3956043956044,108.64835164835165,66.83516483516483,60.362637362637365,54.69230769230769,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956
reviews_per_program,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,150.04395604395606,132.45054945054946,98.4065934065934,67.01098901098901,63.23076923076923,56.9010989010989,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956
reviews_per_program,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,150.04395604395606,127.14285714285714,101.78021978021978,70.95604395604396,53.72527472527472,56.51648351648352,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956
reviews_per_program,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,156.65934065934067,151.0989010989011,132.2087912087912,101.18681318681318,75.68131868131869,56.362637362637365,56.8021978021978,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956
