Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,1358.0,708.0,692.0,681.0,676.0,676.0,676.0,676.0,677.0,690.0,706.0,736.0,785.0,850.0,914.0,965.0,1046.0,1092.0,1134.0,1162.0,1217.0,1241.0
unmatched_applicants,1342.0,686.0,684.0,679.0,676.0,676.0,676.0,676.0,676.0,687.0,702.0,720.0,812.0,845.0,901.0,962.0,1027.0,1063.0,1117.0,1161.0,1218.0,1258.0
unmatched_applicants,1337.0,712.0,688.0,677.0,676.0,676.0,676.0,676.0,676.0,679.0,712.0,750.0,774.0,845.0,905.0,953.0,1042.0,1084.0,1107.0,1169.0,1211.0,1261.0
unmatched_applicants,1357.0,707.0,695.0,677.0,677.0,676.0,676.0,676.0,676.0,688.0,711.0,745.0,787.0,851.0,899.0,975.0,1022.0,1074.0,1123.0,1162.0,1200.0,1246.0
unmatched_applicants,1351.0,707.0,691.0,680.0,680.0,676.0,676.0,676.0,676.0,685.0,685.0,718.0,813.0,863.0,918.0,962.0,1026.0,1076.0,1132.0,1179.0,1222.0,1244.0
unmatched_applicants,1360.0,692.0,690.0,676.0,677.0,676.0,676.0,676.0,676.0,679.0,703.0,750.0,810.0,836.0,897.0,957.0,1022.0,1093.0,1136.0,1178.0,1228.0,1238.0
unmatched_applicants,1369.0,699.0,690.0,682.0,676.0,676.0,676.0,676.0,676.0,685.0,707.0,752.0,790.0,849.0,919.0,961.0,1009.0,1073.0,1133.0,1185.0,1201.0,1246.0
unmatched_applicants,1323.0,697.0,685.0,681.0,676.0,676.0,676.0,676.0,679.0,679.0,687.0,739.0,776.0,852.0,930.0,970.0,1029.0,1049.0,1123.0,1163.0,1204.0,1254.0
unmatched_applicants,1355.0,704.0,690.0,680.0,678.0,678.0,676.0,676.0,678.0,683.0,712.0,753.0,800.0,850.0,909.0,956.0,1022.0,1061.0,1125.0,1164.0,1215.0,1257.0
unmatched_applicants,1340.0,705.0,685.0,678.0,679.0,676.0,676.0,676.0,676.0,686.0,701.0,743.0,812.0,852.0,914.0,961.0,1026.0,1073.0,1121.0,1179.0,1207.0,1266.0
unfilled_spots,682.0,32.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,14.0,30.0,60.0,109.0,174.0,238.0,289.0,370.0,416.0,458.0,486.0,541.0,565.0
unfilled_spots,666.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,44.0,136.0,169.0,225.0,286.0,351.0,387.0,441.0,485.0,542.0,582.0
unfilled_spots,661.0,36.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,74.0,98.0,169.0,229.0,277.0,366.0,408.0,431.0,493.0,535.0,585.0
unfilled_spots,681.0,31.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,35.0,69.0,111.0,175.0,223.0,299.0,346.0,398.0,447.0,486.0,524.0,570.0
unfilled_spots,675.0,31.0,15.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,9.0,42.0,137.0,187.0,242.0,286.0,350.0,400.0,456.0,503.0,546.0,568.0
unfilled_spots,684.0,16.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,27.0,74.0,134.0,160.0,221.0,281.0,346.0,417.0,460.0,502.0,552.0,562.0
unfilled_spots,693.0,23.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,76.0,114.0,173.0,243.0,285.0,333.0,397.0,457.0,509.0,525.0,570.0
unfilled_spots,647.0,21.0,9.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,63.0,100.0,176.0,254.0,294.0,353.0,373.0,447.0,487.0,528.0,578.0
unfilled_spots,679.0,28.0,14.0,4.0,2.0,2.0,0.0,0.0,2.0,7.0,36.0,77.0,124.0,174.0,233.0,280.0,346.0,385.0,449.0,488.0,539.0,581.0
unfilled_spots,664.0,29.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,10.0,25.0,67.0,136.0,176.0,238.0,285.0,350.0,397.0,445.0,503.0,531.0,590.0
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.4915254237288,170.23050847457628,135.17966101694915,98.93559322033899,74.83050847457628,73.33559322033898,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,166.7728813559322,138.2271186440678,95.2677966101695,72.71525423728814,74.66779661016949,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,167.23050847457628,135.00338983050847,92.95593220338984,75.54915254237288,76.04745762711865,80.54237288135593,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,166.61016949152543,141.7864406779661,93.04406779661016,75.13220338983051,73.31525423728813,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,169.4542372881356,136.32542372881355,96.31186440677966,75.46779661016949,74.35932203389831,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.55593220338983,167.71864406779662,138.08474576271186,93.33220338983051,75.06440677966101,73.90169491525424,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,165.55254237288136,135.10508474576272,94.67796610169492,77.56949152542373,73.28474576271186,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.4542372881356,168.3864406779661,135.56949152542373,92.66101694915254,74.12203389830509,73.54576271186441,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,168.76271186440678,137.83389830508474,94.8271186440678,72.47457627118644,73.64067796610169,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.48813559322033,167.41016949152544,135.4677966101695,94.14915254237287,73.1864406779661,75.0135593220339,80.20677966101695,87.8,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
pct_interview_given_signal,0.0,1.0199907019990702,1.0213854021385402,1.0150317681698435,1.0116225011622502,1.00976290097629,1.0030993336432668,0.9774191405990569,0.9124244537424454,0.8335141277958572,0.7540678754067875,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0223152022315203,1.0169688516968851,1.0158066015806602,1.0094142259414225,1.007996280799628,1.0003099333643266,0.9767549976754998,0.9138772663877266,0.834805516813885,0.7538819153881915,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0237099023709901,1.0195258019525801,1.0145668681233535,1.0116225011622502,1.0081822408182242,1.00139470013947,0.9764229262137212,0.9212575546257554,0.8324293610207139,0.7527196652719665,0.6855585140103968,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0213854021385402,1.0169688516968851,1.0145668681233535,1.01022780102278,1.008089260808926,1.0019370835270416,0.9779504549379027,0.9149232914923291,0.832481016581435,0.7542538354253835,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0237099023709901,1.0183635518363552,1.0153417015341701,1.0115062761506277,1.008089260808926,1.00278940027894,0.9782825263996812,0.9155625290562529,0.8326876388243194,0.7536029753602975,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0251046025104602,1.0172013017201302,1.0154966682163336,1.0108089260808926,1.00790330079033,1.0028668836200216,0.979013083615594,0.9174221292422129,0.834288961206674,0.7535564853556486,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
