Parameter,0,1,2,3,4,5,6,7,8,9,10,11
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,96.76923076923077,83.46153846153847,83.15384615384616,77.6923076923077,71.07692307692308,76.15384615384616,84.61538461538461,93.07692307692308
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,97.38461538461539,84.38461538461539,79.23076923076923,66.53846153846153,67.6923076923077,76.15384615384616,84.61538461538461,93.07692307692308
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,96.53846153846153,83.53846153846153,77.6923076923077,66.46153846153847,71.38461538461539,76.15384615384616,84.61538461538461,93.07692307692308
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,96.6923076923077,79.38461538461539,78.92307692307692,71.3076923076923,67.6923076923077,76.15384615384616,84.61538461538461,93.07692307692308
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,91.46153846153847,83.84615384615384,72.23076923076923,73.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461,93.07692307692308
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,87.92307692307692,82.61538461538461,80.46153846153847,67.6923076923077,76.15384615384616,84.61538461538461,93.07692307692308
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,96.61538461538461,80.0,81.23076923076923,66.15384615384616,67.6923076923077,76.15384615384616,84.61538461538461,93.07692307692308
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,96.92307692307692,88.84615384615384,78.92307692307692,70.3076923076923,67.6923076923077,76.15384615384616,84.61538461538461,93.07692307692308
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,87.3076923076923,80.46153846153847,77.38461538461539,70.38461538461539,67.6923076923077,76.15384615384616,84.61538461538461,93.07692307692308
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,82.92307692307692,72.3076923076923,70.46153846153847,67.6923076923077,76.15384615384616,84.61538461538461,93.07692307692308
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9977272727272727,0.96,0.8787878787878788,0.8155844155844156,0.7329545454545454,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9886363636363636,0.9454545454545454,0.9015151515151515,0.8324675324675325,0.7340909090909091,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.96,0.9181818181818182,0.8207792207792208,0.7306818181818182,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9418181818181818,0.8984848484848484,0.8090909090909091,0.7340909090909091,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9563636363636364,0.8878787878787879,0.8298701298701299,0.7340909090909091,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9672727272727273,0.8893939393939394,0.8233766233766234,0.7340909090909091,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9954545454545455,0.9290909090909091,0.9106060606060606,0.8311688311688312,0.7340909090909091,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9863636363636363,0.96,0.8893939393939394,0.825974025974026,0.7340909090909091,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9681818181818181,0.9418181818181818,0.9272727272727272,0.8103896103896104,0.7340909090909091,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9854545454545455,0.8939393939393939,0.8207792207792208,0.7340909090909091,0.6525252525252525,0.5872727272727273,0.5338842975206611
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.23522727272727273,0.15324675324675324,0.1,0.03272727272727273,0.0022727272727272726,0.0,0.0,0.0
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.23977272727272728,0.16363636363636364,0.07727272727272727,0.00909090909090909,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.2340909090909091,0.15324675324675324,0.06060606060606061,0.025454545454545455,0.006818181818181818,0.0,0.0,0.0
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.2340909090909091,0.16623376623376623,0.0803030303030303,0.04181818181818182,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.2340909090909091,0.15584415584415584,0.09090909090909091,0.012727272727272728,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.2340909090909091,0.14805194805194805,0.0893939393939394,0.02181818181818182,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.23636363636363636,0.17532467532467533,0.06818181818181818,0.01090909090909091,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.2409090909090909,0.15324675324675324,0.0893939393939394,0.01818181818181818,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.25,0.16623376623376623,0.051515151515151514,0.04,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4893939393939394,0.44297520661157025,0.38727272727272727,0.3191919191919192,0.2340909090909091,0.13506493506493505,0.08484848484848485,0.025454545454545455,0.0,0.0,0.0,0.0
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_interview_given_application,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394,0.4893939393939394
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9705882352941176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
