Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,551.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,496.0,496.0,504.0,504.0,514.0
unmatched_applicants,555.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,499.0,498.0,502.0,527.0
unmatched_applicants,549.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,498.0,493.0,499.0,509.0
unmatched_applicants,547.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,496.0,497.0,500.0,517.0
unmatched_applicants,547.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,506.0,511.0,515.0
unmatched_applicants,554.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,499.0,511.0,511.0
unmatched_applicants,543.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,497.0,499.0,499.0,504.0,521.0
unmatched_applicants,558.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,496.0,508.0,513.0,524.0
unmatched_applicants,547.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,493.0,495.0,501.0,501.0,511.0
unmatched_applicants,550.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,498.0,495.0,499.0,510.0,514.0
unfilled_spots,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,11.0,21.0
unfilled_spots,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,9.0,34.0
unfilled_spots,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,16.0
unfilled_spots,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,24.0
unfilled_spots,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,22.0
unfilled_spots,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,18.0
unfilled_spots,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,11.0,28.0
unfilled_spots,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,20.0,31.0
unfilled_spots,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,8.0,18.0
unfilled_spots,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,17.0,21.0
reviews_per_program,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,110.34285714285714,97.30285714285715,77.25142857142858,65.86285714285714,64.86857142857143,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858
reviews_per_program,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,115.45142857142856,111.40571428571428,96.70857142857143,79.60571428571428,67.48,66.18285714285715,70.10857142857142,75.82285714285715,81.44,87.25714285714285,93.07428571428571,98.89142857142858
reviews_per_program,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,110.93142857142857,94.01142857142857,76.25714285714285,66.26857142857143,65.66857142857143,70.06857142857143,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858
reviews_per_program,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,110.88571428571429,97.77714285714286,77.58857142857143,68.29714285714286,66.70857142857143,70.02857142857142,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858
reviews_per_program,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,111.79428571428572,98.74285714285715,80.46857142857142,68.01142857142857,65.49142857142857,70.25142857142858,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858
reviews_per_program,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,116.34285714285714,110.30285714285715,97.21714285714286,75.32,65.81714285714285,65.98857142857143,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858
