Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,181.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,131.0,134.0,132.0,137.0,145.0,144.0,151.0,153.0,154.0,161.0,166.0,169.0
unmatched_applicants,186.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,131.0,132.0,134.0,135.0,147.0,147.0,157.0,151.0,154.0,167.0,169.0,173.0
unmatched_applicants,185.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,132.0,130.0,133.0,133.0,140.0,140.0,149.0,146.0,157.0,157.0,163.0,169.0,167.0
unmatched_applicants,179.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,132.0,131.0,136.0,144.0,145.0,145.0,150.0,154.0,155.0,164.0,165.0,171.0
unmatched_applicants,182.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,131.0,131.0,136.0,137.0,148.0,146.0,155.0,157.0,164.0,169.0,173.0
unmatched_applicants,183.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,132.0,131.0,132.0,139.0,149.0,154.0,150.0,160.0,164.0,169.0,172.0
unmatched_applicants,187.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,132.0,130.0,133.0,134.0,147.0,148.0,151.0,155.0,157.0,165.0,163.0,174.0
unmatched_applicants,181.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,131.0,136.0,135.0,141.0,139.0,144.0,151.0,157.0,159.0,160.0,169.0,170.0
unmatched_applicants,181.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,132.0,135.0,133.0,140.0,146.0,142.0,149.0,161.0,158.0,162.0,169.0,174.0
unmatched_applicants,188.0,130.0,132.0,130.0,130.0,130.0,130.0,130.0,130.0,132.0,130.0,132.0,137.0,136.0,140.0,138.0,143.0,147.0,152.0,161.0,162.0,166.0,169.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,15.0,14.0,21.0,23.0,24.0,31.0,36.0,39.0
unfilled_spots,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,17.0,17.0,27.0,21.0,24.0,37.0,39.0,43.0
unfilled_spots,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,10.0,10.0,19.0,16.0,27.0,27.0,33.0,39.0,37.0
unfilled_spots,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,14.0,15.0,15.0,20.0,24.0,25.0,34.0,35.0,41.0
unfilled_spots,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,18.0,16.0,25.0,27.0,34.0,39.0,43.0
unfilled_spots,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,9.0,19.0,24.0,20.0,30.0,34.0,39.0,42.0
unfilled_spots,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,17.0,18.0,21.0,25.0,27.0,35.0,33.0,44.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,11.0,9.0,14.0,21.0,27.0,29.0,30.0,39.0,40.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,10.0,16.0,12.0,19.0,31.0,28.0,32.0,39.0,44.0
unfilled_spots,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,6.0,10.0,8.0,13.0,17.0,22.0,31.0,32.0,36.0,39.0
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,88.76923076923077,87.23076923076923,70.17948717948718,50.82051282051282,43.243589743589745,38.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,88.0,85.37179487179488,67.46153846153847,52.61538461538461,40.794871794871796,41.01282051282051,40.94871794871795,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,88.91025641025641,85.57692307692308,68.6923076923077,57.15384615384615,38.97435897435897,37.43589743589744,40.88461538461539,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,90.66666666666667,84.28205128205128,69.37179487179488,51.01282051282051,41.35897435897436,39.51282051282051,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,90.88461538461539,81.44871794871794,68.7948717948718,52.80769230769231,41.756410256410255,38.794871794871796,42.38461538461539,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,88.16666666666667,81.88461538461539,68.87179487179488,51.3974358974359,39.73076923076923,39.67948717948718,40.333333333333336,44.64102564102564,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,90.71794871794872,84.05128205128206,66.21794871794872,52.15384615384615,42.82051282051282,38.08974358974359,40.333333333333336,44.0,48.19230769230769,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,90.61538461538461,81.26923076923077,66.58974358974359,55.44871794871795,40.217948717948715,40.94871794871795,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,89.92307692307692,82.64102564102564,68.5,53.35897435897436,39.46153846153846,37.42307692307692,40.93589743589744,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
reviews_per_program,91.66666666666667,91.66666666666667,91.66666666666667,91.66666666666667,90.62820512820512,89.3076923076923,83.55128205128206,68.07692307692308,55.26923076923077,43.30769230769231,40.88461538461539,43.282051282051285,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667
pct_interview_given_signal,0.0,1.0769230769230769,1.0769230769230769,1.0547785547785549,1.0375874125874125,1.027972027972028,1.0122377622377623,0.9655344655344655,0.9138986013986014,0.8313908313908314,0.7611888111888112,0.6942148760330579,0.6363636363636364,0.5874125874125874,0.5454545454545454,0.509090909090909,0.4772727272727273,0.44919786096256686,0.42424242424242425,0.4019138755980861,0.38181818181818183,0.36363636363636365,0.34710743801652894
pct_interview_given_signal,0.0,1.0769230769230769,1.0664335664335665,1.0617715617715617,1.0445804195804196,1.0328671328671328,1.0128205128205128,0.974025974025974,0.909965034965035,0.8364413364413364,0.7573426573426574,0.6938970120788303,0.6363636363636364,0.5874125874125874,0.5454545454545454,0.509090909090909,0.4772727272727273,0.44919786096256686,0.42424242424242425,0.4019138755980861,0.38181818181818183,0.36363636363636365,0.34710743801652894
pct_interview_given_signal,0.0,1.0944055944055944,1.062937062937063,1.057109557109557,1.048951048951049,1.023076923076923,1.004079254079254,0.9665334665334665,0.9038461538461539,0.8411033411033411,0.7622377622377622,0.6938970120788303,0.6363636363636364,0.5874125874125874,0.5454545454545454,0.509090909090909,0.4772727272727273,0.44919786096256686,0.42424242424242425,0.4019138755980861,0.38181818181818183,0.36363636363636365,0.34710743801652894
pct_interview_given_signal,0.0,1.0909090909090908,1.082167832167832,1.0524475524475525,1.0375874125874125,1.027972027972028,1.0087412587412588,0.973026973026973,0.9108391608391608,0.8372183372183373,0.7608391608391608,0.6942148760330579,0.6363636363636364,0.5874125874125874,0.5454545454545454,0.509090909090909,0.4772727272727273,0.44919786096256686,0.42424242424242425,0.4019138755980861,0.38181818181818183,0.36363636363636365,0.34710743801652894
