Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,13844.0,6519.0,6525.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6522.0,6645.0,6900.0,7297.0,7734.0,8326.0,8792.0,9249.0,9653.0,10041.0,10332.0,10675.0,10966.0,11214.0,11413.0,11682.0,11834.0,12071.0,12220.0,12390.0,12586.0,12672.0,12843.0,12978.0,13068.0,13214.0,13278.0,13386.0,13468.0,13595.0
unmatched_applicants,13798.0,6520.0,6528.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6583.0,6857.0,7342.0,7782.0,8389.0,8786.0,9207.0,9629.0,10053.0,10345.0,10701.0,10853.0,11149.0,11443.0,11683.0,11835.0,12047.0,12216.0,12386.0,12525.0,12713.0,12842.0,12939.0,13057.0,13181.0,13241.0,13382.0,13477.0,13580.0
unmatched_applicants,13815.0,6523.0,6524.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6525.0,6631.0,6899.0,7311.0,7808.0,8375.0,8848.0,9225.0,9601.0,10061.0,10329.0,10602.0,10915.0,11235.0,11434.0,11628.0,11832.0,12007.0,12229.0,12399.0,12519.0,12698.0,12821.0,12891.0,13066.0,13192.0,13283.0,13430.0,13450.0,13580.0
unmatched_applicants,13832.0,6523.0,6523.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6531.0,6610.0,6901.0,7399.0,7837.0,8288.0,8788.0,9225.0,9667.0,9952.0,10363.0,10694.0,10943.0,11214.0,11432.0,11640.0,11849.0,12030.0,12229.0,12385.0,12539.0,12665.0,12803.0,12939.0,13041.0,13205.0,13305.0,13394.0,13452.0,13582.0
unmatched_applicants,13812.0,6519.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6589.0,6928.0,7318.0,7808.0,8265.0,8825.0,9221.0,9632.0,10005.0,10370.0,10655.0,10895.0,11193.0,11408.0,11639.0,11812.0,12013.0,12227.0,12373.0,12553.0,12670.0,12777.0,12948.0,13102.0,13177.0,13291.0,13394.0,13481.0,13588.0
unmatched_applicants,13840.0,6519.0,6521.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6527.0,6580.0,6806.0,7230.0,7866.0,8264.0,8783.0,9203.0,9593.0,10039.0,10319.0,10671.0,10942.0,11155.0,11421.0,11647.0,11873.0,12054.0,12228.0,12356.0,12528.0,12663.0,12838.0,12946.0,13067.0,13199.0,13294.0,13355.0,13480.0,13625.0
unmatched_applicants,13786.0,6519.0,6525.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6529.0,6628.0,6863.0,7301.0,7881.0,8355.0,8825.0,9273.0,9681.0,9990.0,10367.0,10680.0,10961.0,11211.0,11464.0,11685.0,11860.0,12023.0,12240.0,12341.0,12583.0,12685.0,12803.0,12913.0,13082.0,13150.0,13268.0,13376.0,13463.0,13557.0
unmatched_applicants,13832.0,6523.0,6521.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6531.0,6600.0,6846.0,7329.0,7804.0,8344.0,8790.0,9203.0,9604.0,10051.0,10342.0,10644.0,10909.0,11185.0,11387.0,11674.0,11860.0,12078.0,12190.0,12435.0,12534.0,12698.0,12823.0,12919.0,13046.0,13179.0,13312.0,13396.0,13478.0,13607.0
unmatched_applicants,13850.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6520.0,6536.0,6605.0,6884.0,7312.0,7804.0,8374.0,8768.0,9248.0,9581.0,10040.0,10379.0,10636.0,10995.0,11141.0,11446.0,11638.0,11848.0,12083.0,12277.0,12391.0,12534.0,12685.0,12799.0,12928.0,13083.0,13158.0,13270.0,13372.0,13472.0,13586.0
unmatched_applicants,13808.0,6526.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6520.0,6596.0,6868.0,7313.0,7804.0,8349.0,8807.0,9214.0,9643.0,10006.0,10363.0,10649.0,10959.0,11193.0,11436.0,11650.0,11848.0,12027.0,12188.0,12383.0,12521.0,12677.0,12801.0,12960.0,13069.0,13173.0,13313.0,13384.0,13519.0,13598.0
unfilled_spots,7325.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,126.0,381.0,778.0,1215.0,1807.0,2273.0,2730.0,3134.0,3522.0,3813.0,4156.0,4447.0,4695.0,4894.0,5163.0,5315.0,5552.0,5701.0,5871.0,6067.0,6153.0,6324.0,6459.0,6549.0,6695.0,6759.0,6867.0,6949.0,7076.0
unfilled_spots,7279.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,338.0,823.0,1263.0,1870.0,2267.0,2688.0,3110.0,3534.0,3826.0,4182.0,4334.0,4630.0,4924.0,5164.0,5316.0,5528.0,5697.0,5867.0,6006.0,6194.0,6323.0,6420.0,6538.0,6662.0,6722.0,6863.0,6958.0,7061.0
