Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,2984.0,998.0,1014.0,1007.0,998.0,998.0,998.0,998.0,998.0,1002.0,1011.0,1114.0,1237.0,1360.0,1507.0,1660.0,1758.0,1877.0,1989.0,2084.0,2156.0,2212.0,2327.0,2353.0,2438.0,2497.0,2514.0,2599.0,2657.0,2673.0,2745.0,2780.0,2812.0,2850.0,2860.0,2912.0,2931.0
unmatched_applicants,3021.0,1003.0,1013.0,1011.0,998.0,998.0,998.0,998.0,998.0,1005.0,1025.0,1076.0,1216.0,1381.0,1517.0,1641.0,1749.0,1902.0,1981.0,2056.0,2149.0,2233.0,2325.0,2381.0,2405.0,2497.0,2553.0,2591.0,2664.0,2686.0,2720.0,2770.0,2819.0,2844.0,2884.0,2925.0,2937.0
unmatched_applicants,3019.0,1000.0,1011.0,1008.0,998.0,998.0,998.0,998.0,998.0,1002.0,1045.0,1096.0,1219.0,1371.0,1487.0,1606.0,1753.0,1861.0,1965.0,2091.0,2128.0,2228.0,2315.0,2368.0,2435.0,2521.0,2563.0,2602.0,2660.0,2688.0,2759.0,2758.0,2798.0,2827.0,2877.0,2921.0,2934.0
unmatched_applicants,3017.0,998.0,1008.0,1001.0,998.0,998.0,998.0,998.0,998.0,1000.0,1008.0,1092.0,1235.0,1338.0,1534.0,1621.0,1737.0,1879.0,1966.0,2044.0,2169.0,2227.0,2304.0,2390.0,2435.0,2481.0,2532.0,2608.0,2653.0,2671.0,2748.0,2760.0,2798.0,2834.0,2863.0,2909.0,2934.0
unmatched_applicants,2992.0,998.0,1015.0,1006.0,998.0,998.0,998.0,998.0,998.0,998.0,1032.0,1092.0,1250.0,1372.0,1517.0,1639.0,1755.0,1873.0,1953.0,2054.0,2162.0,2218.0,2311.0,2383.0,2448.0,2506.0,2544.0,2609.0,2633.0,2700.0,2717.0,2763.0,2811.0,2859.0,2871.0,2910.0,2937.0
unmatched_applicants,3006.0,1005.0,1016.0,1008.0,998.0,998.0,998.0,998.0,998.0,998.0,1024.0,1120.0,1208.0,1344.0,1504.0,1656.0,1725.0,1863.0,1956.0,2068.0,2181.0,2249.0,2319.0,2375.0,2429.0,2510.0,2539.0,2613.0,2649.0,2700.0,2722.0,2784.0,2808.0,2843.0,2884.0,2892.0,2936.0
unmatched_applicants,3010.0,1005.0,1014.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1030.0,1091.0,1241.0,1389.0,1493.0,1626.0,1756.0,1881.0,1980.0,2066.0,2169.0,2234.0,2311.0,2364.0,2438.0,2506.0,2563.0,2606.0,2658.0,2687.0,2732.0,2749.0,2814.0,2845.0,2885.0,2891.0,2944.0
unmatched_applicants,3020.0,998.0,1024.0,1003.0,998.0,998.0,998.0,998.0,998.0,998.0,1038.0,1103.0,1214.0,1346.0,1498.0,1648.0,1762.0,1860.0,1947.0,2059.0,2185.0,2217.0,2330.0,2397.0,2424.0,2503.0,2538.0,2595.0,2643.0,2684.0,2754.0,2768.0,2798.0,2836.0,2883.0,2896.0,2913.0
unmatched_applicants,2999.0,998.0,1015.0,1003.0,998.0,998.0,998.0,998.0,998.0,998.0,1024.0,1112.0,1189.0,1350.0,1505.0,1661.0,1762.0,1885.0,1971.0,2064.0,2148.0,2230.0,2336.0,2389.0,2458.0,2479.0,2547.0,2606.0,2656.0,2697.0,2726.0,2758.0,2795.0,2857.0,2860.0,2915.0,2940.0
unmatched_applicants,2993.0,1000.0,1011.0,1005.0,1000.0,998.0,998.0,998.0,998.0,1007.0,1037.0,1103.0,1237.0,1360.0,1485.0,1614.0,1764.0,1859.0,1980.0,2054.0,2124.0,2221.0,2298.0,2374.0,2469.0,2510.0,2565.0,2592.0,2622.0,2694.0,2769.0,2768.0,2818.0,2828.0,2861.0,2917.0,2939.0
unfilled_spots,1986.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,116.0,239.0,362.0,509.0,662.0,760.0,879.0,991.0,1086.0,1158.0,1214.0,1329.0,1355.0,1440.0,1499.0,1516.0,1601.0,1659.0,1675.0,1747.0,1782.0,1814.0,1852.0,1862.0,1914.0,1933.0
unfilled_spots,2023.0,5.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0,78.0,218.0,383.0,519.0,643.0,751.0,904.0,983.0,1058.0,1151.0,1235.0,1327.0,1383.0,1407.0,1499.0,1555.0,1593.0,1666.0,1688.0,1722.0,1772.0,1821.0,1846.0,1886.0,1927.0,1939.0
