Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,2807.0,895.0,866.0,846.0,833.0,834.0,833.0,833.0,833.0,856.0,946.0,1078.0,1231.0,1359.0,1464.0,1610.0,1750.0,1861.0,1925.0,2001.0,2107.0,2135.0,2232.0,2306.0,2363.0,2408.0,2461.0,2500.0,2527.0,2558.0,2602.0,2631.0,2691.0,2726.0,2747.0
unmatched_applicants,2806.0,893.0,876.0,855.0,835.0,833.0,833.0,833.0,836.0,869.0,972.0,1074.0,1247.0,1367.0,1483.0,1620.0,1718.0,1832.0,1906.0,2009.0,2098.0,2165.0,2194.0,2299.0,2333.0,2371.0,2447.0,2495.0,2536.0,2557.0,2605.0,2646.0,2673.0,2720.0,2747.0
unmatched_applicants,2832.0,871.0,876.0,846.0,836.0,833.0,833.0,833.0,833.0,868.0,919.0,1045.0,1200.0,1325.0,1484.0,1639.0,1731.0,1818.0,1937.0,1999.0,2093.0,2165.0,2241.0,2288.0,2345.0,2399.0,2432.0,2514.0,2553.0,2581.0,2624.0,2654.0,2679.0,2716.0,2739.0
unmatched_applicants,2808.0,861.0,869.0,852.0,836.0,833.0,833.0,833.0,833.0,865.0,915.0,1063.0,1171.0,1340.0,1495.0,1628.0,1746.0,1849.0,1932.0,2005.0,2080.0,2163.0,2234.0,2275.0,2351.0,2404.0,2432.0,2493.0,2553.0,2575.0,2618.0,2634.0,2686.0,2714.0,2740.0
unmatched_applicants,2809.0,874.0,867.0,845.0,840.0,833.0,833.0,833.0,845.0,881.0,936.0,1083.0,1211.0,1343.0,1514.0,1616.0,1739.0,1833.0,1945.0,2018.0,2049.0,2151.0,2242.0,2283.0,2333.0,2397.0,2439.0,2482.0,2527.0,2591.0,2625.0,2627.0,2698.0,2698.0,2719.0
unmatched_applicants,2807.0,876.0,873.0,858.0,837.0,838.0,833.0,833.0,839.0,887.0,947.0,1059.0,1205.0,1328.0,1484.0,1578.0,1722.0,1843.0,1930.0,2019.0,2088.0,2180.0,2259.0,2297.0,2338.0,2411.0,2438.0,2489.0,2525.0,2570.0,2618.0,2652.0,2673.0,2720.0,2737.0
unmatched_applicants,2823.0,866.0,876.0,855.0,837.0,833.0,833.0,833.0,833.0,862.0,967.0,1052.0,1206.0,1346.0,1496.0,1601.0,1724.0,1804.0,1945.0,2009.0,2061.0,2149.0,2248.0,2272.0,2344.0,2398.0,2444.0,2469.0,2512.0,2606.0,2594.0,2636.0,2689.0,2695.0,2735.0
unmatched_applicants,2820.0,888.0,870.0,842.0,838.0,833.0,833.0,833.0,838.0,858.0,944.0,1103.0,1203.0,1380.0,1521.0,1593.0,1730.0,1818.0,1962.0,2022.0,2111.0,2145.0,2231.0,2298.0,2356.0,2411.0,2438.0,2485.0,2541.0,2571.0,2613.0,2617.0,2660.0,2702.0,2724.0
unmatched_applicants,2802.0,870.0,875.0,838.0,834.0,834.0,833.0,833.0,839.0,849.0,927.0,1080.0,1248.0,1348.0,1450.0,1619.0,1761.0,1811.0,1892.0,2020.0,2100.0,2154.0,2266.0,2295.0,2340.0,2395.0,2445.0,2489.0,2552.0,2583.0,2591.0,2648.0,2691.0,2702.0,2715.0
unmatched_applicants,2808.0,917.0,872.0,851.0,838.0,833.0,833.0,833.0,834.0,867.0,959.0,1064.0,1221.0,1378.0,1516.0,1613.0,1740.0,1843.0,1940.0,2016.0,2082.0,2146.0,2217.0,2297.0,2327.0,2385.0,2419.0,2478.0,2527.0,2567.0,2605.0,2649.0,2687.0,2711.0,2727.0
unfilled_spots,1974.0,62.0,33.0,13.0,0.0,1.0,0.0,0.0,0.0,23.0,113.0,245.0,398.0,526.0,631.0,777.0,917.0,1028.0,1092.0,1168.0,1274.0,1302.0,1399.0,1473.0,1530.0,1575.0,1628.0,1667.0,1694.0,1725.0,1769.0,1798.0,1858.0,1893.0,1914.0
unfilled_spots,1973.0,60.0,43.0,22.0,2.0,0.0,0.0,0.0,3.0,36.0,139.0,241.0,414.0,534.0,650.0,787.0,885.0,999.0,1073.0,1176.0,1265.0,1332.0,1361.0,1466.0,1500.0,1538.0,1614.0,1662.0,1703.0,1724.0,1772.0,1813.0,1840.0,1887.0,1914.0
