Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12
unmatched_applicants,276.0,215.0,214.0,214.0,214.0,214.0,215.0,223.0,226.0,237.0,239.0,246.0,257.0
unmatched_applicants,280.0,214.0,217.0,214.0,214.0,214.0,217.0,218.0,221.0,237.0,240.0,253.0,255.0
unmatched_applicants,278.0,214.0,216.0,214.0,214.0,214.0,216.0,217.0,224.0,231.0,243.0,250.0,259.0
unmatched_applicants,277.0,215.0,214.0,214.0,214.0,214.0,221.0,221.0,224.0,230.0,237.0,253.0,254.0
unmatched_applicants,281.0,214.0,214.0,214.0,214.0,214.0,215.0,220.0,223.0,233.0,241.0,243.0,253.0
unmatched_applicants,280.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,227.0,235.0,243.0,247.0,261.0
unmatched_applicants,273.0,215.0,215.0,214.0,214.0,215.0,214.0,223.0,225.0,234.0,246.0,245.0,253.0
unmatched_applicants,278.0,215.0,214.0,214.0,214.0,214.0,217.0,219.0,228.0,235.0,242.0,247.0,257.0
unmatched_applicants,277.0,214.0,214.0,214.0,214.0,214.0,219.0,217.0,221.0,234.0,240.0,248.0,260.0
unmatched_applicants,277.0,214.0,215.0,214.0,214.0,214.0,215.0,220.0,224.0,225.0,243.0,256.0,256.0
unfilled_spots,62.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,23.0,25.0,32.0,43.0
unfilled_spots,66.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,7.0,23.0,26.0,39.0,41.0
unfilled_spots,64.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,10.0,17.0,29.0,36.0,45.0
unfilled_spots,63.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,16.0,23.0,39.0,40.0
unfilled_spots,67.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,19.0,27.0,29.0,39.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,21.0,29.0,33.0,47.0
unfilled_spots,59.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,11.0,20.0,32.0,31.0,39.0
unfilled_spots,64.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,14.0,21.0,28.0,33.0,43.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,20.0,26.0,34.0,46.0
unfilled_spots,63.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,10.0,11.0,29.0,42.0,42.0
reviews_per_program,65.27472527472527,65.27472527472527,64.56043956043956,48.42857142857143,31.857142857142858,26.065934065934066,26.494505494505493,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
reviews_per_program,65.27472527472527,65.27472527472527,64.04395604395604,55.010989010989015,30.34065934065934,25.46153846153846,26.10989010989011,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
reviews_per_program,65.27472527472527,65.27472527472527,65.27472527472527,52.175824175824175,32.91208791208791,27.285714285714285,26.10989010989011,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
reviews_per_program,65.27472527472527,65.27472527472527,64.65934065934066,50.75824175824176,31.494505494505493,24.0,26.956043956043956,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
reviews_per_program,65.27472527472527,65.27472527472527,64.49450549450549,52.48351648351648,33.64835164835165,26.0989010989011,26.912087912087912,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
reviews_per_program,65.27472527472527,65.27472527472527,65.27472527472527,52.38461538461539,32.142857142857146,23.89010989010989,26.10989010989011,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
reviews_per_program,65.27472527472527,65.27472527472527,65.27472527472527,50.02197802197802,32.78021978021978,26.87912087912088,27.043956043956044,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
reviews_per_program,65.27472527472527,65.27472527472527,64.65934065934066,53.86813186813187,32.472527472527474,26.714285714285715,26.10989010989011,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
reviews_per_program,65.27472527472527,65.27472527472527,65.27472527472527,51.1978021978022,34.2967032967033,25.945054945054945,27.483516483516482,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
reviews_per_program,65.27472527472527,65.27472527472527,64.07692307692308,51.934065934065934,34.2967032967033,23.164835164835164,26.10989010989011,30.76923076923077,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022
pct_interview_given_signal,0.0,1.0101010101010102,1.0151515151515151,0.9772727272727273,0.8693181818181818,0.7242424242424242,0.6115319865319865,0.5252525252525253,0.4595959595959596,0.40852974186307517,0.36767676767676766,0.3342516069788797,0.3063973063973064
pct_interview_given_signal,0.0,1.0227272727272727,1.0164141414141414,0.9722222222222222,0.8699494949494949,0.7227272727272728,0.6127946127946128,0.5252525252525253,0.4595959595959596,0.40852974186307517,0.36767676767676766,0.3342516069788797,0.3063973063973064
pct_interview_given_signal,0.0,1.0227272727272727,1.0214646464646464,0.9755892255892256,0.8693181818181818,0.7202020202020202,0.6127946127946128,0.5252525252525253,0.4595959595959596,0.40852974186307517,0.36767676767676766,0.3342516069788797,0.3063973063973064
pct_interview_given_signal,0.0,1.0328282828282829,1.0126262626262625,0.9705387205387206,0.8623737373737373,0.7287878787878788,0.6119528619528619,0.5252525252525253,0.4595959595959596,0.40852974186307517,0.36767676767676766,0.3342516069788797,0.3063973063973064
pct_interview_given_signal,0.0,1.0353535353535352,1.0176767676767677,0.9831649831649831,0.8686868686868687,0.7292929292929293,0.6119528619528619,0.5252525252525253,0.4595959595959596,0.40852974186307517,0.36767676767676766,0.3342516069788797,0.3063973063973064
pct_interview_given_signal,0.0,1.0252525252525253,1.018939393939394,0.9579124579124579,0.8623737373737373,0.7297979797979798,0.6127946127946128,0.5252525252525253,0.4595959595959596,0.40852974186307517,0.36767676767676766,0.3342516069788797,0.3063973063973064
