Parameter,0,1,2,3,4,5,6,7,8,9,10
unmatched_applicants,83.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,80.0,84.0,82.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,78.0,78.0,78.0,81.0,82.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,77.0,78.0,82.0,82.0,83.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,78.0,79.0,79.0,81.0,82.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,78.0,78.0,77.0,82.0,84.0
unmatched_applicants,84.0,76.0,76.0,76.0,76.0,76.0,77.0,79.0,78.0,81.0,82.0
unmatched_applicants,85.0,76.0,76.0,76.0,76.0,76.0,78.0,79.0,78.0,80.0,80.0
unmatched_applicants,85.0,76.0,76.0,76.0,77.0,76.0,78.0,79.0,80.0,78.0,85.0
unmatched_applicants,82.0,76.0,76.0,76.0,76.0,76.0,79.0,78.0,81.0,82.0,82.0
unmatched_applicants,84.0,76.0,76.0,76.0,76.0,76.0,78.0,77.0,79.0,81.0,85.0
unfilled_spots,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,6.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,6.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,6.0,7.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,6.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,8.0
unfilled_spots,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,6.0
unfilled_spots,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,4.0
unfilled_spots,9.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,9.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,6.0,6.0
unfilled_spots,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,9.0
reviews_per_program,93.07692307692308,93.07692307692308,58.76923076923077,25.384615384615383,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
reviews_per_program,93.07692307692308,93.07692307692308,63.84615384615385,36.92307692307692,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
reviews_per_program,93.07692307692308,93.07692307692308,59.30769230769231,25.384615384615383,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
reviews_per_program,93.07692307692308,93.07692307692308,65.38461538461539,30.923076923076923,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
reviews_per_program,93.07692307692308,93.07692307692308,57.38461538461539,31.153846153846153,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
reviews_per_program,93.07692307692308,86.76923076923077,63.92307692307692,30.692307692307693,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
reviews_per_program,93.07692307692308,93.07692307692308,41.69230769230769,31.153846153846153,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
reviews_per_program,93.07692307692308,87.61538461538461,64.38461538461539,42.69230769230769,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
reviews_per_program,93.07692307692308,86.84615384615384,59.38461538461539,31.076923076923077,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
reviews_per_program,93.07692307692308,93.07692307692308,57.92307692307692,31.307692307692307,33.84615384615385,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616,84.61538461538461
pct_interview_given_signal,0.0,1.0,0.9318181818181818,0.7212121212121212,0.5409090909090909,0.43272727272727274,0.3606060606060606,0.3090909090909091,0.27045454545454545,0.2404040404040404,0.21636363636363637
pct_interview_given_signal,0.0,1.0,0.9363636363636364,0.7,0.5409090909090909,0.43272727272727274,0.3606060606060606,0.3090909090909091,0.27045454545454545,0.2404040404040404,0.21636363636363637
