Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,1282.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,989.0,993.0,1008.0,1022.0,1045.0,1074.0,1081.0,1087.0,1122.0,1135.0,1147.0,1164.0,1190.0,1214.0,1217.0,1240.0
unmatched_applicants,1273.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,985.0,984.0,1005.0,1011.0,1025.0,1031.0,1064.0,1082.0,1102.0,1118.0,1133.0,1146.0,1166.0,1187.0,1205.0,1219.0,1233.0
unmatched_applicants,1272.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,989.0,989.0,1012.0,1021.0,1041.0,1059.0,1070.0,1102.0,1122.0,1137.0,1158.0,1176.0,1192.0,1219.0,1220.0,1232.0
unmatched_applicants,1283.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,984.0,987.0,987.0,1019.0,1030.0,1043.0,1050.0,1066.0,1099.0,1139.0,1131.0,1161.0,1175.0,1193.0,1208.0,1231.0,1226.0
unmatched_applicants,1286.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,985.0,987.0,989.0,1002.0,1023.0,1036.0,1058.0,1072.0,1108.0,1124.0,1132.0,1158.0,1171.0,1193.0,1207.0,1220.0,1240.0
unmatched_applicants,1270.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,988.0,993.0,1021.0,1012.0,1036.0,1064.0,1083.0,1095.0,1123.0,1152.0,1169.0,1163.0,1194.0,1207.0,1216.0,1230.0
unmatched_applicants,1281.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,983.0,981.0,985.0,986.0,1006.0,1035.0,1049.0,1050.0,1102.0,1107.0,1114.0,1120.0,1168.0,1171.0,1185.0,1209.0,1226.0,1232.0
unmatched_applicants,1288.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,983.0,985.0,1007.0,1011.0,1026.0,1032.0,1055.0,1078.0,1088.0,1134.0,1152.0,1172.0,1174.0,1186.0,1201.0,1223.0,1242.0
unmatched_applicants,1271.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,984.0,989.0,996.0,1004.0,1028.0,1041.0,1050.0,1074.0,1093.0,1124.0,1149.0,1144.0,1180.0,1202.0,1193.0,1229.0,1246.0
unmatched_applicants,1281.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,986.0,991.0,1000.0,1010.0,1033.0,1071.0,1085.0,1088.0,1127.0,1138.0,1156.0,1173.0,1175.0,1217.0,1221.0,1230.0
unfilled_spots,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,27.0,41.0,64.0,93.0,100.0,106.0,141.0,154.0,166.0,183.0,209.0,233.0,236.0,259.0
unfilled_spots,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,24.0,30.0,44.0,50.0,83.0,101.0,121.0,137.0,152.0,165.0,185.0,206.0,224.0,238.0,252.0
unfilled_spots,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,31.0,40.0,60.0,78.0,89.0,121.0,141.0,156.0,177.0,195.0,211.0,238.0,239.0,251.0
unfilled_spots,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,38.0,49.0,62.0,69.0,85.0,118.0,158.0,150.0,180.0,194.0,212.0,227.0,250.0,245.0
unfilled_spots,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0,21.0,42.0,55.0,77.0,91.0,127.0,143.0,151.0,177.0,190.0,212.0,226.0,239.0,259.0
unfilled_spots,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,40.0,31.0,55.0,83.0,102.0,114.0,142.0,171.0,188.0,182.0,213.0,226.0,235.0,249.0
unfilled_spots,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,25.0,54.0,68.0,69.0,121.0,126.0,133.0,139.0,187.0,190.0,204.0,228.0,245.0,251.0
unfilled_spots,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,26.0,30.0,45.0,51.0,74.0,97.0,107.0,153.0,171.0,191.0,193.0,205.0,220.0,242.0,261.0
unfilled_spots,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,15.0,23.0,47.0,60.0,69.0,93.0,112.0,143.0,168.0,163.0,199.0,221.0,212.0,248.0,265.0
unfilled_spots,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,19.0,29.0,52.0,90.0,104.0,107.0,146.0,157.0,175.0,192.0,194.0,236.0,240.0,249.0
reviews_per_program,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,365.17610062893084,241.52201257861634,145.34591194968553,124.54716981132076,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564
reviews_per_program,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,397.77358490566036,355.42767295597486,248.11949685534591,150.38993710691824,126.40880503144655,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564
reviews_per_program,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,400.1069182389937,352.61006289308176,247.0817610062893,155.33962264150944,124.59748427672956,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564
reviews_per_program,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,356.97484276729557,248.2012578616352,141.59119496855345,130.06289308176102,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564
reviews_per_program,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,364.0566037735849,235.7987421383648,149.8993710691824,126.39622641509433,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564
reviews_per_program,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,400.0943396226415,350.67295597484275,247.83647798742138,153.8427672955975,130.01257861635222,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564
reviews_per_program,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,402.1132075471698,398.30817610062894,355.0062893081761,238.77987421383648,129.67924528301887,126.30817610062893,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564
