Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,470.0,227.0,205.0,202.0,201.0,201.0,202.0,202.0,203.0,222.0,241.0,262.0,281.0,295.0,323.0,323.0,338.0,351.0,368.0,370.0,385.0,396.0,398.0,407.0,417.0,425.0,428.0,431.0,449.0,447.0,457.0,453.0,465.0,460.0
unmatched_applicants,469.0,216.0,206.0,202.0,203.0,201.0,201.0,204.0,201.0,218.0,234.0,271.0,270.0,301.0,307.0,337.0,328.0,372.0,356.0,376.0,395.0,386.0,405.0,409.0,415.0,423.0,430.0,434.0,447.0,443.0,451.0,454.0,460.0,465.0
unmatched_applicants,472.0,214.0,201.0,202.0,201.0,201.0,201.0,202.0,216.0,220.0,233.0,266.0,275.0,295.0,316.0,331.0,327.0,344.0,366.0,372.0,389.0,394.0,394.0,407.0,419.0,425.0,426.0,441.0,445.0,449.0,457.0,459.0,466.0,466.0
unmatched_applicants,465.0,221.0,202.0,201.0,201.0,201.0,201.0,203.0,207.0,228.0,238.0,262.0,270.0,304.0,318.0,328.0,341.0,351.0,369.0,375.0,391.0,398.0,403.0,414.0,425.0,425.0,435.0,433.0,437.0,450.0,448.0,451.0,463.0,467.0
unmatched_applicants,470.0,218.0,204.0,201.0,201.0,201.0,201.0,201.0,203.0,223.0,228.0,255.0,277.0,297.0,300.0,317.0,343.0,359.0,369.0,382.0,385.0,394.0,400.0,410.0,421.0,430.0,426.0,435.0,440.0,442.0,444.0,459.0,459.0,463.0
unmatched_applicants,468.0,219.0,206.0,201.0,201.0,201.0,201.0,201.0,206.0,220.0,246.0,256.0,288.0,291.0,311.0,322.0,339.0,363.0,371.0,380.0,388.0,393.0,404.0,414.0,421.0,426.0,430.0,437.0,444.0,441.0,453.0,455.0,458.0,457.0
unmatched_applicants,470.0,222.0,210.0,201.0,201.0,201.0,201.0,205.0,207.0,231.0,239.0,258.0,279.0,287.0,319.0,326.0,346.0,348.0,368.0,369.0,393.0,400.0,402.0,414.0,417.0,435.0,428.0,433.0,443.0,444.0,445.0,455.0,462.0,462.0
unmatched_applicants,466.0,213.0,207.0,201.0,202.0,201.0,201.0,201.0,214.0,220.0,242.0,252.0,273.0,297.0,310.0,327.0,331.0,355.0,360.0,374.0,387.0,393.0,404.0,414.0,423.0,423.0,437.0,436.0,443.0,446.0,449.0,457.0,457.0,467.0
unmatched_applicants,468.0,223.0,203.0,201.0,201.0,201.0,201.0,201.0,208.0,216.0,231.0,257.0,271.0,285.0,311.0,318.0,346.0,353.0,366.0,376.0,380.0,393.0,405.0,405.0,417.0,421.0,425.0,439.0,439.0,445.0,457.0,454.0,464.0,467.0
unmatched_applicants,468.0,219.0,203.0,201.0,201.0,201.0,201.0,204.0,204.0,212.0,238.0,251.0,274.0,288.0,307.0,322.0,333.0,354.0,362.0,382.0,384.0,398.0,410.0,408.0,417.0,420.0,416.0,436.0,446.0,452.0,449.0,459.0,463.0,459.0
unfilled_spots,269.0,26.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,21.0,40.0,61.0,80.0,94.0,122.0,122.0,137.0,150.0,167.0,169.0,184.0,195.0,197.0,206.0,216.0,224.0,227.0,230.0,248.0,246.0,256.0,252.0,264.0,259.0
unfilled_spots,268.0,15.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,17.0,33.0,70.0,69.0,100.0,106.0,136.0,127.0,171.0,155.0,175.0,194.0,185.0,204.0,208.0,214.0,222.0,229.0,233.0,246.0,242.0,250.0,253.0,259.0,264.0
unfilled_spots,271.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,19.0,32.0,65.0,74.0,94.0,115.0,130.0,126.0,143.0,165.0,171.0,188.0,193.0,193.0,206.0,218.0,224.0,225.0,240.0,244.0,248.0,256.0,258.0,265.0,265.0
