Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,2223.0,818.0,776.0,729.0,698.0,686.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,695.0,685.0,702.0,773.0,836.0,890.0,990.0,1083.0,1197.0,1305.0,1369.0,1440.0,1537.0,1601.0,1691.0,1734.0,1818.0,1869.0,1899.0,1979.0,2023.0,2043.0,2094.0,2147.0,2179.0
unmatched_applicants,2218.0,830.0,761.0,726.0,692.0,686.0,688.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,696.0,723.0,764.0,816.0,991.0,1040.0,1090.0,1215.0,1335.0,1375.0,1461.0,1509.0,1621.0,1705.0,1707.0,1794.0,1869.0,1950.0,1950.0,2010.0,2054.0,2097.0,2126.0,2182.0
unmatched_applicants,2209.0,805.0,760.0,713.0,698.0,694.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,695.0,724.0,754.0,852.0,892.0,1033.0,1111.0,1224.0,1275.0,1402.0,1457.0,1544.0,1604.0,1659.0,1762.0,1804.0,1852.0,1916.0,1979.0,2017.0,2062.0,2082.0,2143.0,2148.0
unmatched_applicants,2210.0,814.0,756.0,729.0,693.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,686.0,685.0,704.0,719.0,783.0,843.0,945.0,1013.0,1124.0,1195.0,1280.0,1382.0,1478.0,1591.0,1602.0,1695.0,1739.0,1778.0,1880.0,1912.0,1955.0,2019.0,2065.0,2092.0,2149.0,2183.0
unmatched_applicants,2206.0,816.0,775.0,709.0,700.0,686.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,694.0,713.0,779.0,858.0,973.0,986.0,1120.0,1236.0,1293.0,1352.0,1421.0,1541.0,1613.0,1686.0,1735.0,1830.0,1859.0,1913.0,1961.0,2013.0,2053.0,2088.0,2163.0,2164.0
unmatched_applicants,2230.0,857.0,776.0,728.0,696.0,687.0,685.0,685.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,711.0,761.0,764.0,847.0,974.0,1014.0,1131.0,1230.0,1320.0,1400.0,1464.0,1530.0,1562.0,1684.0,1746.0,1808.0,1856.0,1911.0,1974.0,2012.0,2066.0,2095.0,2152.0,2178.0
unmatched_applicants,2207.0,833.0,774.0,725.0,699.0,693.0,690.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,713.0,790.0,831.0,938.0,1015.0,1138.0,1227.0,1271.0,1390.0,1477.0,1545.0,1631.0,1667.0,1750.0,1813.0,1857.0,1901.0,1942.0,2021.0,2040.0,2083.0,2150.0,2195.0
unmatched_applicants,2205.0,861.0,771.0,710.0,689.0,688.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,690.0,689.0,698.0,718.0,748.0,887.0,948.0,1095.0,1129.0,1215.0,1300.0,1441.0,1473.0,1545.0,1601.0,1720.0,1748.0,1786.0,1885.0,1921.0,1960.0,1980.0,2062.0,2102.0,2129.0,2170.0
unmatched_applicants,2220.0,832.0,755.0,724.0,712.0,688.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,698.0,710.0,797.0,843.0,951.0,1031.0,1090.0,1179.0,1312.0,1371.0,1464.0,1552.0,1610.0,1677.0,1726.0,1811.0,1837.0,1906.0,1938.0,1997.0,2055.0,2111.0,2131.0,2188.0
unmatched_applicants,2236.0,864.0,789.0,718.0,697.0,690.0,685.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,694.0,747.0,782.0,856.0,930.0,1046.0,1140.0,1202.0,1296.0,1399.0,1450.0,1558.0,1604.0,1671.0,1734.0,1820.0,1854.0,1902.0,1960.0,2010.0,2064.0,2086.0,2154.0,2200.0
unfilled_spots,1538.0,133.0,91.0,44.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,88.0,151.0,205.0,305.0,398.0,512.0,620.0,684.0,755.0,852.0,916.0,1006.0,1049.0,1133.0,1184.0,1214.0,1294.0,1338.0,1358.0,1409.0,1462.0,1494.0
unfilled_spots,1533.0,145.0,76.0,41.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,38.0,79.0,131.0,306.0,355.0,405.0,530.0,650.0,690.0,776.0,824.0,936.0,1020.0,1022.0,1109.0,1184.0,1265.0,1265.0,1325.0,1369.0,1412.0,1441.0,1497.0
