Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,5206.0,2544.0,2458.0,2440.0,2441.0,2479.0,2712.0,2997.0,3398.0,3688.0,3994.0,4222.0,4418.0,4583.0,4741.0
unmatched_applicants,5197.0,2579.0,2468.0,2444.0,2440.0,2511.0,2737.0,3026.0,3398.0,3686.0,4005.0,4195.0,4350.0,4611.0,4786.0
unmatched_applicants,5157.0,2570.0,2479.0,2439.0,2441.0,2491.0,2713.0,3072.0,3380.0,3663.0,3929.0,4199.0,4430.0,4587.0,4761.0
unmatched_applicants,5170.0,2560.0,2458.0,2441.0,2446.0,2522.0,2727.0,3041.0,3375.0,3664.0,3972.0,4169.0,4431.0,4613.0,4765.0
unmatched_applicants,5138.0,2561.0,2476.0,2441.0,2438.0,2500.0,2669.0,3063.0,3363.0,3656.0,3962.0,4218.0,4413.0,4591.0,4782.0
unmatched_applicants,5180.0,2600.0,2461.0,2440.0,2441.0,2508.0,2738.0,3068.0,3375.0,3649.0,3964.0,4177.0,4444.0,4587.0,4769.0
unmatched_applicants,5176.0,2583.0,2476.0,2437.0,2440.0,2524.0,2699.0,3049.0,3416.0,3658.0,3944.0,4216.0,4415.0,4581.0,4779.0
unmatched_applicants,5143.0,2591.0,2457.0,2440.0,2435.0,2511.0,2704.0,3066.0,3398.0,3685.0,3951.0,4200.0,4412.0,4577.0,4804.0
unmatched_applicants,5168.0,2562.0,2457.0,2442.0,2436.0,2490.0,2696.0,3006.0,3387.0,3698.0,3988.0,4215.0,4352.0,4576.0,4756.0
unmatched_applicants,5169.0,2573.0,2468.0,2440.0,2440.0,2517.0,2727.0,3023.0,3395.0,3699.0,3984.0,4205.0,4429.0,4588.0,4783.0
unfilled_spots,2771.0,109.0,23.0,5.0,6.0,44.0,277.0,562.0,963.0,1253.0,1559.0,1787.0,1983.0,2148.0,2306.0
unfilled_spots,2762.0,144.0,33.0,9.0,5.0,76.0,302.0,591.0,963.0,1251.0,1570.0,1760.0,1915.0,2176.0,2351.0
unfilled_spots,2722.0,135.0,44.0,4.0,6.0,56.0,278.0,637.0,945.0,1228.0,1494.0,1764.0,1995.0,2152.0,2326.0
unfilled_spots,2735.0,125.0,23.0,6.0,11.0,87.0,292.0,606.0,940.0,1229.0,1537.0,1734.0,1996.0,2178.0,2330.0
unfilled_spots,2703.0,126.0,41.0,6.0,3.0,65.0,234.0,628.0,928.0,1221.0,1527.0,1783.0,1978.0,2156.0,2347.0
unfilled_spots,2745.0,165.0,26.0,5.0,6.0,73.0,303.0,633.0,940.0,1214.0,1529.0,1742.0,2009.0,2152.0,2334.0
unfilled_spots,2741.0,148.0,41.0,2.0,5.0,89.0,264.0,614.0,981.0,1223.0,1509.0,1781.0,1980.0,2146.0,2344.0
unfilled_spots,2708.0,156.0,22.0,5.0,0.0,76.0,269.0,631.0,963.0,1250.0,1516.0,1765.0,1977.0,2142.0,2369.0
unfilled_spots,2733.0,127.0,22.0,7.0,1.0,55.0,261.0,571.0,952.0,1263.0,1553.0,1780.0,1917.0,2141.0,2321.0
unfilled_spots,2734.0,138.0,33.0,5.0,5.0,82.0,292.0,588.0,960.0,1264.0,1549.0,1770.0,1994.0,2153.0,2348.0
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,145.35862913096696,91.531211750306,52.71358629130967,54.23990208078335,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,146.43818849449204,91.27172582619339,53.08078335373317,54.10403916768666,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,147.85801713586292,92.09791921664626,51.81028151774786,54.11383108935129,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,145.84088127294982,92.22276621787026,52.68788249694003,54.73072215422277,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,146.02080783353733,93.3170134638923,53.72705018359853,54.129742962056305,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,145.5654834761322,92.64259485924113,52.24479804161567,54.24235006119951,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,146.5764993880049,91.55691554467565,52.73806609547124,54.479804161566705,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,146.38066095471237,92.48959608323133,52.80660954712362,54.99265605875153,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,146.73194614443085,92.70869033047735,52.362301101591186,54.21909424724602,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
reviews_per_program,152.6670746634027,152.6670746634027,152.6670746634027,146.14810281517748,92.34883720930233,54.06487148102815,54.46511627906977,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896,116.7454100367197,125.72582619339045
pct_interview_given_signal,0.0,1.0042251601471992,1.0027259097723866,0.9968652037617555,0.936213711326155,0.7966198718822407,0.6679160419790104,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
pct_interview_given_signal,0.0,1.0024533187951479,1.0021125800735995,0.9973195220571532,0.9378833310617418,0.7953932124846668,0.6680296215528599,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
pct_interview_given_signal,0.0,1.0039525691699605,1.0023851710508382,0.9970923629094544,0.9337944664031621,0.7968652037617555,0.6680523374676298,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
pct_interview_given_signal,0.0,1.0043614556358185,1.0019081368406706,0.9976375448639316,0.9329766934714461,0.7971105356412703,0.667598019172232,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
pct_interview_given_signal,0.0,1.003679978192722,1.0021807278179091,0.9971377947389941,0.9340329835082459,0.7958293580482486,0.6680523374676298,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
pct_interview_given_signal,0.0,1.0027259097723866,1.0027259097723866,0.9971377947389941,0.9359751942210712,0.7971105356412703,0.6679160419790104,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
pct_interview_given_signal,0.0,1.0031347962382444,1.0021807278179091,0.9970469310799146,0.9330107673436009,0.7965926127845169,0.6677343146608514,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
pct_interview_given_signal,0.0,1.0024533187951479,1.0029303530053155,0.9960019990004998,0.9329766934714461,0.7966743900776885,0.6677343146608514,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
pct_interview_given_signal,0.0,1.003679978192722,1.0026577620280768,0.9975921130343919,0.9363840806869292,0.7970832765435464,0.6679387578937804,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
pct_interview_given_signal,0.0,1.005042933078915,1.0020444323292899,0.9970014992503748,0.9365544500477034,0.795529507973286,0.6678478942347008,0.5726747016102338,0.5010903639089546,0.44541365680795963,0.4008722911271637,0.3644293555701488,0.3340602426059697,0.308363300867049,0.2863373508051169
