Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,1364.0,734.0,726.0,726.0,731.0,735.0,778.0,831.0,887.0,944.0,986.0,1022.0,1079.0,1102.0,1132.0,1152.0,1173.0,1189.0,1217.0,1225.0,1239.0,1266.0,1277.0,1282.0,1301.0,1304.0,1319.0,1323.0,1333.0
unmatched_applicants,1357.0,736.0,728.0,726.0,728.0,746.0,783.0,821.0,884.0,939.0,987.0,1034.0,1075.0,1085.0,1134.0,1158.0,1162.0,1200.0,1203.0,1234.0,1240.0,1264.0,1273.0,1288.0,1300.0,1305.0,1321.0,1329.0,1326.0
unmatched_applicants,1355.0,739.0,729.0,726.0,726.0,736.0,785.0,842.0,886.0,941.0,986.0,1022.0,1055.0,1096.0,1121.0,1139.0,1170.0,1193.0,1213.0,1235.0,1247.0,1256.0,1272.0,1277.0,1301.0,1307.0,1322.0,1328.0,1343.0
unmatched_applicants,1358.0,738.0,726.0,726.0,726.0,739.0,781.0,837.0,866.0,938.0,983.0,1025.0,1062.0,1091.0,1127.0,1152.0,1176.0,1184.0,1217.0,1229.0,1243.0,1254.0,1268.0,1298.0,1312.0,1312.0,1317.0,1331.0,1337.0
unmatched_applicants,1355.0,738.0,728.0,728.0,727.0,746.0,782.0,821.0,902.0,936.0,999.0,1026.0,1066.0,1107.0,1114.0,1147.0,1180.0,1192.0,1214.0,1220.0,1257.0,1260.0,1274.0,1288.0,1300.0,1314.0,1326.0,1331.0,1335.0
unmatched_applicants,1358.0,735.0,727.0,726.0,728.0,745.0,777.0,837.0,877.0,944.0,989.0,1025.0,1055.0,1104.0,1123.0,1148.0,1175.0,1202.0,1209.0,1235.0,1254.0,1264.0,1286.0,1291.0,1297.0,1312.0,1309.0,1328.0,1346.0
unmatched_applicants,1352.0,732.0,727.0,726.0,728.0,746.0,779.0,824.0,887.0,926.0,970.0,1028.0,1070.0,1101.0,1113.0,1139.0,1174.0,1196.0,1217.0,1225.0,1246.0,1259.0,1275.0,1298.0,1302.0,1302.0,1320.0,1327.0,1338.0
unmatched_applicants,1358.0,728.0,726.0,727.0,728.0,747.0,780.0,828.0,886.0,942.0,981.0,1025.0,1061.0,1103.0,1131.0,1145.0,1171.0,1199.0,1219.0,1236.0,1246.0,1264.0,1271.0,1292.0,1300.0,1315.0,1320.0,1333.0,1338.0
unmatched_applicants,1365.0,738.0,731.0,726.0,726.0,743.0,799.0,835.0,897.0,940.0,973.0,1029.0,1073.0,1088.0,1119.0,1153.0,1174.0,1199.0,1209.0,1227.0,1256.0,1256.0,1272.0,1287.0,1290.0,1311.0,1332.0,1318.0,1338.0
unmatched_applicants,1356.0,731.0,729.0,726.0,729.0,744.0,781.0,827.0,888.0,955.0,993.0,1030.0,1070.0,1089.0,1128.0,1151.0,1175.0,1179.0,1225.0,1222.0,1250.0,1264.0,1283.0,1288.0,1282.0,1315.0,1323.0,1323.0,1343.0
unfilled_spots,638.0,8.0,0.0,0.0,5.0,9.0,52.0,105.0,161.0,218.0,260.0,296.0,353.0,376.0,406.0,426.0,447.0,463.0,491.0,499.0,513.0,540.0,551.0,556.0,575.0,578.0,593.0,597.0,607.0
unfilled_spots,631.0,10.0,2.0,0.0,2.0,20.0,57.0,95.0,158.0,213.0,261.0,308.0,349.0,359.0,408.0,432.0,436.0,474.0,477.0,508.0,514.0,538.0,547.0,562.0,574.0,579.0,595.0,603.0,600.0
unfilled_spots,629.0,13.0,3.0,0.0,0.0,10.0,59.0,116.0,160.0,215.0,260.0,296.0,329.0,370.0,395.0,413.0,444.0,467.0,487.0,509.0,521.0,530.0,546.0,551.0,575.0,581.0,596.0,602.0,617.0
unfilled_spots,632.0,12.0,0.0,0.0,0.0,13.0,55.0,111.0,140.0,212.0,257.0,299.0,336.0,365.0,401.0,426.0,450.0,458.0,491.0,503.0,517.0,528.0,542.0,572.0,586.0,586.0,591.0,605.0,611.0
unfilled_spots,629.0,12.0,2.0,2.0,1.0,20.0,56.0,95.0,176.0,210.0,273.0,300.0,340.0,381.0,388.0,421.0,454.0,466.0,488.0,494.0,531.0,534.0,548.0,562.0,574.0,588.0,600.0,605.0,609.0
unfilled_spots,632.0,9.0,1.0,0.0,2.0,19.0,51.0,111.0,151.0,218.0,263.0,299.0,329.0,378.0,397.0,422.0,449.0,476.0,483.0,509.0,528.0,538.0,560.0,565.0,571.0,586.0,583.0,602.0,620.0
unfilled_spots,626.0,6.0,1.0,0.0,2.0,20.0,53.0,98.0,161.0,200.0,244.0,302.0,344.0,375.0,387.0,413.0,448.0,470.0,491.0,499.0,520.0,533.0,549.0,572.0,576.0,576.0,594.0,601.0,612.0
unfilled_spots,632.0,2.0,0.0,1.0,2.0,21.0,54.0,102.0,160.0,216.0,255.0,299.0,335.0,377.0,405.0,419.0,445.0,473.0,493.0,510.0,520.0,538.0,545.0,566.0,574.0,589.0,594.0,607.0,612.0
