Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
unmatched_applicants,5559.0,4648.0,4648.0,4648.0,4664.0,4737.0,4826.0,4927.0,5010.0,5089.0,5152.0,5210.0,5261.0,5313.0,5336.0,5383.0,5410.0,5447.0,5460.0,5489.0,5504.0
unmatched_applicants,5556.0,4648.0,4648.0,4648.0,4676.0,4743.0,4840.0,4935.0,5007.0,5084.0,5155.0,5222.0,5254.0,5314.0,5344.0,5383.0,5408.0,5445.0,5463.0,5481.0,5510.0
unmatched_applicants,5569.0,4648.0,4648.0,4649.0,4681.0,4730.0,4826.0,4913.0,5012.0,5087.0,5169.0,5215.0,5264.0,5307.0,5359.0,5377.0,5410.0,5445.0,5477.0,5483.0,5503.0
unmatched_applicants,5565.0,4648.0,4648.0,4652.0,4662.0,4717.0,4818.0,4921.0,5003.0,5081.0,5144.0,5214.0,5249.0,5305.0,5338.0,5388.0,5413.0,5442.0,5475.0,5485.0,5496.0
unmatched_applicants,5566.0,4648.0,4648.0,4652.0,4672.0,4737.0,4834.0,4917.0,5028.0,5084.0,5157.0,5214.0,5246.0,5304.0,5349.0,5382.0,5418.0,5441.0,5483.0,5486.0,5499.0
unmatched_applicants,5562.0,4648.0,4648.0,4650.0,4667.0,4742.0,4821.0,4916.0,4995.0,5082.0,5162.0,5208.0,5248.0,5323.0,5355.0,5382.0,5397.0,5440.0,5467.0,5485.0,5515.0
unmatched_applicants,5558.0,4648.0,4648.0,4649.0,4684.0,4741.0,4833.0,4910.0,5007.0,5087.0,5158.0,5206.0,5265.0,5299.0,5346.0,5383.0,5415.0,5425.0,5470.0,5491.0,5525.0
unmatched_applicants,5557.0,4648.0,4648.0,4649.0,4664.0,4740.0,4844.0,4919.0,5008.0,5080.0,5152.0,5211.0,5263.0,5306.0,5344.0,5365.0,5405.0,5446.0,5476.0,5492.0,5511.0
unmatched_applicants,5565.0,4648.0,4648.0,4648.0,4672.0,4732.0,4829.0,4943.0,5020.0,5095.0,5145.0,5199.0,5250.0,5312.0,5344.0,5380.0,5425.0,5442.0,5471.0,5495.0,5506.0
unmatched_applicants,5568.0,4648.0,4648.0,4650.0,4670.0,4729.0,4832.0,4923.0,5022.0,5082.0,5139.0,5222.0,5282.0,5314.0,5341.0,5376.0,5416.0,5442.0,5467.0,5496.0,5503.0
unfilled_spots,911.0,0.0,0.0,0.0,16.0,89.0,178.0,279.0,362.0,441.0,504.0,562.0,613.0,665.0,688.0,735.0,762.0,799.0,812.0,841.0,856.0
unfilled_spots,908.0,0.0,0.0,0.0,28.0,95.0,192.0,287.0,359.0,436.0,507.0,574.0,606.0,666.0,696.0,735.0,760.0,797.0,815.0,833.0,862.0
unfilled_spots,921.0,0.0,0.0,1.0,33.0,82.0,178.0,265.0,364.0,439.0,521.0,567.0,616.0,659.0,711.0,729.0,762.0,797.0,829.0,835.0,855.0
unfilled_spots,917.0,0.0,0.0,4.0,14.0,69.0,170.0,273.0,355.0,433.0,496.0,566.0,601.0,657.0,690.0,740.0,765.0,794.0,827.0,837.0,848.0
unfilled_spots,918.0,0.0,0.0,4.0,24.0,89.0,186.0,269.0,380.0,436.0,509.0,566.0,598.0,656.0,701.0,734.0,770.0,793.0,835.0,838.0,851.0
unfilled_spots,914.0,0.0,0.0,2.0,19.0,94.0,173.0,268.0,347.0,434.0,514.0,560.0,600.0,675.0,707.0,734.0,749.0,792.0,819.0,837.0,867.0
unfilled_spots,910.0,0.0,0.0,1.0,36.0,93.0,185.0,262.0,359.0,439.0,510.0,558.0,617.0,651.0,698.0,735.0,767.0,777.0,822.0,843.0,877.0
unfilled_spots,909.0,0.0,0.0,1.0,16.0,92.0,196.0,271.0,360.0,432.0,504.0,563.0,615.0,658.0,696.0,717.0,757.0,798.0,828.0,844.0,863.0
unfilled_spots,917.0,0.0,0.0,0.0,24.0,84.0,181.0,295.0,372.0,447.0,497.0,551.0,602.0,664.0,696.0,732.0,777.0,794.0,823.0,847.0,858.0
unfilled_spots,920.0,0.0,0.0,2.0,22.0,81.0,184.0,275.0,374.0,434.0,491.0,574.0,634.0,666.0,693.0,728.0,768.0,794.0,819.0,848.0,855.0
reviews_per_program,416.93617021276594,266.4984802431611,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.8936170212766,145.0212765957447,163.14893617021278,181.27659574468086,199.40425531914894,217.53191489361703,235.6595744680851,253.7872340425532,271.9148936170213,290.0425531914894,308.17021276595744,326.29787234042556,344.4255319148936,362.5531914893617
