Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
unmatched_applicants,766.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,498.0,497.0,504.0,510.0,529.0,543.0,548.0,562.0,578.0,600.0,602.0,611.0,627.0,636.0,654.0,660.0,674.0,686.0,682.0,697.0,712.0,720.0,726.0,724.0,735.0,740.0
unmatched_applicants,765.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,494.0,493.0,494.0,501.0,507.0,518.0,519.0,530.0,553.0,564.0,580.0,596.0,599.0,615.0,632.0,655.0,656.0,663.0,662.0,675.0,694.0,701.0,712.0,718.0,714.0,734.0,742.0,740.0
unmatched_applicants,759.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,498.0,498.0,499.0,513.0,519.0,542.0,554.0,562.0,572.0,594.0,598.0,611.0,622.0,634.0,658.0,660.0,672.0,678.0,681.0,705.0,709.0,728.0,720.0,730.0,737.0,749.0
unmatched_applicants,770.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,496.0,501.0,521.0,518.0,535.0,539.0,569.0,580.0,591.0,602.0,613.0,623.0,642.0,648.0,657.0,672.0,685.0,688.0,702.0,708.0,721.0,721.0,727.0,739.0,740.0
unmatched_applicants,762.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,499.0,508.0,514.0,520.0,544.0,559.0,575.0,577.0,594.0,601.0,617.0,626.0,644.0,655.0,671.0,668.0,687.0,694.0,696.0,710.0,723.0,729.0,728.0,735.0,747.0
unmatched_applicants,758.0,493.0,495.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,494.0,497.0,497.0,497.0,509.0,512.0,522.0,548.0,549.0,559.0,593.0,594.0,603.0,623.0,636.0,642.0,649.0,670.0,676.0,679.0,696.0,703.0,713.0,712.0,726.0,735.0,736.0,749.0
unmatched_applicants,762.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,495.0,499.0,501.0,515.0,527.0,534.0,545.0,557.0,573.0,592.0,598.0,624.0,636.0,646.0,647.0,664.0,671.0,673.0,689.0,703.0,709.0,711.0,725.0,732.0,735.0,739.0
unmatched_applicants,767.0,493.0,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,496.0,493.0,495.0,499.0,504.0,514.0,527.0,544.0,546.0,564.0,587.0,592.0,607.0,616.0,636.0,639.0,649.0,664.0,670.0,681.0,690.0,702.0,709.0,710.0,719.0,730.0,740.0,740.0
unmatched_applicants,766.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,494.0,496.0,510.0,524.0,517.0,538.0,541.0,563.0,589.0,596.0,612.0,612.0,628.0,638.0,648.0,660.0,670.0,691.0,693.0,697.0,716.0,719.0,726.0,728.0,733.0,745.0
unmatched_applicants,755.0,493.0,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,494.0,499.0,499.0,506.0,514.0,521.0,550.0,550.0,561.0,578.0,595.0,609.0,621.0,637.0,645.0,655.0,666.0,673.0,684.0,689.0,707.0,700.0,723.0,727.0,729.0,741.0,747.0
unfilled_spots,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,11.0,17.0,36.0,50.0,55.0,69.0,85.0,107.0,109.0,118.0,134.0,143.0,161.0,167.0,181.0,193.0,189.0,204.0,219.0,227.0,233.0,231.0,242.0,247.0
unfilled_spots,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,14.0,25.0,26.0,37.0,60.0,71.0,87.0,103.0,106.0,122.0,139.0,162.0,163.0,170.0,169.0,182.0,201.0,208.0,219.0,225.0,221.0,241.0,249.0,247.0
unfilled_spots,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,6.0,20.0,26.0,49.0,61.0,69.0,79.0,101.0,105.0,118.0,129.0,141.0,165.0,167.0,179.0,185.0,188.0,212.0,216.0,235.0,227.0,237.0,244.0,256.0
unfilled_spots,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,28.0,25.0,42.0,46.0,76.0,87.0,98.0,109.0,120.0,130.0,149.0,155.0,164.0,179.0,192.0,195.0,209.0,215.0,228.0,228.0,234.0,246.0,247.0
unfilled_spots,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,21.0,27.0,51.0,66.0,82.0,84.0,101.0,108.0,124.0,133.0,151.0,162.0,178.0,175.0,194.0,201.0,203.0,217.0,230.0,236.0,235.0,242.0,254.0
unfilled_spots,265.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,16.0,19.0,29.0,55.0,56.0,66.0,100.0,101.0,110.0,130.0,143.0,149.0,156.0,177.0,183.0,186.0,203.0,210.0,220.0,219.0,233.0,242.0,243.0,256.0
unfilled_spots,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,22.0,34.0,41.0,52.0,64.0,80.0,99.0,105.0,131.0,143.0,153.0,154.0,171.0,178.0,180.0,196.0,210.0,216.0,218.0,232.0,239.0,242.0,246.0
unfilled_spots,274.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,11.0,21.0,34.0,51.0,53.0,71.0,94.0,99.0,114.0,123.0,143.0,146.0,156.0,171.0,177.0,188.0,197.0,209.0,216.0,217.0,226.0,237.0,247.0,247.0
unfilled_spots,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,17.0,31.0,24.0,45.0,48.0,70.0,96.0,103.0,119.0,119.0,135.0,145.0,155.0,167.0,177.0,198.0,200.0,204.0,223.0,226.0,233.0,235.0,240.0,252.0
unfilled_spots,262.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,13.0,21.0,28.0,57.0,57.0,68.0,85.0,102.0,116.0,128.0,144.0,152.0,162.0,173.0,180.0,191.0,196.0,214.0,207.0,230.0,234.0,236.0,248.0,254.0
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,243.27428571428572,239.44571428571427,183.4,136.49714285714285,89.26285714285714,70.13142857142857,72.93142857142857,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,244.32,233.68571428571428,191.62285714285716,123.56571428571428,92.42857142857143,72.48,71.75428571428571,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,244.32,228.97142857142856,188.90857142857143,121.26857142857143,84.66857142857143,72.94285714285714,71.65142857142857,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,243.15428571428572,232.86285714285714,192.06857142857143,127.61142857142858,80.49714285714286,73.97714285714285,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,242.02857142857144,232.53142857142856,197.65142857142857,129.68,86.26857142857143,71.16571428571429,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,240.56571428571428,235.22285714285715,192.03428571428572,128.2342857142857,85.68,73.35428571428571,70.72,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,239.61714285714285,226.59428571428572,192.13714285714286,121.70857142857143,83.06285714285714,74.64,72.62857142857143,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,243.12,231.56571428571428,192.43428571428572,128.0742857142857,89.74857142857142,71.26857142857143,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,244.32,239.78857142857143,194.76,128.61714285714285,83.46285714285715,72.70857142857143,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
reviews_per_program,244.32,244.32,244.32,244.32,244.32,244.32,241.86285714285714,230.42285714285714,191.10285714285715,129.55428571428573,82.28,69.30857142857143,71.84571428571428,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286,174.5142857142857,180.33142857142857,186.14857142857142,191.96571428571428,197.78285714285715,203.6,209.41714285714286,215.2342857142857,221.05142857142857,226.86857142857144
pct_interview_given_signal,0.0,1.038310412573674,1.0402750491159136,1.0294695481335954,1.0262770137524557,1.0202357563850688,1.0157170923379175,1.006876227897839,0.9817043222003929,0.9334206505129884,0.8647347740667977,0.7942489730308984,0.7295350360183366,0.6743992745957382,0.6262278978388998,0.5844793713163065,0.5479494106090373,0.5157170923379175,0.4870661427635887,0.4614310826181367,0.43835952848722987,0.4174852652259332,0.39850866226111803,0.3811821986845477,0.36529960707269155,0.3506876227897839,0.3371996372978691,0.3247107618423925,0.3131139489194499,0.30231691619808954,0.2922396856581532,0.2828125990240193,0.2739747053045187,0.26567244150741204,0.25785854616895876,0.2504911591355599,0.24353307138179436,0.2369510964795837,0.23071554130906835,0.22479975819857942
pct_interview_given_signal,0.0,1.0599214145383105,1.0456777996070727,1.031434184675835,1.0235756385068762,1.0200392927308448,1.0139161755075312,1.0060342408083076,0.9864931237721022,0.9358218729535036,0.8616895874263262,0.7955884979460618,0.7304354944335298,0.6743992745957382,0.6262278978388998,0.5844793713163065,0.5479494106090373,0.5157170923379175,0.4870661427635887,0.4614310826181367,0.43835952848722987,0.4174852652259332,0.39850866226111803,0.3811821986845477,0.36529960707269155,0.3506876227897839,0.3371996372978691,0.3247107618423925,0.3131139489194499,0.30231691619808954,0.2922396856581532,0.2828125990240193,0.2739747053045187,0.26567244150741204,0.25785854616895876,0.2504911591355599,0.24353307138179436,0.2369510964795837,0.23071554130906835,0.22479975819857942
pct_interview_given_signal,0.0,1.0471512770137525,1.0378192534381139,1.0301244269810086,1.0225933202357564,1.0200392927308448,1.0158808120497709,1.0029469548133596,0.9807220039292731,0.9393145601397075,0.868565815324165,0.794516878013931,0.7304354944335298,0.6743992745957382,0.6262278978388998,0.5844793713163065,0.5479494106090373,0.5157170923379175,0.4870661427635887,0.4614310826181367,0.43835952848722987,0.4174852652259332,0.39850866226111803,0.3811821986845477,0.36529960707269155,0.3506876227897839,0.3371996372978691,0.3247107618423925,0.3131139489194499,0.30231691619808954,0.2922396856581532,0.2828125990240193,0.2739747053045187,0.26567244150741204,0.25785854616895876,0.2504911591355599,0.24353307138179436,0.2369510964795837,0.23071554130906835,0.22479975819857942
pct_interview_given_signal,0.0,1.0412573673870333,1.0348722986247545,1.0291421087098886,1.0270137524557956,1.0212180746561885,1.0155533726260642,1.0047712601740106,0.9785117878192534,0.9342938223095394,0.8668958742632613,0.7929987497767459,0.7305992141453831,0.6743992745957382,0.6262278978388998,0.5844793713163065,0.5479494106090373,0.5157170923379175,0.4870661427635887,0.4614310826181367,0.43835952848722987,0.4174852652259332,0.39850866226111803,0.3811821986845477,0.36529960707269155,0.3506876227897839,0.3371996372978691,0.3247107618423925,0.3131139489194499,0.30231691619808954,0.2922396856581532,0.2828125990240193,0.2739747053045187,0.26567244150741204,0.25785854616895876,0.2504911591355599,0.24353307138179436,0.2369510964795837,0.23071554130906835,0.22479975819857942
pct_interview_given_signal,0.0,1.0412573673870333,1.036345776031434,1.0347085789129011,1.0262770137524557,1.0216110019646365,1.014407334643091,1.008419870895313,0.9840373280943026,0.931237721021611,0.8680746561886051,0.7940703697088766,0.7305992141453831,0.6743992745957382,0.6262278978388998,0.5844793713163065,0.5479494106090373,0.5157170923379175,0.4870661427635887,0.4614310826181367,0.43835952848722987,0.4174852652259332,0.39850866226111803,0.3811821986845477,0.36529960707269155,0.3506876227897839,0.3371996372978691,0.3247107618423925,0.3131139489194499,0.30231691619808954,0.2922396856581532,0.2828125990240193,0.2739747053045187,0.26567244150741204,0.25785854616895876,0.2504911591355599,0.24353307138179436,0.2369510964795837,0.23071554130906835,0.22479975819857942
pct_interview_given_signal,0.0,1.0491159135559922,1.0343811394891944,1.0317616240995415,1.0262770137524557,1.0239685658153241,1.0162082514734774,1.006876227897839,0.9833005893909627,0.9370224841737612,0.8682711198428291,0.7944275763529202,0.7304354944335298,0.6743992745957382,0.6262278978388998,0.5844793713163065,0.5479494106090373,0.5157170923379175,0.4870661427635887,0.4614310826181367,0.43835952848722987,0.4174852652259332,0.39850866226111803,0.3811821986845477,0.36529960707269155,0.3506876227897839,0.3371996372978691,0.3247107618423925,0.3131139489194499,0.30231691619808954,0.2922396856581532,0.2828125990240193,0.2739747053045187,0.26567244150741204,0.25785854616895876,0.2504911591355599,0.24353307138179436,0.2369510964795837,0.23071554130906835,0.22479975819857942
pct_interview_given_signal,0.0,1.050098231827112,1.0427308447937131,1.031434184675835,1.0270137524557956,1.0186640471512771,1.0139161755075312,1.0033679483581253,0.9780206286836935,0.9323291857672997,0.8678781925343811,0.7934452580818003,0.7297806155861166,0.6743992745957382,0.6262278978388998,0.5844793713163065,0.5479494106090373,0.5157170923379175,0.4870661427635887,0.4614310826181367,0.43835952848722987,0.4174852652259332,0.39850866226111803,0.3811821986845477,0.36529960707269155,0.3506876227897839,0.3371996372978691,0.3247107618423925,0.3131139489194499,0.30231691619808954,0.2922396856581532,0.2828125990240193,0.2739747053045187,0.26567244150741204,0.25785854616895876,0.2504911591355599,0.24353307138179436,0.2369510964795837,0.23071554130906835,0.22479975819857942
