Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,1610.0,981.0,981.0,981.0,988.0,1037.0,1094.0,1150.0,1216.0,1237.0,1288.0,1330.0,1363.0,1383.0,1421.0,1448.0,1449.0,1462.0,1488.0,1495.0,1515.0,1525.0,1530.0,1538.0,1546.0,1563.0,1565.0,1577.0,1582.0,1589.0,1605.0,1604.0
unmatched_applicants,1616.0,981.0,981.0,983.0,985.0,1024.0,1097.0,1150.0,1207.0,1245.0,1297.0,1332.0,1366.0,1375.0,1411.0,1441.0,1456.0,1473.0,1473.0,1497.0,1513.0,1526.0,1537.0,1549.0,1557.0,1550.0,1570.0,1570.0,1588.0,1586.0,1585.0,1597.0
unmatched_applicants,1608.0,981.0,981.0,983.0,1000.0,1027.0,1090.0,1159.0,1211.0,1250.0,1286.0,1327.0,1361.0,1385.0,1418.0,1436.0,1446.0,1466.0,1480.0,1497.0,1514.0,1524.0,1533.0,1543.0,1556.0,1563.0,1564.0,1576.0,1585.0,1586.0,1596.0,1610.0
unmatched_applicants,1614.0,981.0,981.0,981.0,997.0,1034.0,1079.0,1144.0,1222.0,1263.0,1288.0,1335.0,1350.0,1398.0,1411.0,1432.0,1454.0,1467.0,1481.0,1495.0,1514.0,1518.0,1524.0,1542.0,1549.0,1560.0,1568.0,1566.0,1581.0,1591.0,1585.0,1600.0
unmatched_applicants,1619.0,983.0,981.0,983.0,998.0,1023.0,1086.0,1137.0,1219.0,1252.0,1292.0,1337.0,1359.0,1396.0,1425.0,1430.0,1456.0,1476.0,1483.0,1493.0,1504.0,1523.0,1529.0,1547.0,1545.0,1557.0,1553.0,1570.0,1580.0,1589.0,1591.0,1605.0
unmatched_applicants,1610.0,981.0,981.0,981.0,987.0,1033.0,1093.0,1140.0,1212.0,1259.0,1306.0,1336.0,1377.0,1403.0,1420.0,1430.0,1462.0,1476.0,1486.0,1504.0,1509.0,1521.0,1534.0,1545.0,1559.0,1555.0,1573.0,1579.0,1587.0,1587.0,1596.0,1602.0
unmatched_applicants,1611.0,981.0,981.0,981.0,991.0,1023.0,1096.0,1145.0,1205.0,1239.0,1281.0,1334.0,1359.0,1391.0,1415.0,1432.0,1441.0,1469.0,1478.0,1500.0,1520.0,1524.0,1528.0,1546.0,1556.0,1560.0,1565.0,1572.0,1590.0,1592.0,1598.0,1598.0
unmatched_applicants,1611.0,981.0,981.0,981.0,988.0,1042.0,1103.0,1152.0,1212.0,1249.0,1291.0,1318.0,1365.0,1389.0,1411.0,1431.0,1455.0,1473.0,1484.0,1503.0,1510.0,1529.0,1529.0,1550.0,1550.0,1553.0,1568.0,1570.0,1578.0,1592.0,1597.0,1597.0
unmatched_applicants,1620.0,981.0,981.0,981.0,994.0,1033.0,1098.0,1159.0,1212.0,1265.0,1298.0,1321.0,1373.0,1394.0,1413.0,1430.0,1458.0,1463.0,1484.0,1493.0,1511.0,1519.0,1530.0,1546.0,1547.0,1565.0,1564.0,1580.0,1587.0,1586.0,1592.0,1598.0
unmatched_applicants,1618.0,981.0,981.0,981.0,996.0,1023.0,1087.0,1149.0,1203.0,1264.0,1291.0,1341.0,1363.0,1385.0,1420.0,1435.0,1459.0,1468.0,1480.0,1507.0,1513.0,1518.0,1535.0,1545.0,1557.0,1560.0,1574.0,1567.0,1580.0,1587.0,1590.0,1593.0
unfilled_spots,629.0,0.0,0.0,0.0,7.0,56.0,113.0,169.0,235.0,256.0,307.0,349.0,382.0,402.0,440.0,467.0,468.0,481.0,507.0,514.0,534.0,544.0,549.0,557.0,565.0,582.0,584.0,596.0,601.0,608.0,624.0,623.0
unfilled_spots,635.0,0.0,0.0,2.0,4.0,43.0,116.0,169.0,226.0,264.0,316.0,351.0,385.0,394.0,430.0,460.0,475.0,492.0,492.0,516.0,532.0,545.0,556.0,568.0,576.0,569.0,589.0,589.0,607.0,605.0,604.0,616.0
unfilled_spots,627.0,0.0,0.0,2.0,19.0,46.0,109.0,178.0,230.0,269.0,305.0,346.0,380.0,404.0,437.0,455.0,465.0,485.0,499.0,516.0,533.0,543.0,552.0,562.0,575.0,582.0,583.0,595.0,604.0,605.0,615.0,629.0
unfilled_spots,633.0,0.0,0.0,0.0,16.0,53.0,98.0,163.0,241.0,282.0,307.0,354.0,369.0,417.0,430.0,451.0,473.0,486.0,500.0,514.0,533.0,537.0,543.0,561.0,568.0,579.0,587.0,585.0,600.0,610.0,604.0,619.0
unfilled_spots,638.0,2.0,0.0,2.0,17.0,42.0,105.0,156.0,238.0,271.0,311.0,356.0,378.0,415.0,444.0,449.0,475.0,495.0,502.0,512.0,523.0,542.0,548.0,566.0,564.0,576.0,572.0,589.0,599.0,608.0,610.0,624.0
unfilled_spots,629.0,0.0,0.0,0.0,6.0,52.0,112.0,159.0,231.0,278.0,325.0,355.0,396.0,422.0,439.0,449.0,481.0,495.0,505.0,523.0,528.0,540.0,553.0,564.0,578.0,574.0,592.0,598.0,606.0,606.0,615.0,621.0
unfilled_spots,630.0,0.0,0.0,0.0,10.0,42.0,115.0,164.0,224.0,258.0,300.0,353.0,378.0,410.0,434.0,451.0,460.0,488.0,497.0,519.0,539.0,543.0,547.0,565.0,575.0,579.0,584.0,591.0,609.0,611.0,617.0,617.0
unfilled_spots,630.0,0.0,0.0,0.0,7.0,61.0,122.0,171.0,231.0,268.0,310.0,337.0,384.0,408.0,430.0,450.0,474.0,492.0,503.0,522.0,529.0,548.0,548.0,569.0,569.0,572.0,587.0,589.0,597.0,611.0,616.0,616.0
unfilled_spots,639.0,0.0,0.0,0.0,13.0,52.0,117.0,178.0,231.0,284.0,317.0,340.0,392.0,413.0,432.0,449.0,477.0,482.0,503.0,512.0,530.0,538.0,549.0,565.0,566.0,584.0,583.0,599.0,606.0,605.0,611.0,617.0
