Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13
unmatched_applicants,2441.0,1298.0,1261.0,1261.0,1294.0,1407.0,1551.0,1708.0,1846.0,1936.0,2040.0,2141.0,2225.0,2284.0
unmatched_applicants,2448.0,1305.0,1268.0,1259.0,1284.0,1382.0,1527.0,1701.0,1845.0,1941.0,2033.0,2114.0,2239.0,2287.0
unmatched_applicants,2451.0,1311.0,1265.0,1259.0,1290.0,1389.0,1527.0,1697.0,1811.0,1974.0,2041.0,2160.0,2208.0,2278.0
unmatched_applicants,2450.0,1293.0,1260.0,1260.0,1281.0,1399.0,1528.0,1689.0,1839.0,1947.0,2051.0,2138.0,2224.0,2281.0
unmatched_applicants,2443.0,1311.0,1267.0,1259.0,1293.0,1385.0,1544.0,1723.0,1822.0,1951.0,2068.0,2134.0,2242.0,2294.0
unmatched_applicants,2445.0,1305.0,1268.0,1258.0,1288.0,1403.0,1546.0,1687.0,1829.0,1964.0,2078.0,2139.0,2216.0,2280.0
unmatched_applicants,2444.0,1305.0,1258.0,1263.0,1302.0,1385.0,1565.0,1704.0,1834.0,1918.0,2048.0,2147.0,2229.0,2274.0
unmatched_applicants,2461.0,1300.0,1261.0,1259.0,1299.0,1401.0,1547.0,1687.0,1810.0,1963.0,2058.0,2151.0,2235.0,2290.0
unmatched_applicants,2448.0,1306.0,1258.0,1258.0,1284.0,1392.0,1549.0,1704.0,1802.0,1940.0,2038.0,2119.0,2229.0,2292.0
unmatched_applicants,2452.0,1296.0,1266.0,1261.0,1277.0,1376.0,1545.0,1669.0,1823.0,1964.0,2065.0,2135.0,2230.0,2295.0
unfilled_spots,1183.0,40.0,3.0,3.0,36.0,149.0,293.0,450.0,588.0,678.0,782.0,883.0,967.0,1026.0
unfilled_spots,1190.0,47.0,10.0,1.0,26.0,124.0,269.0,443.0,587.0,683.0,775.0,856.0,981.0,1029.0
unfilled_spots,1193.0,53.0,7.0,1.0,32.0,131.0,269.0,439.0,553.0,716.0,783.0,902.0,950.0,1020.0
unfilled_spots,1192.0,35.0,2.0,2.0,23.0,141.0,270.0,431.0,581.0,689.0,793.0,880.0,966.0,1023.0
unfilled_spots,1185.0,53.0,9.0,1.0,35.0,127.0,286.0,465.0,564.0,693.0,810.0,876.0,984.0,1036.0
unfilled_spots,1187.0,47.0,10.0,0.0,30.0,145.0,288.0,429.0,571.0,706.0,820.0,881.0,958.0,1022.0
unfilled_spots,1186.0,47.0,0.0,5.0,44.0,127.0,307.0,446.0,576.0,660.0,790.0,889.0,971.0,1016.0
unfilled_spots,1203.0,42.0,3.0,1.0,41.0,143.0,289.0,429.0,552.0,705.0,800.0,893.0,977.0,1032.0
unfilled_spots,1190.0,48.0,0.0,0.0,26.0,134.0,291.0,446.0,544.0,682.0,780.0,861.0,971.0,1034.0
unfilled_spots,1194.0,38.0,8.0,3.0,19.0,118.0,287.0,411.0,565.0,706.0,807.0,877.0,972.0,1037.0
reviews_per_program,129.82178217821783,129.82178217821783,126.76732673267327,79.56683168316832,37.915841584158414,41.004950495049506,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
reviews_per_program,129.82178217821783,129.82178217821783,127.30445544554455,80.41089108910892,39.210396039603964,40.777227722772274,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
reviews_per_program,129.82178217821783,129.82178217821783,127.01237623762377,79.12623762376238,40.29455445544554,41.04950495049505,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
reviews_per_program,129.82178217821783,129.82178217821783,126.08415841584159,79.03217821782178,38.386138613861384,40.78465346534654,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
reviews_per_program,129.82178217821783,129.82178217821783,127.10148514851485,77.62623762376238,40.95544554455446,40.7970297029703,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
reviews_per_program,129.82178217821783,129.82178217821783,125.9628712871287,81.45049504950495,38.31188118811881,40.972772277227726,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
reviews_per_program,129.82178217821783,129.82178217821783,126.11138613861387,81.7128712871287,41.1509900990099,40.789603960396036,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
reviews_per_program,129.82178217821783,129.82178217821783,126.5940594059406,79.3490099009901,39.118811881188115,40.56930693069307,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
reviews_per_program,129.82178217821783,129.82178217821783,125.86138613861387,78.81435643564356,40.836633663366335,40.76732673267327,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
reviews_per_program,129.82178217821783,129.82178217821783,128.12376237623764,81.16584158415841,38.01732673267327,41.20544554455446,48.68316831683168,56.7970297029703,64.91089108910892,73.02475247524752,81.13861386138613,89.25247524752476,97.36633663366337,105.48019801980197
pct_interview_given_signal,0.0,1.0051860890787065,1.0001525320317266,0.9340044742729307,0.7656345332519829,0.6159243441122636,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_signal,0.0,1.0057962172056132,1.00183038438072,0.934309538336384,0.763346552776083,0.6161683953630263,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_signal,0.0,1.0051860890787065,1.0019829164124465,0.9325808419768151,0.764261744966443,0.6159853569249543,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_signal,0.0,1.0045759609518,1.0012202562538133,0.9387838112670327,0.7647956070774863,0.6161073825503356,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_signal,0.0,1.0051860890787065,1.0019829164124465,0.9298352654057352,0.7623550945698597,0.6161683953630263,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_signal,0.0,1.0057962172056132,0.9971018913971934,0.9320724018710596,0.764490543014033,0.6159243441122636,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_signal,0.0,1.00183038438072,0.9989322757779133,0.9260728086231442,0.761744966442953,0.6161073825503356,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_signal,0.0,1.0036607687614398,1.00091519219036,0.9327842180191174,0.7646430750457596,0.6162294081757169,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_signal,0.0,1.0051860890787065,1.00091519219036,0.9292251372788286,0.7628126906650396,0.6159243441122636,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_signal,0.0,1.0064063453325198,1.0013727882855399,0.9269880008135042,0.7657870652837095,0.615497254423429,0.5135245068130975,0.4401638629826549,0.3851433801098231,0.3423496712087316,0.30811470408785846,0.28010427644350766,0.25676225340654873,0.2370113108368142
pct_interview_given_nosignal,0.19257169005491154,0.13839739678665852,0.07720299834393794,0.021471816773830196,0.001550742322554403,0.00013866548338787508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.19257169005491154,0.1383567215781981,0.07696330515122461,0.021401417374571737,0.002313402481187716,2.7733096677575017e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.19257169005491154,0.13839739678665852,0.07694151486097794,0.02180034730370301,0.002008338417734391,0.00011093238671030007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.19257169005491154,0.13843807199511898,0.07705046631221128,0.02036889285211433,0.0018303843807199512,5.5466193355150034e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.19257169005491154,0.13839739678665852,0.07694151486097794,0.022433941897029144,0.0026438885499288182,2.7733096677575017e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.19257169005491154,0.1383567215781981,0.07763880414887127,0.021917679635800442,0.0019320724018710596,0.00013866548338787508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.19257169005491154,0.13862111043319097,0.07737732066591127,0.02330220115455015,0.002847264592231035,5.5466193355150034e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.19257169005491154,0.13849908480780965,0.0770940468927046,0.021753414370864036,0.0018812283912955053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.19257169005491154,0.13839739678665852,0.0770940468927046,0.022574740695546065,0.002491356518202156,0.00013866548338787508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.19257169005491154,0.13831604636973766,0.07702867602196461,0.02309100295677477,0.001499898311978849,0.0003327971601309002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
