Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,371.0,274.0,274.0,275.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,277.0,281.0,284.0,283.0,288.0,296.0,310.0,308.0,313.0,319.0,320.0,333.0,333.0,341.0,348.0,355.0,353.0
unmatched_applicants,373.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,275.0,277.0,283.0,282.0,286.0,292.0,288.0,302.0,305.0,307.0,318.0,330.0,329.0,339.0,338.0,351.0,352.0,360.0
unmatched_applicants,369.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,280.0,285.0,290.0,286.0,295.0,294.0,303.0,301.0,317.0,318.0,328.0,330.0,336.0,340.0,344.0,356.0,361.0
unmatched_applicants,365.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,280.0,277.0,282.0,287.0,294.0,296.0,300.0,309.0,311.0,321.0,334.0,336.0,337.0,346.0,353.0,349.0,357.0
unmatched_applicants,375.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,277.0,277.0,276.0,283.0,280.0,290.0,293.0,300.0,303.0,312.0,318.0,327.0,327.0,337.0,336.0,346.0,353.0,358.0
unmatched_applicants,370.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,276.0,274.0,281.0,280.0,292.0,293.0,296.0,298.0,312.0,308.0,319.0,329.0,337.0,335.0,337.0,347.0,350.0,354.0
unmatched_applicants,364.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,274.0,276.0,278.0,280.0,281.0,285.0,297.0,297.0,304.0,309.0,316.0,319.0,325.0,333.0,337.0,341.0,344.0,348.0,355.0
unmatched_applicants,370.0,274.0,275.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,276.0,282.0,283.0,284.0,291.0,294.0,299.0,315.0,318.0,322.0,323.0,329.0,335.0,341.0,347.0,349.0,352.0
unmatched_applicants,369.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,278.0,276.0,285.0,284.0,288.0,296.0,306.0,305.0,312.0,319.0,329.0,331.0,332.0,344.0,345.0,351.0,355.0
unmatched_applicants,370.0,274.0,275.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,274.0,274.0,276.0,274.0,285.0,290.0,298.0,298.0,304.0,310.0,312.0,320.0,326.0,332.0,344.0,344.0,348.0,354.0,358.0
unfilled_spots,97.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,9.0,14.0,22.0,36.0,34.0,39.0,45.0,46.0,59.0,59.0,67.0,74.0,81.0,79.0
unfilled_spots,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,8.0,12.0,18.0,14.0,28.0,31.0,33.0,44.0,56.0,55.0,65.0,64.0,77.0,78.0,86.0
unfilled_spots,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,16.0,12.0,21.0,20.0,29.0,27.0,43.0,44.0,54.0,56.0,62.0,66.0,70.0,82.0,87.0
unfilled_spots,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,13.0,20.0,22.0,26.0,35.0,37.0,47.0,60.0,62.0,63.0,72.0,79.0,75.0,83.0
unfilled_spots,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,9.0,6.0,16.0,19.0,26.0,29.0,38.0,44.0,53.0,53.0,63.0,62.0,72.0,79.0,84.0
unfilled_spots,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,6.0,18.0,19.0,22.0,24.0,38.0,34.0,45.0,55.0,63.0,61.0,63.0,73.0,76.0,80.0
unfilled_spots,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,6.0,7.0,11.0,23.0,23.0,30.0,35.0,42.0,45.0,51.0,59.0,63.0,67.0,70.0,74.0,81.0
unfilled_spots,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,9.0,10.0,17.0,20.0,25.0,41.0,44.0,48.0,49.0,55.0,61.0,67.0,73.0,75.0,78.0
unfilled_spots,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,11.0,10.0,14.0,22.0,32.0,31.0,38.0,45.0,55.0,57.0,58.0,70.0,71.0,77.0,81.0
unfilled_spots,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,16.0,24.0,24.0,30.0,36.0,38.0,46.0,52.0,58.0,70.0,70.0,74.0,80.0,84.0
