Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,1062.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,752.0,764.0,802.0,806.0,851.0,867.0,901.0,908.0,936.0,960.0,985.0,1000.0,994.0
unmatched_applicants,1069.0,726.0,728.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,735.0,736.0,751.0,772.0,816.0,828.0,833.0,872.0,889.0,919.0,924.0,950.0,975.0,1003.0,1015.0
unmatched_applicants,1048.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,731.0,740.0,769.0,769.0,803.0,826.0,840.0,877.0,884.0,919.0,926.0,951.0,972.0,992.0,1012.0
unmatched_applicants,1060.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,732.0,726.0,733.0,751.0,743.0,784.0,805.0,835.0,841.0,871.0,895.0,925.0,941.0,952.0,982.0,986.0,1011.0
unmatched_applicants,1068.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,730.0,737.0,740.0,750.0,769.0,806.0,831.0,840.0,873.0,897.0,914.0,925.0,952.0,963.0,994.0,1012.0
unmatched_applicants,1060.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,733.0,743.0,751.0,787.0,791.0,838.0,833.0,877.0,895.0,903.0,941.0,966.0,972.0,1002.0,1019.0
unmatched_applicants,1067.0,728.0,726.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,726.0,737.0,736.0,753.0,783.0,802.0,809.0,861.0,870.0,890.0,924.0,927.0,964.0,970.0,984.0,1019.0
unmatched_applicants,1052.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,745.0,750.0,774.0,796.0,819.0,858.0,873.0,896.0,912.0,931.0,971.0,984.0,991.0,1008.0
unmatched_applicants,1059.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,734.0,733.0,756.0,779.0,788.0,830.0,831.0,863.0,893.0,918.0,937.0,952.0,972.0,991.0,1007.0
unmatched_applicants,1060.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,733.0,745.0,753.0,779.0,797.0,824.0,862.0,863.0,894.0,915.0,931.0,944.0,976.0,1003.0,1014.0
