Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,337.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,225.0,233.0,238.0,246.0,254.0,257.0,267.0,274.0,276.0,283.0,290.0,295.0,300.0,303.0,300.0,316.0,309.0,311.0,321.0,320.0,324.0,326.0,323.0,328.0,329.0,329.0,332.0,334.0
unmatched_applicants,337.0,214.0,217.0,214.0,214.0,214.0,216.0,217.0,216.0,227.0,231.0,241.0,249.0,258.0,259.0,264.0,273.0,279.0,279.0,281.0,288.0,300.0,301.0,302.0,307.0,311.0,310.0,317.0,313.0,325.0,323.0,326.0,328.0,328.0,328.0,336.0,332.0
unmatched_applicants,336.0,214.0,216.0,214.0,214.0,214.0,217.0,219.0,223.0,222.0,232.0,243.0,246.0,248.0,263.0,269.0,275.0,279.0,284.0,282.0,292.0,298.0,295.0,305.0,308.0,307.0,314.0,317.0,320.0,322.0,323.0,328.0,327.0,331.0,329.0,336.0,334.0
unmatched_applicants,340.0,214.0,214.0,214.0,214.0,214.0,215.0,216.0,218.0,221.0,231.0,242.0,242.0,255.0,258.0,268.0,274.0,283.0,282.0,289.0,286.0,294.0,302.0,306.0,307.0,309.0,314.0,314.0,318.0,324.0,322.0,328.0,325.0,326.0,333.0,336.0,333.0
unmatched_applicants,338.0,214.0,214.0,214.0,214.0,215.0,214.0,218.0,219.0,223.0,235.0,238.0,243.0,250.0,258.0,267.0,272.0,277.0,286.0,282.0,294.0,289.0,301.0,304.0,308.0,311.0,314.0,318.0,321.0,322.0,322.0,323.0,329.0,328.0,333.0,328.0,333.0
unmatched_applicants,340.0,214.0,214.0,214.0,214.0,214.0,214.0,217.0,217.0,226.0,233.0,237.0,254.0,258.0,262.0,269.0,273.0,277.0,281.0,286.0,294.0,291.0,301.0,308.0,311.0,310.0,314.0,317.0,321.0,316.0,326.0,327.0,328.0,331.0,332.0,331.0,331.0
unmatched_applicants,339.0,214.0,215.0,214.0,214.0,214.0,214.0,216.0,221.0,223.0,231.0,239.0,242.0,252.0,260.0,266.0,267.0,280.0,279.0,289.0,290.0,299.0,301.0,305.0,305.0,310.0,312.0,312.0,320.0,319.0,320.0,325.0,328.0,327.0,337.0,333.0,335.0
unmatched_applicants,339.0,215.0,214.0,214.0,214.0,214.0,214.0,215.0,222.0,226.0,235.0,241.0,246.0,254.0,263.0,265.0,274.0,280.0,276.0,289.0,296.0,298.0,302.0,305.0,312.0,309.0,315.0,318.0,318.0,319.0,324.0,324.0,331.0,330.0,332.0,333.0,334.0
unmatched_applicants,337.0,214.0,214.0,215.0,214.0,214.0,215.0,219.0,222.0,226.0,233.0,240.0,251.0,250.0,256.0,260.0,270.0,274.0,282.0,285.0,295.0,300.0,301.0,302.0,309.0,310.0,311.0,316.0,319.0,321.0,321.0,322.0,328.0,331.0,334.0,332.0,335.0
unmatched_applicants,341.0,214.0,214.0,214.0,214.0,214.0,215.0,215.0,224.0,225.0,232.0,235.0,242.0,251.0,263.0,269.0,271.0,279.0,284.0,288.0,292.0,294.0,303.0,302.0,302.0,312.0,316.0,317.0,318.0,324.0,321.0,325.0,327.0,331.0,325.0,331.0,332.0
unfilled_spots,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,24.0,32.0,40.0,43.0,53.0,60.0,62.0,69.0,76.0,81.0,86.0,89.0,86.0,102.0,95.0,97.0,107.0,106.0,110.0,112.0,109.0,114.0,115.0,115.0,118.0,120.0
unfilled_spots,123.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,13.0,17.0,27.0,35.0,44.0,45.0,50.0,59.0,65.0,65.0,67.0,74.0,86.0,87.0,88.0,93.0,97.0,96.0,103.0,99.0,111.0,109.0,112.0,114.0,114.0,114.0,122.0,118.0
unfilled_spots,122.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,9.0,8.0,18.0,29.0,32.0,34.0,49.0,55.0,61.0,65.0,70.0,68.0,78.0,84.0,81.0,91.0,94.0,93.0,100.0,103.0,106.0,108.0,109.0,114.0,113.0,117.0,115.0,122.0,120.0
unfilled_spots,126.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,17.0,28.0,28.0,41.0,44.0,54.0,60.0,69.0,68.0,75.0,72.0,80.0,88.0,92.0,93.0,95.0,100.0,100.0,104.0,110.0,108.0,114.0,111.0,112.0,119.0,122.0,119.0
unfilled_spots,124.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,9.0,21.0,24.0,29.0,36.0,44.0,53.0,58.0,63.0,72.0,68.0,80.0,75.0,87.0,90.0,94.0,97.0,100.0,104.0,107.0,108.0,108.0,109.0,115.0,114.0,119.0,114.0,119.0
unfilled_spots,126.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,19.0,23.0,40.0,44.0,48.0,55.0,59.0,63.0,67.0,72.0,80.0,77.0,87.0,94.0,97.0,96.0,100.0,103.0,107.0,102.0,112.0,113.0,114.0,117.0,118.0,117.0,117.0
unfilled_spots,125.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,17.0,25.0,28.0,38.0,46.0,52.0,53.0,66.0,65.0,75.0,76.0,85.0,87.0,91.0,91.0,96.0,98.0,98.0,106.0,105.0,106.0,111.0,114.0,113.0,123.0,119.0,121.0
unfilled_spots,125.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,21.0,27.0,32.0,40.0,49.0,51.0,60.0,66.0,62.0,75.0,82.0,84.0,88.0,91.0,98.0,95.0,101.0,104.0,104.0,105.0,110.0,110.0,117.0,116.0,118.0,119.0,120.0
unfilled_spots,123.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,8.0,12.0,19.0,26.0,37.0,36.0,42.0,46.0,56.0,60.0,68.0,71.0,81.0,86.0,87.0,88.0,95.0,96.0,97.0,102.0,105.0,107.0,107.0,108.0,114.0,117.0,120.0,118.0,121.0
unfilled_spots,127.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,11.0,18.0,21.0,28.0,37.0,49.0,55.0,57.0,65.0,70.0,74.0,78.0,80.0,89.0,88.0,88.0,98.0,102.0,103.0,104.0,110.0,107.0,111.0,113.0,117.0,111.0,117.0,118.0
reviews_per_program,169.71428571428572,169.71428571428572,169.71428571428572,151.02197802197801,98.41758241758242,46.637362637362635,29.384615384615383,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956,147.95604395604394,152.30769230769232,156.65934065934067
reviews_per_program,169.71428571428572,169.71428571428572,169.71428571428572,157.32967032967034,94.57142857142857,50.18681318681319,29.186813186813186,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956,147.95604395604394,152.30769230769232,156.65934065934067
reviews_per_program,169.71428571428572,169.71428571428572,169.71428571428572,148.74725274725276,93.50549450549451,46.10989010989011,30.78021978021978,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956,147.95604395604394,152.30769230769232,156.65934065934067
reviews_per_program,169.71428571428572,169.71428571428572,169.71428571428572,154.34065934065933,98.26373626373626,49.57142857142857,30.824175824175825,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956,147.95604395604394,152.30769230769232,156.65934065934067
reviews_per_program,169.71428571428572,169.71428571428572,169.71428571428572,149.1098901098901,102.25274725274726,42.879120879120876,32.08791208791209,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956,147.95604395604394,152.30769230769232,156.65934065934067
reviews_per_program,169.71428571428572,169.71428571428572,169.71428571428572,154.21978021978023,94.32967032967034,38.032967032967036,32.604395604395606,32.032967032967036,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956,147.95604395604394,152.30769230769232,156.65934065934067
