Parameter,0,1,2,3,4,5
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,57.61538461538461,42.30769230769231
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,57.46153846153846,44.0
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,56.84615384615385,50.30769230769231
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,65.0,48.15384615384615
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,62.07692307692308,48.46153846153846
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,61.84615384615385,43.92307692307692
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,59.61538461538461,45.84615384615385
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,59.69230769230769,46.23076923076923
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,58.0,44.07692307692308
reviews_per_program,67.6923076923077,67.6923076923077,67.6923076923077,67.6923076923077,57.61538461538461,49.30769230769231
pct_interview_given_signal,0.0,1.2636363636363637,1.1636363636363636,1.112121212121212,1.0022727272727272,0.8981818181818182
pct_interview_given_signal,0.0,1.290909090909091,1.1727272727272726,1.112121212121212,1.009090909090909,0.8963636363636364
pct_interview_given_signal,0.0,1.2545454545454546,1.1954545454545455,1.0818181818181818,1.0295454545454545,0.8909090909090909
pct_interview_given_signal,0.0,1.2636363636363637,1.1636363636363636,1.0818181818181818,1.0272727272727273,0.8818181818181818
pct_interview_given_signal,0.0,1.2454545454545454,1.1772727272727272,1.106060606060606,1.0045454545454546,0.88
pct_interview_given_signal,0.0,1.2454545454545454,1.1954545454545455,1.1181818181818182,1.0204545454545455,0.8927272727272727
pct_interview_given_signal,0.0,1.2818181818181817,1.190909090909091,1.1090909090909091,1.0136363636363637,0.8945454545454545
pct_interview_given_signal,0.0,1.2363636363636363,1.1863636363636363,1.1242424242424243,1.0295454545454545,0.8945454545454545
pct_interview_given_signal,0.0,1.2272727272727273,1.1636363636363636,1.1,1.0386363636363636,0.8927272727272727
pct_interview_given_signal,0.0,1.2727272727272727,1.1727272727272726,1.112121212121212,0.990909090909091,0.8872727272727273
pct_interview_given_nosignal,0.5613636363636364,0.461038961038961,0.3606060606060606,0.2309090909090909,0.12045454545454545,0.0
pct_interview_given_nosignal,0.5613636363636364,0.45714285714285713,0.3575757575757576,0.2309090909090909,0.11363636363636363,0.0030303030303030303
pct_interview_given_nosignal,0.5613636363636364,0.4623376623376623,0.35,0.24909090909090909,0.09318181818181819,0.012121212121212121
pct_interview_given_nosignal,0.5613636363636364,0.461038961038961,0.3606060606060606,0.24909090909090909,0.09545454545454546,0.02727272727272727
pct_interview_given_nosignal,0.5613636363636364,0.4636363636363636,0.3560606060606061,0.23454545454545456,0.11818181818181818,0.030303030303030304
pct_interview_given_nosignal,0.5613636363636364,0.4636363636363636,0.35,0.22727272727272727,0.10227272727272728,0.00909090909090909
pct_interview_given_nosignal,0.5613636363636364,0.4584415584415584,0.3515151515151515,0.23272727272727273,0.10909090909090909,0.006060606060606061
pct_interview_given_nosignal,0.5613636363636364,0.4649350649350649,0.353030303030303,0.22363636363636363,0.09318181818181819,0.006060606060606061
pct_interview_given_nosignal,0.5613636363636364,0.4662337662337662,0.3606060606060606,0.2381818181818182,0.08409090909090909,0.00909090909090909
pct_interview_given_nosignal,0.5613636363636364,0.4597402597402597,0.3575757575757576,0.2309090909090909,0.1318181818181818,0.01818181818181818
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_interview_given_application,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9615384615384616,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
