Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,2998.0,854.0,774.0,719.0,725.0,872.0,1109.0,1372.0,1607.0,1808.0,1964.0,2135.0,2233.0,2337.0,2450.0,2503.0,2581.0,2654.0,2695.0,2736.0,2800.0,2814.0,2886.0,2916.0,2936.0,2984.0
unmatched_applicants,2992.0,836.0,792.0,728.0,711.0,865.0,1145.0,1396.0,1613.0,1815.0,1988.0,2109.0,2232.0,2361.0,2423.0,2506.0,2584.0,2645.0,2702.0,2765.0,2780.0,2840.0,2881.0,2913.0,2946.0,2988.0
unmatched_applicants,3003.0,843.0,756.0,723.0,731.0,871.0,1136.0,1401.0,1590.0,1812.0,1967.0,2100.0,2240.0,2319.0,2406.0,2521.0,2598.0,2636.0,2684.0,2760.0,2782.0,2832.0,2887.0,2904.0,2942.0,2982.0
unmatched_applicants,3009.0,845.0,766.0,711.0,713.0,843.0,1101.0,1397.0,1580.0,1797.0,1993.0,2097.0,2213.0,2333.0,2414.0,2536.0,2584.0,2642.0,2701.0,2756.0,2805.0,2830.0,2871.0,2935.0,2947.0,2984.0
unmatched_applicants,2996.0,837.0,779.0,723.0,716.0,870.0,1125.0,1387.0,1589.0,1782.0,1962.0,2100.0,2233.0,2324.0,2431.0,2490.0,2560.0,2631.0,2704.0,2754.0,2775.0,2842.0,2875.0,2909.0,2940.0,2970.0
unmatched_applicants,2970.0,854.0,761.0,713.0,730.0,880.0,1132.0,1391.0,1559.0,1797.0,2021.0,2127.0,2205.0,2320.0,2433.0,2522.0,2577.0,2648.0,2694.0,2743.0,2795.0,2834.0,2868.0,2914.0,2953.0,2983.0
unmatched_applicants,3003.0,820.0,768.0,718.0,737.0,880.0,1152.0,1380.0,1610.0,1817.0,1963.0,2120.0,2231.0,2341.0,2420.0,2519.0,2588.0,2648.0,2692.0,2741.0,2800.0,2827.0,2867.0,2905.0,2923.0,2968.0
unmatched_applicants,2995.0,853.0,767.0,705.0,714.0,869.0,1117.0,1393.0,1603.0,1800.0,1981.0,2088.0,2214.0,2333.0,2415.0,2512.0,2562.0,2629.0,2702.0,2742.0,2778.0,2810.0,2853.0,2929.0,2941.0,2971.0
unmatched_applicants,2993.0,817.0,784.0,725.0,756.0,842.0,1103.0,1364.0,1616.0,1824.0,1964.0,2119.0,2222.0,2340.0,2429.0,2493.0,2556.0,2629.0,2689.0,2724.0,2783.0,2818.0,2900.0,2914.0,2937.0,2966.0
unmatched_applicants,3016.0,844.0,770.0,719.0,707.0,882.0,1132.0,1385.0,1595.0,1818.0,1941.0,2111.0,2225.0,2341.0,2413.0,2499.0,2578.0,2649.0,2693.0,2729.0,2775.0,2830.0,2866.0,2922.0,2931.0,2988.0
