Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,12900.0,6242.0,6193.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6204.0,6260.0,6517.0,6897.0,7361.0,7866.0,8314.0,8745.0,9192.0,9539.0,9892.0,10168.0,10471.0,10752.0,10915.0,11195.0,11386.0,11572.0,11817.0,11924.0,12116.0,12262.0,12392.0,12549.0,12649.0,12794.0
unmatched_applicants,12913.0,6227.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6333.0,6560.0,6971.0,7458.0,7901.0,8328.0,8723.0,9208.0,9554.0,9880.0,10139.0,10447.0,10696.0,11001.0,11198.0,11404.0,11614.0,11829.0,11978.0,12111.0,12272.0,12405.0,12609.0,12692.0,12821.0
unmatched_applicants,12947.0,6231.0,6199.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6198.0,6288.0,6565.0,6920.0,7450.0,7865.0,8323.0,8840.0,9104.0,9474.0,9853.0,10161.0,10472.0,10751.0,11000.0,11200.0,11415.0,11552.0,11737.0,12016.0,12072.0,12270.0,12443.0,12561.0,12631.0,12791.0
unmatched_applicants,12881.0,6250.0,6191.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6195.0,6314.0,6523.0,6963.0,7408.0,7761.0,8422.0,8691.0,9192.0,9567.0,9877.0,10178.0,10445.0,10695.0,10947.0,11218.0,11441.0,11628.0,11751.0,11935.0,12130.0,12274.0,12465.0,12557.0,12651.0,12865.0
unmatched_applicants,12914.0,6229.0,6198.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6210.0,6287.0,6620.0,6997.0,7486.0,7862.0,8366.0,8804.0,9169.0,9550.0,9876.0,10139.0,10448.0,10682.0,10990.0,11195.0,11460.0,11553.0,11786.0,12040.0,12155.0,12282.0,12392.0,12532.0,12676.0,12756.0
unmatched_applicants,12902.0,6217.0,6196.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6200.0,6295.0,6538.0,6936.0,7428.0,7941.0,8388.0,8707.0,9120.0,9543.0,9867.0,10165.0,10456.0,10754.0,10995.0,11196.0,11411.0,11560.0,11818.0,11954.0,12138.0,12239.0,12442.0,12569.0,12678.0,12795.0
unmatched_applicants,12929.0,6215.0,6198.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6193.0,6301.0,6644.0,6963.0,7429.0,7948.0,8324.0,8781.0,9126.0,9552.0,9882.0,10174.0,10448.0,10751.0,10991.0,11148.0,11421.0,11583.0,11808.0,11966.0,12126.0,12296.0,12448.0,12584.0,12682.0,12778.0
unmatched_applicants,12918.0,6226.0,6198.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6221.0,6310.0,6510.0,6912.0,7385.0,7844.0,8306.0,8865.0,9137.0,9531.0,9849.0,10254.0,10482.0,10709.0,10963.0,11204.0,11409.0,11615.0,11816.0,11964.0,12132.0,12301.0,12444.0,12595.0,12684.0,12817.0
unmatched_applicants,12925.0,6244.0,6192.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6196.0,6282.0,6531.0,6950.0,7380.0,7875.0,8358.0,8778.0,9154.0,9516.0,9908.0,10238.0,10463.0,10689.0,10978.0,11191.0,11389.0,11641.0,11768.0,11966.0,12127.0,12244.0,12445.0,12515.0,12647.0,12748.0
unmatched_applicants,12902.0,6212.0,6198.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6197.0,6204.0,6333.0,6571.0,6893.0,7411.0,7846.0,8310.0,8648.0,9231.0,9569.0,9885.0,10164.0,10434.0,10701.0,10955.0,11200.0,11431.0,11613.0,11796.0,12015.0,12141.0,12227.0,12422.0,12511.0,12651.0,12803.0
