Parameter,0,1,2,3,4,5,6,7,8,9,10,11
unmatched_applicants,760.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0
unmatched_applicants,755.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0
unmatched_applicants,756.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,726.0
unmatched_applicants,772.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,758.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,732.0
unmatched_applicants,774.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,746.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,732.0
unmatched_applicants,765.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0
unmatched_applicants,774.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,755.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,731.0
unfilled_spots,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
unfilled_spots,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
unfilled_spots,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
unfilled_spots,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
unfilled_spots,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,101.03703703703704,91.0,72.69444444444444,69.60648148148148,74.17592592592592,80.97222222222223
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,99.75462962962963,86.48148148148148,73.43055555555556,69.71296296296296,74.27314814814815,80.97222222222223
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,100.82870370370371,87.46296296296296,73.56018518518519,69.53703703703704,73.69907407407408,80.97222222222223
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,101.01388888888889,89.64814814814815,73.92592592592592,70.0,73.75925925925925,80.97222222222223
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,100.89814814814815,88.27314814814815,72.49537037037037,69.22685185185185,74.0,80.97222222222223
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,102.74074074074075,100.26388888888889,90.20370370370371,73.63888888888889,70.74537037037037,73.85185185185185,81.05555555555556
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,100.56018518518519,88.10185185185185,74.37037037037037,68.9074074074074,73.94907407407408,81.04629629629629
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,102.72685185185185,101.68981481481481,89.00925925925925,73.02314814814815,69.10185185185185,74.0,80.97222222222223
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,100.06481481481481,87.41666666666667,74.38888888888889,69.4074074074074,73.74537037037037,81.04166666666667
reviews_per_program,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,103.05555555555556,102.75925925925925,100.95370370370371,87.33333333333333,73.61574074074075,68.38888888888889,74.14351851851852,80.97222222222223
pct_interview_given_signal,0.0,1.0333333333333334,1.0251572327044025,1.0174004192872117,1.0171383647798742,1.0133333333333334,1.0058700209643605,0.9804132973944295,0.9217767295597484,0.8406009783368273,0.7603773584905661,0.6915951972555746
pct_interview_given_signal,0.0,1.0308176100628932,1.018238993710692,1.0230607966457024,1.0132075471698114,1.0143396226415093,1.0032494758909853,0.9768194070080862,0.9205974842767296,0.8405310971348707,0.760314465408805,0.6915951972555746
pct_interview_given_signal,0.0,1.0276729559748428,1.0279874213836477,1.0207547169811322,1.0150943396226415,1.0110691823899371,1.0037735849056604,0.9831087151841869,0.9236635220125786,0.839832285115304,0.7606289308176101,0.6915951972555746
pct_interview_given_signal,0.0,1.0314465408805031,1.0273584905660378,1.019496855345912,1.015880503144654,1.009937106918239,1.0029350104821804,0.981581311769991,0.9159591194968554,0.8380153738644305,0.7606289308176101,0.6915951972555746
pct_interview_given_signal,0.0,1.0308176100628932,1.0223270440251573,1.019916142557652,1.0179245283018867,1.0137106918238994,1.0052410901467506,0.984366576819407,0.9250786163522012,0.8406708595387841,0.760188679245283,0.6915951972555746
pct_interview_given_signal,0.0,1.030188679245283,1.0248427672955975,1.019496855345912,1.0166666666666666,1.0108176100628932,1.0047169811320755,0.9793351302785265,0.9230345911949686,0.837456324248777,0.76,0.691538021726701
pct_interview_given_signal,0.0,1.0264150943396226,1.0248427672955975,1.0153039832285116,1.0160377358490567,1.0127044025157232,1.0045073375262055,0.9833782569631626,0.9183962264150943,0.8423480083857442,0.760188679245283,0.691538021726701
pct_interview_given_signal,0.0,1.030188679245283,1.029874213836478,1.0224318658280922,1.0165094339622642,1.0093081761006288,1.0045073375262055,0.9807726864330638,0.9215408805031446,0.8418588399720475,0.760125786163522,0.6915951972555746
pct_interview_given_signal,0.0,1.0327044025157233,1.0220125786163523,1.0234800838574423,1.0157232704402517,1.0129559748427672,1.0056603773584907,0.9788858939802336,0.9174528301886793,0.8409503843466107,0.7606289308176101,0.6914236706689537
pct_interview_given_signal,0.0,1.019496855345912,1.0254716981132075,1.020125786163522,1.0165094339622642,1.0111949685534591,1.0058700209643605,0.9776280323450135,0.9215408805031446,0.8429070580013976,0.759245283018868,0.6915951972555746
pct_interview_given_nosignal,0.5433962264150943,0.5057087566521529,0.4631027253668763,0.4141223556317896,0.3538993710691824,0.28232005590496156,0.19654088050314467,0.10637915543575921,0.03888888888888889,0.008427672955974843,0.0009433962264150943,0.0
pct_interview_given_nosignal,0.5433962264150943,0.5059022738268021,0.46425576519916145,0.4125786163522013,0.35547169811320756,0.28176100628930817,0.1985062893081761,0.10997304582210242,0.040461215932914046,0.008553459119496854,0.00110062893081761,0.0
pct_interview_given_nosignal,0.5433962264150943,0.5061441702951137,0.4626310272536688,0.41320754716981134,0.35471698113207545,0.2835779175401817,0.19811320754716982,0.10368373764600179,0.03637316561844864,0.009811320754716982,0.00031446540880503143,0.0
pct_interview_given_nosignal,0.5433962264150943,0.5058538945331398,0.46273584905660375,0.4135506003430532,0.3544025157232704,0.28420684835779175,0.19874213836477989,0.10521114106019766,0.046645702306079666,0.013081761006289308,0.00031446540880503143,0.0
pct_interview_given_nosignal,0.5433962264150943,0.5059022738268021,0.4635744234800839,0.41343624928530587,0.35358490566037737,0.28211041229909156,0.1970125786163522,0.10242587601078167,0.03448637316561845,0.00830188679245283,0.0014150943396226414,0.0
pct_interview_given_nosignal,0.5433962264150943,0.5059506531204644,0.4631551362683438,0.4135506003430532,0.3540880503144654,0.283717679944095,0.1974056603773585,0.10745732255166217,0.037211740041928724,0.014088050314465408,0.0018867924528301887,0.00020964360587002095
pct_interview_given_nosignal,0.5433962264150943,0.5062409288824383,0.4631551362683438,0.414694110920526,0.3543396226415094,0.28266946191474496,0.197562893081761,0.10341419586702606,0.04339622641509434,0.005283018867924529,0.0014150943396226414,0.00020964360587002095
pct_interview_given_nosignal,0.5433962264150943,0.5059506531204644,0.46231656184486375,0.4127501429388222,0.35415094339622644,0.28455625436757515,0.197562893081761,0.10601976639712489,0.03920335429769392,0.006163522012578616,0.0015723270440251573,0.0
pct_interview_given_nosignal,0.5433962264150943,0.5057571359458152,0.4636268343815514,0.41246426529445396,0.35446540880503147,0.28252969951083157,0.19669811320754718,0.10790655884995508,0.04465408805031446,0.00779874213836478,0.00031446540880503143,0.0006289308176100629
pct_interview_given_nosignal,0.5433962264150943,0.5067731011127238,0.4630503144654088,0.41337907375643224,0.35415094339622644,0.283508036338225,0.19654088050314467,0.1091644204851752,0.03920335429769392,0.004276729559748427,0.0037735849056603774,0.0
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_interview_given_application,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943,0.5433962264150943
pct_of_app_match_via_signal_given_matched,0.0,0.9745370370370371,0.9976851851851852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9895833333333334,0.9965277777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9618055555555556,0.9942129629629629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9641203703703703,0.9953703703703703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9768518518518519,0.9976851851851852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9745370370370371,0.9988425925925926,0.9988425925925926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.96875,0.9988425925925926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9733796296296297,0.9988425925925926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9768518518518519,0.9988425925925926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
