Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
unmatched_applicants,5436.0,4648.0,4648.0,4648.0,4648.0,4649.0,4651.0,4682.0,4728.0,4800.0,4860.0,4909.0,4963.0,5030.0,5086.0,5116.0,5176.0,5208.0,5226.0,5276.0,5300.0,5323.0,5348.0,5384.0
unmatched_applicants,5433.0,4648.0,4648.0,4648.0,4649.0,4649.0,4654.0,4673.0,4720.0,4762.0,4857.0,4914.0,4994.0,5026.0,5078.0,5114.0,5161.0,5220.0,5234.0,5266.0,5309.0,5328.0,5351.0,5386.0
unmatched_applicants,5452.0,4648.0,4648.0,4648.0,4648.0,4648.0,4652.0,4676.0,4706.0,4753.0,4846.0,4930.0,4962.0,5041.0,5085.0,5137.0,5168.0,5205.0,5235.0,5268.0,5301.0,5335.0,5364.0,5373.0
unmatched_applicants,5428.0,4648.0,4648.0,4648.0,4648.0,4652.0,4648.0,4674.0,4724.0,4776.0,4845.0,4907.0,4977.0,5021.0,5062.0,5116.0,5156.0,5204.0,5245.0,5271.0,5308.0,5332.0,5363.0,5373.0
unmatched_applicants,5438.0,4648.0,4648.0,4648.0,4648.0,4652.0,4652.0,4668.0,4719.0,4794.0,4851.0,4919.0,4964.0,5048.0,5078.0,5139.0,5176.0,5213.0,5229.0,5282.0,5304.0,5341.0,5354.0,5379.0
unmatched_applicants,5438.0,4648.0,4648.0,4648.0,4648.0,4648.0,4653.0,4685.0,4724.0,4753.0,4834.0,4912.0,4984.0,5036.0,5073.0,5128.0,5172.0,5199.0,5240.0,5275.0,5301.0,5326.0,5364.0,5393.0
unmatched_applicants,5444.0,4648.0,4648.0,4648.0,4648.0,4648.0,4656.0,4676.0,4710.0,4780.0,4855.0,4900.0,4966.0,5018.0,5086.0,5131.0,5160.0,5214.0,5249.0,5265.0,5319.0,5330.0,5357.0,5376.0
unmatched_applicants,5445.0,4648.0,4648.0,4648.0,4648.0,4648.0,4657.0,4687.0,4719.0,4790.0,4840.0,4907.0,4964.0,5050.0,5087.0,5131.0,5161.0,5218.0,5231.0,5269.0,5299.0,5324.0,5361.0,5384.0
unmatched_applicants,5434.0,4648.0,4648.0,4648.0,4648.0,4652.0,4656.0,4673.0,4712.0,4773.0,4836.0,4908.0,4952.0,5024.0,5089.0,5130.0,5155.0,5197.0,5250.0,5279.0,5302.0,5357.0,5355.0,5374.0
unmatched_applicants,5444.0,4648.0,4648.0,4648.0,4648.0,4649.0,4656.0,4665.0,4711.0,4796.0,4842.0,4889.0,4985.0,5023.0,5094.0,5139.0,5159.0,5207.0,5234.0,5281.0,5318.0,5330.0,5373.0,5393.0
unfilled_spots,788.0,0.0,0.0,0.0,0.0,1.0,3.0,34.0,80.0,152.0,212.0,261.0,315.0,382.0,438.0,468.0,528.0,560.0,578.0,628.0,652.0,675.0,700.0,736.0
unfilled_spots,785.0,0.0,0.0,0.0,1.0,1.0,6.0,25.0,72.0,114.0,209.0,266.0,346.0,378.0,430.0,466.0,513.0,572.0,586.0,618.0,661.0,680.0,703.0,738.0
unfilled_spots,804.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,58.0,105.0,198.0,282.0,314.0,393.0,437.0,489.0,520.0,557.0,587.0,620.0,653.0,687.0,716.0,725.0
unfilled_spots,780.0,0.0,0.0,0.0,0.0,4.0,0.0,26.0,76.0,128.0,197.0,259.0,329.0,373.0,414.0,468.0,508.0,556.0,597.0,623.0,660.0,684.0,715.0,725.0
