Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,259.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,216.0,214.0,214.0,221.0,220.0,224.0,232.0,228.0,248.0,245.0,243.0,249.0
unmatched_applicants,265.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,216.0,215.0,219.0,223.0,227.0,223.0,230.0,237.0,244.0,246.0,248.0
unmatched_applicants,264.0,214.0,214.0,215.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,214.0,214.0,215.0,223.0,222.0,227.0,226.0,230.0,241.0,241.0,248.0,249.0
unmatched_applicants,263.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,215.0,217.0,220.0,224.0,225.0,230.0,235.0,241.0,247.0,248.0,253.0
unmatched_applicants,263.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,214.0,214.0,220.0,215.0,226.0,226.0,230.0,229.0,243.0,240.0,242.0,250.0
unmatched_applicants,261.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,216.0,214.0,215.0,220.0,223.0,229.0,226.0,227.0,240.0,240.0,243.0,252.0
unmatched_applicants,266.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,214.0,214.0,217.0,221.0,220.0,225.0,236.0,231.0,237.0,249.0,252.0,253.0
unmatched_applicants,263.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,214.0,214.0,218.0,222.0,232.0,232.0,235.0,242.0,242.0,242.0,247.0
unmatched_applicants,264.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,218.0,219.0,220.0,225.0,230.0,233.0,237.0,247.0,249.0,253.0
unmatched_applicants,266.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,223.0,219.0,222.0,227.0,228.0,233.0,234.0,243.0,251.0,247.0
unfilled_spots,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,6.0,10.0,18.0,14.0,34.0,31.0,29.0,35.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,9.0,13.0,9.0,16.0,23.0,30.0,32.0,34.0
unfilled_spots,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,8.0,13.0,12.0,16.0,27.0,27.0,34.0,35.0
unfilled_spots,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,10.0,11.0,16.0,21.0,27.0,33.0,34.0,39.0
unfilled_spots,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,12.0,12.0,16.0,15.0,29.0,26.0,28.0,36.0
unfilled_spots,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,9.0,15.0,12.0,13.0,26.0,26.0,29.0,38.0
unfilled_spots,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,6.0,11.0,22.0,17.0,23.0,35.0,38.0,39.0
unfilled_spots,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,18.0,18.0,21.0,28.0,28.0,28.0,33.0
unfilled_spots,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,6.0,11.0,16.0,19.0,23.0,33.0,35.0,39.0
unfilled_spots,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,8.0,13.0,14.0,19.0,20.0,29.0,37.0,33.0
