Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,269.0,210.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,209.0,208.0,214.0,216.0,222.0,221.0,234.0,240.0,241.0,246.0,250.0,253.0,257.0,264.0
unmatched_applicants,269.0,208.0,210.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,209.0,208.0,208.0,210.0,212.0,212.0,214.0,222.0,229.0,230.0,230.0,245.0,246.0,249.0,253.0,263.0,264.0
unmatched_applicants,275.0,209.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,210.0,210.0,215.0,220.0,225.0,233.0,237.0,235.0,235.0,249.0,252.0,262.0,262.0
unmatched_applicants,271.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,211.0,211.0,210.0,214.0,218.0,228.0,232.0,240.0,240.0,245.0,246.0,255.0,259.0,271.0
unmatched_applicants,261.0,208.0,209.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,213.0,212.0,213.0,217.0,222.0,228.0,233.0,237.0,250.0,249.0,254.0,267.0,264.0
unmatched_applicants,263.0,213.0,210.0,209.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,210.0,213.0,214.0,219.0,219.0,232.0,237.0,237.0,246.0,250.0,257.0,269.0,261.0
unmatched_applicants,255.0,209.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,213.0,219.0,220.0,227.0,225.0,230.0,238.0,237.0,254.0,259.0,256.0,259.0
unmatched_applicants,272.0,212.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,213.0,215.0,225.0,223.0,227.0,238.0,235.0,242.0,240.0,246.0,254.0,262.0
unmatched_applicants,275.0,209.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,210.0,215.0,215.0,223.0,221.0,228.0,235.0,240.0,238.0,248.0,247.0,260.0,261.0
unmatched_applicants,264.0,210.0,209.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,215.0,213.0,220.0,225.0,236.0,237.0,239.0,246.0,252.0,262.0,258.0,267.0
unfilled_spots,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,14.0,13.0,26.0,32.0,33.0,38.0,42.0,45.0,49.0,56.0
unfilled_spots,61.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,6.0,14.0,21.0,22.0,22.0,37.0,38.0,41.0,45.0,55.0,56.0
unfilled_spots,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,12.0,17.0,25.0,29.0,27.0,27.0,41.0,44.0,54.0,54.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,10.0,20.0,24.0,32.0,32.0,37.0,38.0,47.0,51.0,63.0
