Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,2225.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1320.0,1336.0,1372.0,1446.0,1505.0,1596.0,1688.0,1764.0,1815.0,1854.0,1900.0,1954.0,2020.0,2040.0,2088.0,2125.0
unmatched_applicants,2216.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1318.0,1339.0,1390.0,1455.0,1522.0,1605.0,1672.0,1738.0,1813.0,1862.0,1911.0,1975.0,2008.0,2050.0,2095.0,2124.0
unmatched_applicants,2201.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1352.0,1369.0,1429.0,1509.0,1595.0,1661.0,1743.0,1786.0,1858.0,1910.0,1975.0,2003.0,2060.0,2095.0,2124.0
unmatched_applicants,2218.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1323.0,1332.0,1370.0,1417.0,1501.0,1602.0,1681.0,1735.0,1817.0,1858.0,1928.0,1957.0,2002.0,2041.0,2094.0,2110.0
unmatched_applicants,2219.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1321.0,1352.0,1369.0,1427.0,1543.0,1581.0,1651.0,1768.0,1815.0,1864.0,1913.0,1947.0,2014.0,2036.0,2092.0,2117.0
unmatched_applicants,2210.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1319.0,1332.0,1368.0,1454.0,1517.0,1594.0,1672.0,1740.0,1801.0,1850.0,1922.0,1958.0,2002.0,2047.0,2084.0,2118.0
unmatched_applicants,2219.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1319.0,1329.0,1393.0,1425.0,1508.0,1597.0,1678.0,1744.0,1782.0,1865.0,1936.0,1957.0,2003.0,2025.0,2077.0,2120.0
unmatched_applicants,2223.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1329.0,1368.0,1452.0,1518.0,1603.0,1678.0,1738.0,1795.0,1865.0,1928.0,1957.0,2007.0,2041.0,2084.0,2115.0
unmatched_applicants,2219.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1347.0,1402.0,1444.0,1522.0,1597.0,1673.0,1744.0,1791.0,1864.0,1905.0,1960.0,1997.0,2056.0,2080.0,2138.0
unmatched_applicants,2227.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1332.0,1394.0,1431.0,1510.0,1596.0,1696.0,1739.0,1797.0,1828.0,1908.0,1972.0,1999.0,2048.0,2059.0,2128.0
unfilled_spots,909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,56.0,130.0,189.0,280.0,372.0,448.0,499.0,538.0,584.0,638.0,704.0,724.0,772.0,809.0
unfilled_spots,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,74.0,139.0,206.0,289.0,356.0,422.0,497.0,546.0,595.0,659.0,692.0,734.0,779.0,808.0
unfilled_spots,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,53.0,113.0,193.0,279.0,345.0,427.0,470.0,542.0,594.0,659.0,687.0,744.0,779.0,808.0
unfilled_spots,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,54.0,101.0,185.0,286.0,365.0,419.0,501.0,542.0,612.0,641.0,686.0,725.0,778.0,794.0
unfilled_spots,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,53.0,111.0,227.0,265.0,335.0,452.0,499.0,548.0,597.0,631.0,698.0,720.0,776.0,801.0
unfilled_spots,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,52.0,138.0,201.0,278.0,356.0,424.0,485.0,534.0,606.0,642.0,686.0,731.0,768.0,802.0
unfilled_spots,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,77.0,109.0,192.0,281.0,362.0,428.0,466.0,549.0,620.0,641.0,687.0,709.0,761.0,804.0
unfilled_spots,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,52.0,136.0,202.0,287.0,362.0,422.0,479.0,549.0,612.0,641.0,691.0,725.0,768.0,799.0
unfilled_spots,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,86.0,128.0,206.0,281.0,357.0,428.0,475.0,548.0,589.0,644.0,681.0,740.0,764.0,822.0
unfilled_spots,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,78.0,115.0,194.0,280.0,380.0,423.0,481.0,512.0,592.0,656.0,683.0,732.0,743.0,812.0
reviews_per_program,431.0,431.0,431.0,431.0,431.0,419.9312169312169,304.95767195767195,148.6031746031746,132.75132275132276,143.66666666666666,159.62962962962962,175.59259259259258,191.55555555555554,207.5185185185185,223.4814814814815,239.44444444444446,255.40740740740742,271.3703703703704,287.3333333333333,303.2962962962963,319.25925925925924,335.22222222222223,351.18518518518516,367.14814814814815,383.1111111111111
reviews_per_program,431.0,431.0,431.0,431.0,431.0,423.67724867724866,303.1058201058201,150.40740740740742,127.70370370370371,143.66666666666666,159.62962962962962,175.59259259259258,191.55555555555554,207.5185185185185,223.4814814814815,239.44444444444446,255.40740740740742,271.3703703703704,287.3333333333333,303.2962962962963,319.25925925925924,335.22222222222223,351.18518518518516,367.14814814814815,383.1111111111111
reviews_per_program,431.0,431.0,431.0,431.0,431.0,425.4391534391534,299.1798941798942,149.04761904761904,131.08465608465607,143.66666666666666,159.62962962962962,175.59259259259258,191.55555555555554,207.5185185185185,223.4814814814815,239.44444444444446,255.40740740740742,271.3703703703704,287.3333333333333,303.2962962962963,319.25925925925924,335.22222222222223,351.18518518518516,367.14814814814815,383.1111111111111
reviews_per_program,431.0,431.0,431.0,431.0,431.0,421.6031746031746,315.4179894179894,138.44973544973544,127.70370370370371,143.66666666666666,159.62962962962962,175.59259259259258,191.55555555555554,207.5185185185185,223.4814814814815,239.44444444444446,255.40740740740742,271.3703703703704,287.3333333333333,303.2962962962963,319.25925925925924,335.22222222222223,351.18518518518516,367.14814814814815,383.1111111111111
