Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,1599.0,1215.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1220.0,1232.0,1272.0,1347.0,1393.0,1483.0,1523.0
unmatched_applicants,1604.0,1222.0,1213.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1218.0,1237.0,1268.0,1322.0,1425.0,1455.0,1544.0
unmatched_applicants,1603.0,1213.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1221.0,1250.0,1279.0,1342.0,1374.0,1441.0,1538.0
unmatched_applicants,1596.0,1213.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1225.0,1235.0,1289.0,1341.0,1405.0,1447.0,1546.0
unmatched_applicants,1580.0,1220.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1217.0,1235.0,1281.0,1332.0,1410.0,1471.0,1545.0
unmatched_applicants,1604.0,1214.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1213.0,1212.0,1214.0,1248.0,1268.0,1315.0,1419.0,1472.0,1526.0
unmatched_applicants,1612.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1213.0,1217.0,1234.0,1268.0,1312.0,1390.0,1458.0,1533.0
unmatched_applicants,1606.0,1213.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1216.0,1230.0,1247.0,1313.0,1399.0,1462.0,1570.0
unmatched_applicants,1602.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1219.0,1228.0,1280.0,1335.0,1401.0,1450.0,1530.0
unmatched_applicants,1571.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1221.0,1229.0,1278.0,1333.0,1375.0,1473.0,1540.0
unfilled_spots,387.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,60.0,135.0,181.0,271.0,311.0
unfilled_spots,392.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,56.0,110.0,213.0,243.0,332.0
unfilled_spots,391.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,67.0,130.0,162.0,229.0,326.0
unfilled_spots,384.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,77.0,129.0,193.0,235.0,334.0
unfilled_spots,368.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,69.0,120.0,198.0,259.0,333.0
unfilled_spots,392.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,36.0,56.0,103.0,207.0,260.0,314.0
unfilled_spots,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,22.0,56.0,100.0,178.0,246.0,321.0
unfilled_spots,394.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,35.0,101.0,187.0,250.0,358.0
unfilled_spots,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,68.0,123.0,189.0,238.0,318.0
