Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,1988.0,1770.0,1770.0,1770.0,1770.0,1779.0,1785.0,1800.0,1837.0,1854.0,1876.0,1902.0,1923.0,1923.0,1946.0,1952.0,1955.0,1966.0
unmatched_applicants,1993.0,1770.0,1770.0,1770.0,1770.0,1776.0,1789.0,1826.0,1843.0,1862.0,1876.0,1896.0,1910.0,1914.0,1938.0,1954.0,1960.0,1970.0
unmatched_applicants,1992.0,1770.0,1770.0,1770.0,1770.0,1774.0,1798.0,1821.0,1839.0,1863.0,1890.0,1894.0,1915.0,1928.0,1938.0,1954.0,1971.0,1970.0
unmatched_applicants,1997.0,1770.0,1770.0,1770.0,1772.0,1771.0,1801.0,1806.0,1846.0,1866.0,1882.0,1899.0,1910.0,1933.0,1939.0,1947.0,1960.0,1974.0
unmatched_applicants,1985.0,1770.0,1770.0,1770.0,1772.0,1779.0,1789.0,1817.0,1838.0,1856.0,1877.0,1894.0,1915.0,1927.0,1941.0,1952.0,1955.0,1970.0
unmatched_applicants,1991.0,1770.0,1770.0,1770.0,1771.0,1777.0,1800.0,1819.0,1832.0,1863.0,1880.0,1899.0,1916.0,1919.0,1939.0,1950.0,1959.0,1973.0
unmatched_applicants,1993.0,1770.0,1770.0,1770.0,1770.0,1773.0,1788.0,1813.0,1835.0,1858.0,1882.0,1895.0,1914.0,1928.0,1937.0,1947.0,1969.0,1972.0
unmatched_applicants,1990.0,1770.0,1770.0,1770.0,1771.0,1772.0,1798.0,1806.0,1841.0,1859.0,1873.0,1902.0,1918.0,1930.0,1934.0,1949.0,1963.0,1968.0
unmatched_applicants,1993.0,1770.0,1770.0,1770.0,1770.0,1773.0,1786.0,1821.0,1843.0,1865.0,1874.0,1896.0,1910.0,1920.0,1937.0,1947.0,1961.0,1971.0
unmatched_applicants,1997.0,1770.0,1770.0,1770.0,1774.0,1776.0,1792.0,1808.0,1837.0,1859.0,1880.0,1900.0,1912.0,1922.0,1939.0,1942.0,1960.0,1966.0
unfilled_spots,218.0,0.0,0.0,0.0,0.0,9.0,15.0,30.0,67.0,84.0,106.0,132.0,153.0,153.0,176.0,182.0,185.0,196.0
unfilled_spots,223.0,0.0,0.0,0.0,0.0,6.0,19.0,56.0,73.0,92.0,106.0,126.0,140.0,144.0,168.0,184.0,190.0,200.0
unfilled_spots,222.0,0.0,0.0,0.0,0.0,4.0,28.0,51.0,69.0,93.0,120.0,124.0,145.0,158.0,168.0,184.0,201.0,200.0
unfilled_spots,227.0,0.0,0.0,0.0,2.0,1.0,31.0,36.0,76.0,96.0,112.0,129.0,140.0,163.0,169.0,177.0,190.0,204.0
unfilled_spots,215.0,0.0,0.0,0.0,2.0,9.0,19.0,47.0,68.0,86.0,107.0,124.0,145.0,157.0,171.0,182.0,185.0,200.0
unfilled_spots,221.0,0.0,0.0,0.0,1.0,7.0,30.0,49.0,62.0,93.0,110.0,129.0,146.0,149.0,169.0,180.0,189.0,203.0
unfilled_spots,223.0,0.0,0.0,0.0,0.0,3.0,18.0,43.0,65.0,88.0,112.0,125.0,144.0,158.0,167.0,177.0,199.0,202.0
unfilled_spots,220.0,0.0,0.0,0.0,1.0,2.0,28.0,36.0,71.0,89.0,103.0,132.0,148.0,160.0,164.0,179.0,193.0,198.0
unfilled_spots,223.0,0.0,0.0,0.0,0.0,3.0,16.0,51.0,73.0,95.0,104.0,126.0,140.0,150.0,167.0,177.0,191.0,201.0
unfilled_spots,227.0,0.0,0.0,0.0,4.0,6.0,22.0,38.0,67.0,89.0,110.0,130.0,142.0,152.0,169.0,172.0,190.0,196.0
reviews_per_program,469.010989010989,263.13186813186815,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
reviews_per_program,469.010989010989,278.9340659340659,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
reviews_per_program,469.010989010989,258.6703296703297,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
reviews_per_program,469.010989010989,268.8241758241758,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
reviews_per_program,469.010989010989,249.6043956043956,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
reviews_per_program,469.010989010989,264.3626373626374,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
reviews_per_program,469.010989010989,257.74725274725273,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
reviews_per_program,469.010989010989,238.03296703296704,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
reviews_per_program,469.010989010989,234.4835164835165,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
reviews_per_program,469.010989010989,254.8021978021978,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067
pct_interview_given_signal,0.0,0.9418931583880038,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_signal,0.0,0.92970946579194,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_signal,0.0,0.9320524835988754,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_signal,0.0,0.9329896907216495,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_signal,0.0,0.9348641049671977,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_signal,0.0,0.9292408622305529,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_signal,0.0,0.9259606373008434,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_signal,0.0,0.9353327085285849,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_signal,0.0,0.9273664479850047,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_signal,0.0,0.9372071227741331,0.5117150890346767,0.34114339268978444,0.25585754451733833,0.20468603561387066,0.17057169634489222,0.14620431115276475,0.12792877225866917,0.11371446422992815,0.10234301780693533,0.09303910709721394,0.08528584817244611,0.07872539831302718,0.07310215557638237,0.06822867853795689,0.06396438612933458,0.0602017751805502
pct_interview_given_nosignal,0.051171508903467666,0.004291422088492083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.051171508903467666,0.004932669067232279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.051171508903467666,0.004809352340551473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.051171508903467666,0.00476002564987915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.051171508903467666,0.004661372268534504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.051171508903467666,0.00495733241256844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.051171508903467666,0.005129975829921571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.051171508903467666,0.004636708923198342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.051171508903467666,0.005055985793913086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
