Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12
unmatched_applicants,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,91.0
unmatched_applicants,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,46.794871794871796,45.88461538461539,45.42307692307692,45.42307692307692,46.166666666666664
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.294871794871796,47.666666666666664,47.44871794871795,45.85897435897436,45.8974358974359,45.48717948717949,46.03846153846154
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,46.94871794871795,46.47435897435897,45.833333333333336,45.48717948717949,45.85897435897436
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.08974358974359,46.14102564102564,44.8974358974359,45.0,45.97435897435897
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.41025641025641,47.666666666666664,47.44871794871795,46.03846153846154,45.11538461538461,45.02564102564103,46.01282051282051
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.35897435897436,46.3974358974359,44.69230769230769,45.217948717948715,46.205128205128204
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,46.73076923076923,46.35897435897436,45.84615384615385,45.0,46.217948717948715
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,46.56410256410256,46.53846153846154,45.833333333333336,45.6025641025641,46.05128205128205
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.03846153846154,47.34615384615385,46.14102564102564,45.01282051282051,45.57692307692308,46.32051282051282
reviews_per_program,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.666666666666664,47.5,47.03846153846154,46.1025641025641,45.64102564102564,45.52564102564103,45.85897435897436
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991258741258742,0.9949494949494949,0.9888111888111888,0.9551811824539097,0.9289044289044289
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995629370629371,0.9891219891219891,0.9818181818181818,0.9513668150031787,0.9163752913752914
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9883449883449883,0.9797202797202798,0.948823903369358,0.9262820512820513
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986888111888111,0.9887334887334888,0.9825174825174825,0.945645263827082,0.9356060606060606
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9994172494172494,1.0,0.9969405594405595,0.986013986013986,0.9821678321678322,0.9453273998728544,0.9201631701631702
