Parameter,0,1,2,3,4,5,6,7,8
unmatched_applicants,2101.0,1319.0,1316.0,1316.0,1324.0,1433.0,1575.0,1712.0,1831.0
unmatched_applicants,2109.0,1317.0,1316.0,1317.0,1337.0,1421.0,1584.0,1713.0,1816.0
unmatched_applicants,2109.0,1321.0,1316.0,1316.0,1336.0,1413.0,1567.0,1712.0,1827.0
unmatched_applicants,2102.0,1324.0,1316.0,1316.0,1331.0,1418.0,1567.0,1713.0,1841.0
unmatched_applicants,2091.0,1320.0,1316.0,1316.0,1334.0,1428.0,1543.0,1701.0,1830.0
unmatched_applicants,2130.0,1316.0,1316.0,1316.0,1340.0,1431.0,1539.0,1689.0,1835.0
unmatched_applicants,2104.0,1324.0,1316.0,1316.0,1325.0,1446.0,1588.0,1721.0,1832.0
unmatched_applicants,2071.0,1316.0,1317.0,1316.0,1339.0,1433.0,1552.0,1676.0,1830.0
unmatched_applicants,2099.0,1320.0,1316.0,1316.0,1317.0,1409.0,1562.0,1699.0,1847.0
unmatched_applicants,2112.0,1319.0,1316.0,1316.0,1329.0,1442.0,1554.0,1711.0,1822.0
unfilled_spots,785.0,3.0,0.0,0.0,8.0,117.0,259.0,396.0,515.0
unfilled_spots,793.0,1.0,0.0,1.0,21.0,105.0,268.0,397.0,500.0
unfilled_spots,793.0,5.0,0.0,0.0,20.0,97.0,251.0,396.0,511.0
unfilled_spots,786.0,8.0,0.0,0.0,15.0,102.0,251.0,397.0,525.0
unfilled_spots,775.0,4.0,0.0,0.0,18.0,112.0,227.0,385.0,514.0
unfilled_spots,814.0,0.0,0.0,0.0,24.0,115.0,223.0,373.0,519.0
unfilled_spots,788.0,8.0,0.0,0.0,9.0,130.0,272.0,405.0,516.0
unfilled_spots,755.0,0.0,1.0,0.0,23.0,117.0,236.0,360.0,514.0
unfilled_spots,783.0,4.0,0.0,0.0,1.0,93.0,246.0,383.0,531.0
unfilled_spots,796.0,3.0,0.0,0.0,13.0,126.0,238.0,395.0,506.0
reviews_per_program,175.59259259259258,175.59259259259258,173.22222222222223,88.11640211640211,63.851851851851855,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
reviews_per_program,175.59259259259258,175.59259259259258,175.59259259259258,88.24867724867725,64.96825396825396,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
reviews_per_program,175.59259259259258,175.59259259259258,174.0,90.64550264550265,65.17989417989418,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
reviews_per_program,175.59259259259258,175.59259259259258,174.73015873015873,89.74074074074075,63.851851851851855,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
reviews_per_program,175.59259259259258,175.59259259259258,174.03703703703704,87.67195767195767,65.17989417989418,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
reviews_per_program,175.59259259259258,175.59259259259258,172.52380952380952,84.82539682539682,64.51322751322752,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
reviews_per_program,175.59259259259258,175.59259259259258,171.74074074074073,90.56613756613757,63.851851851851855,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
reviews_per_program,175.59259259259258,175.59259259259258,174.04232804232805,92.82010582010582,64.53968253968254,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
reviews_per_program,175.59259259259258,175.59259259259258,174.86243386243387,88.1058201058201,64.48148148148148,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
reviews_per_program,175.59259259259258,175.59259259259258,173.26984126984127,91.16402116402116,63.851851851851855,79.81481481481481,95.77777777777777,111.74074074074075,127.70370370370371
pct_interview_given_signal,0.0,1.0079549221080544,1.0043089161418628,0.9065296652303613,0.7047563805104409,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_signal,0.0,1.0102751077229035,1.0048060987736163,0.9103966412551099,0.7045077891945641,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_signal,0.0,1.0109380178985747,1.0056347364932052,0.9082974256988178,0.704590652966523,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_signal,0.0,1.008949287371561,1.0044746436857805,0.9105071262843885,0.7047563805104409,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_signal,0.0,1.0086178322837256,1.0031488233344381,0.9036570544691195,0.7044249254226053,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_signal,0.0,1.0092807424593968,1.0044746436857805,0.912274886752845,0.704590652966523,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_signal,0.0,1.0079549221080544,1.0038117335101093,0.9073030604353111,0.7047563805104409,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_signal,0.0,1.0109380178985747,1.0053032814053695,0.9099547011379958,0.7045077891945641,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_signal,0.0,1.0106065628107392,1.0038117335101093,0.9082974256988178,0.704590652966523,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_signal,0.0,1.0079549221080544,1.0034802784222738,0.9123853717821235,0.7047563805104409,0.5638051044083526,0.46983758700696054,0.4027179317202519,0.35237819025522044
pct_interview_given_nosignal,0.2562750474583421,0.1811070599933709,0.0900452988620042,0.012429565793834935,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.2562750474583421,0.18087504143188599,0.08993481383272567,0.010979449784554193,0.00014205218050097068,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.2562750474583421,0.18080875041431885,0.08975067211726144,0.011766655618163738,9.47014536673138e-05,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.2562750474583421,0.1810076234670202,0.09000847051891135,0.010938017898574744,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.2562750474583421,0.1810407689758038,0.09030309726365411,0.013506794829300629,0.0001894029073346276,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.2562750474583421,0.18097447795823665,0.09000847051891135,0.010275107722903546,9.47014536673138e-05,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.2562750474583421,0.1811070599933709,0.09015578389128273,0.012139542591978787,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.2562750474583421,0.18080875041431885,0.08982432880344714,0.011145177328471992,0.00014205218050097068,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.2562750474583421,0.18084189592310243,0.09015578389128273,0.011766655618163738,9.47014536673138e-05,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.2562750474583421,0.1811070599933709,0.09022944057746841,0.010233675836924097,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_interview_given_application,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421,0.2562750474583421
pct_of_app_match_via_signal_given_matched,0.0,0.997055359246172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9988235294117647,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9941037735849056,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9994093325457767,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9982321744254566,1.0,1.0,1.0,1.0,1.0,1.0,1.0
