Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,1166.0,850.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,847.0,853.0,853.0,874.0,869.0,878.0,889.0,943.0,969.0,967.0,1000.0,1031.0,1057.0,1090.0,1084.0,1113.0,1136.0,1150.0
unmatched_applicants,1162.0,849.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,847.0,845.0,846.0,864.0,867.0,898.0,916.0,943.0,959.0,986.0,1003.0,1034.0,1070.0,1079.0,1108.0,1111.0,1138.0,1148.0
unmatched_applicants,1142.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,850.0,854.0,867.0,868.0,894.0,909.0,955.0,953.0,974.0,1023.0,1041.0,1064.0,1082.0,1092.0,1117.0,1139.0,1149.0
unmatched_applicants,1161.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,847.0,865.0,861.0,866.0,883.0,928.0,929.0,958.0,974.0,1004.0,1022.0,1051.0,1081.0,1096.0,1118.0,1143.0,1153.0
unmatched_applicants,1171.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,850.0,844.0,852.0,874.0,901.0,916.0,922.0,961.0,985.0,1006.0,1029.0,1052.0,1080.0,1080.0,1125.0,1121.0,1147.0
unmatched_applicants,1164.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,846.0,845.0,850.0,857.0,882.0,892.0,921.0,931.0,960.0,975.0,990.0,1035.0,1042.0,1073.0,1100.0,1117.0,1127.0,1147.0
unmatched_applicants,1155.0,844.0,845.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,856.0,859.0,852.0,857.0,896.0,907.0,947.0,968.0,957.0,1000.0,1042.0,1055.0,1065.0,1085.0,1125.0,1136.0,1158.0
unmatched_applicants,1157.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,844.0,844.0,853.0,862.0,855.0,871.0,897.0,909.0,933.0,983.0,971.0,998.0,1030.0,1042.0,1076.0,1099.0,1105.0,1135.0,1163.0
unmatched_applicants,1162.0,846.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,854.0,876.0,874.0,881.0,908.0,929.0,957.0,984.0,1013.0,1039.0,1056.0,1076.0,1075.0,1126.0,1134.0,1141.0
unmatched_applicants,1167.0,847.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,852.0,855.0,860.0,900.0,903.0,935.0,962.0,983.0,1012.0,1015.0,1046.0,1076.0,1086.0,1112.0,1131.0,1154.0
unfilled_spots,322.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,9.0,30.0,25.0,34.0,45.0,99.0,125.0,123.0,156.0,187.0,213.0,246.0,240.0,269.0,292.0,306.0
unfilled_spots,318.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,20.0,23.0,54.0,72.0,99.0,115.0,142.0,159.0,190.0,226.0,235.0,264.0,267.0,294.0,304.0
unfilled_spots,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,23.0,24.0,50.0,65.0,111.0,109.0,130.0,179.0,197.0,220.0,238.0,248.0,273.0,295.0,305.0
unfilled_spots,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,17.0,22.0,39.0,84.0,85.0,114.0,130.0,160.0,178.0,207.0,237.0,252.0,274.0,299.0,309.0
unfilled_spots,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,30.0,57.0,72.0,78.0,117.0,141.0,162.0,185.0,208.0,236.0,236.0,281.0,277.0,303.0
unfilled_spots,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,13.0,38.0,48.0,77.0,87.0,116.0,131.0,146.0,191.0,198.0,229.0,256.0,273.0,283.0,303.0
unfilled_spots,311.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,8.0,13.0,52.0,63.0,103.0,124.0,113.0,156.0,198.0,211.0,221.0,241.0,281.0,292.0,314.0
unfilled_spots,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,18.0,11.0,27.0,53.0,65.0,89.0,139.0,127.0,154.0,186.0,198.0,232.0,255.0,261.0,291.0,319.0
unfilled_spots,318.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,30.0,37.0,64.0,85.0,113.0,140.0,169.0,195.0,212.0,232.0,231.0,282.0,290.0,297.0
unfilled_spots,323.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,16.0,56.0,59.0,91.0,118.0,139.0,168.0,171.0,202.0,232.0,242.0,268.0,287.0,310.0
reviews_per_program,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,361.61006289308176,328.49056603773585,237.86163522012578,178.33333333333334,143.16352201257862,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509
reviews_per_program,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,366.7861635220126,356.47169811320754,310.70440251572325,240.28301886792454,164.50943396226415,138.80503144654088,146.59748427672955,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509
reviews_per_program,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,354.1949685534591,318.6792452830189,233.1823899371069,166.0691823899371,141.73584905660377,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509
reviews_per_program,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,368.60377358490564,352.9874213836478,325.64150943396226,242.57861635220127,163.1320754716981,144.63522012578616,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509
