mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_train_neg_mae,split1_train_neg_mae,split2_train_neg_mae,split3_train_neg_mae,split4_train_neg_mae,mean_train_neg_mae,std_train_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse,split0_train_neg_rmse,split1_train_neg_rmse,split2_train_neg_rmse,split3_train_neg_rmse,split4_train_neg_rmse,mean_train_neg_rmse,std_train_neg_rmse,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_min_signal,split1_test_min_signal,split2_test_min_signal,split3_test_min_signal,split4_test_min_signal,mean_test_min_signal,std_test_min_signal,rank_test_min_signal,split0_train_min_signal,split1_train_min_signal,split2_train_min_signal,split3_train_min_signal,split4_train_min_signal,mean_train_min_signal,std_train_min_signal,split0_test_neg_regret,split1_test_neg_regret,split2_test_neg_regret,split3_test_neg_regret,split4_test_neg_regret,mean_test_neg_regret,std_test_neg_regret,rank_test_neg_regret,split0_train_neg_regret,split1_train_neg_regret,split2_train_neg_regret,split3_train_neg_regret,split4_train_neg_regret,mean_train_neg_regret,std_train_neg_regret,split0_test_combined,split1_test_combined,split2_test_combined,split3_test_combined,split4_test_combined,mean_test_combined,std_test_combined,rank_test_combined,split0_train_combined,split1_train_combined,split2_train_combined,split3_train_combined,split4_train_combined,mean_train_combined,std_train_combined
6.531569576263427,0.3677737113504108,5.5835888385772705,0.3478932718573239,,sqrt,1,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-133.63457532712331,-107.78712493142761,-115.74806771161509,-129.60563512918628,-179.4383720130092,-133.2427550224723,24.905703687478592,29,-11.45507774596809,-12.123969765328575,-12.017298065969497,-11.935753730127667,-11.106133364087801,-11.727646534296326,0.3859666004530993,-393.9554382640337,-263.62330987821974,-396.58934614542807,-376.219386192774,-673.676803265498,-420.8128567491907,135.60634653527583,20,-63.104798922091135,-68.95707557124622,-66.46587253090516,-64.31917650195011,-59.999379708435306,-64.56926064692558,3.0312063098243067,0.8317122802015149,0.8474317291905812,0.8113452492741703,0.8063175524058037,0.7523705135013562,0.8098354649146853,0.03227677162532099,20,0.9958905734137545,0.9956167192070567,0.9955414662884244,0.995930338394635,0.9951148913337517,0.9956187977275246,0.00029353900466381496,-3.127208480565371,-3.461267605633803,-3.3674911660777385,-2.9469964664310955,-2.908127208480565,-3.1622181854377147,0.22076043333845294,13,-1.323036187113857,-1.3074204946996466,-1.351279788172992,-1.3680494263018534,-1.204766107678729,-1.3109104007934156,0.05713209390999956,-101.07697129361783,-61.47818762101308,-77.38123484100213,-70.964686077428,-123.62676140390185,-86.90556824739258,22.541743623099723,11,-17.55285158491614,-18.409209480826668,-19.051657864830997,-18.37662303874944,-17.160519731537132,-18.110172340172078,0.6721994764549765,-289.9949993553919,-280.85050521311774,-284.122626015502,-276.95545845074105,-324.84473243703746,-291.35366429435805,17.28242004202687,23,-77.60688710166093,-77.4949945003109,-79.5812874746191,-80.33822504522034,-71.34443874802425,-77.2731665739671,3.1633019513744554
12.272647905349732,0.5587047035390618,7.518285703659058,1.1976012610349696,,sqrt,1,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 600}",-133.06879135214572,-108.76118354973781,-115.66848779226105,-129.09532930652148,-179.63557353254592,-133.2458731066424,24.810188127371358,30,-11.395016506536983,-12.035178726777325,-11.814866347996121,-11.74313123315749,-10.99417687428038,-11.59647393774966,0.36469503652227986,-390.8693490077583,-264.25992122631965,-397.9581106952373,-372.70928389256284,-682.8997151132228,-421.7392759870201,139.2314321405624,21,-63.535981421746676,-68.35351422646929,-65.1058802362834,-63.25531247643087,-59.08256069961695,-63.86664981210943,3.0012739920139233,0.8343385504855668,0.8466939798169834,0.8100407788101092,0.8099147819690138,0.7455438024206834,0.8093063787004713,0.03490277345260667,21,0.9958342237724791,0.9956931145830128,0.9957220563067898,0.9960638525488782,0.9952630442551195,0.9957152582932558,0.00026103824757252054,-3.1696113074204946,-3.4295774647887325,-3.303886925795053,-2.9010600706713783,-2.9363957597173145,-3.1481063056785943,0.20484593118588226,9,-1.3962930273609886,-1.4319787985865724,-1.406884377758164,-1.377758164165931,-1.4280670785525154,-1.4081962892848343,0.020151150001145535,-105.28457896244676,-58.370125643282975,-75.91747616477842,-72.938209237544,-121.26722150815908,-86.75552230324226,23.015192593975318,10,-17.68415499846572,-18.615806854906303,-18.616184088956885,-18.198448790446534,-17.09606344795037,-18.042131636145164,0.5841689512062639,-291.5493567231705,-280.24005678917445,-280.8628340820137,-274.1483328400904,-326.4553615184117,-290.65118839057214,18.75789594988495,20,-81.20966787458642,-83.63411865610595,-82.15908523590431,-80.63103944145404,-82.39753080190616,-82.00628840199138,1.0346171071751733
8.356301307678223,0.5597605665638841,8.065521955490112,1.326631699431308,,sqrt,2,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",-138.99276329349777,-114.33596117062895,-118.00431530341066,-129.20909482591352,-185.8486394850484,-137.27815481569988,25.78746490510357,42,-20.943131627474582,-22.242898165956635,-21.80547833726804,-21.93195797081799,-20.27052642662842,-21.438798505629133,0.7259176159106518,-396.3577494213686,-273.82257693572694,-400.4143847719423,-380.5914480432736,-698.4869207006676,-429.93461597459583,142.0738592041817,27,-104.5105587278798,-114.14726940313697,-108.34976520215939,-105.12536825126604,-99.12749941588369,-106.25209220006518,4.935510573863054,0.8296536103079762,0.8353979977749134,0.8076886123603587,0.80178981155705,0.7337952953202147,0.8016650654641027,0.03623223355783231,26,0.9887286278063061,0.9879891795109934,0.9881518489267053,0.989128426448526,0.9866657372265093,0.988132763983808,0.0008389929297818501,-3.385159010600707,-3.778169014084507,-3.5159010600706715,-3.1236749116607774,-3.0424028268551235,-3.3690613646543577,0.26687465627411533,29,-2.1985878199470434,-1.9681978798586572,-1.8967343336275375,-2.082082965578111,-2.081200353045013,-2.0453606704112723,0.10407252605763363,-87.36027674597851,-67.65143359724466,-92.52911602942245,-75.8094614267676,-111.77771965205928,-87.02560149029449,15.127644977165891,12,-34.04964861356254,-35.90834248504242,-34.13741037561676,-33.624752329821895,-32.93610547781921,-34.131251856372565,0.9848517406866737,-308.25071382353315,-303.2444118748543,-293.79936830694425,-285.3928404089524,-337.9687808278046,-305.73122304841775,17.93215637406214,32,-130.87252262482676,-120.6527921588895,-116.64219501864491,-126.03610624972355,-124.33054407887909,-123.70683202619276,4.824891966622986
8.700985765457153,2.0155997516238124,4.339829206466675,2.507236357611717,,sqrt,2,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 600}",-137.1453695496149,-114.02295102403863,-117.68134676211793,-128.96394339597,-183.3765951036341,-136.2380411670751,24.954519220812266,39,-20.746363974617896,-22.08811479842869,-21.584504710023843,-21.64332193375748,-20.143154837771654,-21.24109205091991,0.6996271380349586,-391.40772508275643,-272.48253232358866,-402.4237880918255,-377.1671186573513,-688.798613703853,-426.455955571875,139.11635297199382,23,-104.13183548762436,-113.33834271761178,-107.74554797386138,-104.12995047782489,-99.16402777149823,-105.70194088568412,4.694074042057244,0.8338818782791597,0.8370051282124403,0.8057536131643045,0.8053405142645967,0.7411288227342998,0.8046219913309602,0.034461537516860444,24,0.9888101697324342,0.9881588103142988,0.98828362394529,0.9893333346042743,0.9866559080985831,0.9882483693389761,0.000898661873822955,-3.2897526501766783,-3.742957746478873,-3.4063604240282683,-3.1024734982332154,-3.03886925795053,-3.3160827153735126,0.2504163843753517,24,-2.093556928508385,-2.0697879858657244,-2.0150044130626656,-2.120035304501324,-2.1288614298323036,-2.0854492123540807,0.040876147616819826,-89.34547100120699,-66.61749226590236,-86.15838830644923,-72.849875343807,-110.5273101564161,-85.09970741475634,15.214210182754252,3,-33.61370093654154,-35.52842798406938,-33.82829496000874,-33.845563396042934,-32.92249521652831,-33.94769649863819,0.8586024262074163,-301.6330020584488,-301.1708383479823,-287.9993679635313,-284.0876183076308,-335.3200580011606,-302.0421769357508,18.04389471582649,29,-125.42421040003714,-125.57751409171492,-122.33472536315713,-127.64508715882369,-126.58622632938685,-125.51355266862394,1.7782623095588006
3.686747694015503,0.5355869293398878,2.6682682037353516,0.608907458987697,,sqrt,5,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__n_estimators': 300}",-147.16497699868327,-121.23632195512745,-127.8986626770479,-140.98791865679488,-194.83506044198856,-146.42458814592842,25.889527021141692,57,-53.24943888647418,-55.63812055269407,-53.92970270055119,-55.600858046207094,-50.57384175309241,-53.79839238780379,1.8627829348094873,-407.30257794065926,-284.61468658211896,-418.9334342167352,-404.64703667868383,-703.4014321800995,-443.7798335196593,138.7200259603094,58,-198.61446053154037,-209.23419127269565,-198.11826240708123,-206.5754200903486,-182.86947418435736,-199.08236169720468,9.200127262806365,0.8201159968439649,0.8221674645885921,0.7894885593548056,0.7759418982479851,0.7300361167919371,0.7875500071654569,0.03377947840127563,45,0.9592921484732526,0.9596441097952907,0.9603864599414086,0.9580207536588976,0.9546201412274999,0.9583927226192699,0.002035713953669325,-3.812720848056537,-4.045774647887324,-3.904593639575972,-3.6113074204946995,-3.3568904593639575,-3.746257403075698,0.2404231469311442,51,-2.9196822594880847,-2.8992932862190814,-2.840247131509267,-2.9849955869373344,-3.026478375992939,-2.9341393280293415,0.06534807858989215,-100.77731660852328,-78.70445212544107,-99.12552620073559,-93.85704968890923,-102.44472410922839,-94.98181374656751,8.633317241213788,37,-65.47374675097835,-68.77825551908236,-67.24529983452554,-68.12116030952686,-62.717902706864166,-66.46727302419545,2.178356315844798,-337.8010194015102,-323.52505434949364,-323.1283446558465,-321.55328968152986,-362.6795834101864,-333.7374582997133,15.617039325080693,54,-199.2335518608784,-200.60278486364814,-195.94205927601456,-204.8506373930738,-201.89776055273936,-200.50535878927084,2.9417993122012485
5.908163452148438,0.619511589359618,3.3105589866638185,0.45279645412923775,,sqrt,5,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__n_estimators': 600}",-146.2840414968685,-121.04620674020101,-127.79272799560027,-140.89364503975958,-193.62176742726058,-145.927677739938,25.48787426521285,56,-53.25370115667462,-55.37915861948356,-53.72989061343786,-55.266797353846286,-50.29127770455157,-53.584165089598784,1.8453619037402857,-404.9753321687578,-283.34147904871514,-418.9128408078124,-400.8178768177938,-700.5134117992673,-441.7121881284693,138.27588827380825,54,-198.48644173090636,-208.9894053283835,-198.327292248403,-204.58495571800893,-182.09137763485313,-198.49589453211098,9.124989048486986,0.8221657667788467,0.8237549532253157,0.7895092549654927,0.7801623413382139,0.7322483972838996,0.7895681427183538,0.033482439848579904,37,0.9593446088106948,0.9597384803769254,0.9603028252464104,0.9588258410240365,0.9550054957664073,0.9586434502448948,0.0018821380875997519,-3.851590106007067,-4.144366197183099,-3.908127208480565,-3.5618374558303887,-3.4558303886925796,-3.78435027123874,0.24774610340237718,58,-2.9170344218887907,-2.9169611307420493,-2.8729037952338925,-3.0194174757281553,-3.027360988526037,-2.950735562423785,0.06151897956433607,-104.15719424988136,-83.92874384645354,-99.30719056514977,-86.51353477213765,-106.44441181371936,-96.07021504946832,9.189631793246006,43,-65.92160502337221,-69.9563534104439,-65.66343541164308,-66.66988767178957,-62.11634476254112,-66.06552525595798,2.501288208233631,-338.86354679722194,-328.26451659935594,-323.19908841962854,-318.985517831279,-366.41328686188956,-335.145191301875,16.98651272422545,55,-199.10542225111416,-201.22721515658606,-197.37508037513248,-206.23767114025406,-201.6593271308534,-201.12094321078803,2.985828822905175
3.064806604385376,0.6723384692297223,3.0626409530639647,1.4295994799371547,,sqrt,10,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__n_estimators': 300}",-162.6817708670216,-132.7190592770062,-139.4240967714213,-151.08859707728402,-209.8307166296278,-159.14884812447218,27.32654584715648,66,-90.32980187154831,-94.83409332603867,-91.14925373003723,-93.04385165741675,-85.04932024038482,-90.88126416508516,3.3072387892814405,-433.09227943934195,-305.10292725372,-443.2046489144384,-419.9498382987857,-725.3112911619893,-465.33219701365505,139.17697182694928,70,-293.83537595330824,-307.6011430161217,-291.33334310906844,-300.1025835097288,-264.9785177200856,-291.57019266166253,14.43674057469416,0.7966149110632603,0.7956430764892068,0.7643896990668022,0.7586747524326003,0.7129562820355835,0.7656557442174907,0.030611372198727286,70,0.910902685566314,0.912779712831288,0.9143406017732637,0.9114034487831606,0.9047199359607228,0.9108292769829497,0.0032800216945529743,-3.795053003533569,-4.176056338028169,-4.031802120141343,-3.6819787985865724,-3.353356890459364,-3.807649430149803,0.2857626873552007,62,-3.385701676963813,-3.363957597173145,-3.349514563106796,-3.447484554280671,-3.4307149161518096,-3.395474661535247,0.03781024123123772,-107.25336110840327,-75.40584578577734,-97.176557005729,-81.13701896006708,-102.04835901629761,-92.60422837525485,12.26357319845526,29,-76.75000559665676,-81.16789243916875,-79.97143862901378,-80.45684984541231,-77.09242024793267,-79.08772135163686,1.812662255232963,-352.4344210437,-341.5218761784147,-341.0142027784884,-335.1875370066126,-377.4985611525959,-349.5313196319623,15.053445851464547,66,-259.61488571973894,-263.0319731846959,-258.6691125120319,-265.4180793714503,-256.58506604797526,-260.66382336717845,3.1599521061298312
8.543858814239503,2.103065609256867,10.50450439453125,2.1231395342170174,,sqrt,10,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__n_estimators': 600}",-161.09207516631784,-132.7232617436586,-139.1720832187228,-151.87520980566507,-209.68095677486727,-158.9087173418463,27.22965437933398,63,-90.13183443686673,-94.6733539051655,-90.90445018435682,-93.24714078334152,-84.61191161620411,-90.71373818518694,3.4555449900448107,-429.45912646676305,-302.8633365422502,-442.6941277252781,-420.56711487931375,-729.1485769933715,-464.94645652139536,141.27826509403639,68,-294.1511066410458,-307.65333776969914,-290.60649143055423,-300.5318070399383,-264.70486027768106,-291.5295206317837,14.617152519520536,0.8000129386279022,0.7986322060918983,0.7649321788199079,0.7579647919084711,0.7099110172346867,0.7662906265365732,0.0329636082624618,69,0.9107111097920335,0.9127501106809999,0.914767494266572,0.9111498360436514,0.9049166359408228,0.9108590373448159,0.003294564455655543,-3.911660777385159,-4.207746478873239,-3.9010600706713783,-3.6713780918727914,-3.3568904593639575,-3.809747175633305,0.2833206950481108,63,-3.3698146513680496,-3.3242049469964665,-3.3353927625772286,-3.4324801412180053,-3.4721977052074138,-3.3868180414734326,0.056971551702618535,-107.10859048409611,-81.5840941499608,-96.54582197619126,-80.46375053366242,-107.74713780977157,-94.68987899073645,11.851626509114341,35,-77.12904391298524,-82.73320915515929,-81.72052970028197,-81.56976433060152,-77.68876049519777,-80.16826151884516,2.29510226340932,-356.67511403557575,-343.11058568732057,-334.22508675229176,-335.4441143993046,-377.52547974306515,-349.39607612351153,16.17758501999523,65,-258.6225670052692,-260.88360125498883,-257.67408831321825,-264.87114784424176,-258.2217968765748,-260.05464025885857,2.6443561744469473
6.062178611755371,1.5395639864096478,12.37730827331543,6.644517114334934,,0.6,1,300,"{'model__max_depth': None, 'model__max_features': 0.6, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-122.6846466324202,-92.09856434220868,-103.44004257526687,-110.49962516332678,-159.2912307802184,-117.60282189868818,23.08789835922897,1,-11.147245056863033,-11.69071765730055,-11.510232979578715,-11.687107568839751,-10.6305505714777,-11.33317076681195,0.40316388092911914,-379.94864912867257,-250.79188770271125,-370.39088510158405,-337.08777672418347,-635.5084664793978,-394.7455330273098,128.70583175388862,1,-61.5868412335472,-65.87662933223302,-64.82623698922632,-64.84176321577645,-56.935577100559485,-62.8134095742685,3.274214179508012,0.8434662333998871,0.8619222899427779,0.8354468346245291,0.844513054155234,0.7796353888110769,0.832996760186701,0.028044108071533166,1,0.9960858964450355,0.9959995913104294,0.9957587266931426,0.995863938573676,0.9956010587504822,0.9958618423545531,0.00017194204385306852,-3.3674911660777385,-3.415492957746479,-3.2296819787985864,-2.8763250883392226,-2.8975265017667846,-3.1573035385457624,0.22913413184695597,12,-1.1421006178287731,-1.1528268551236749,-1.2285966460723743,-1.2842012356575463,-1.2806707855251545,-1.2176792280415047,0.06071286588970525,-113.46060426461264,-58.211159958161275,-80.63405816406636,-69.08907753253185,-119.12160683014969,-88.10330134990436,24.149527962692662,16,-17.49945243232981,-18.542205571927635,-18.283711916505556,-19.25299084907023,-16.54762666550046,-18.025197487066738,0.9274941514795475,-291.0592049363071,-262.8732122295326,-264.9241415151962,-254.31587958028788,-304.16755586855766,-275.4679988259763,18.888959777600608,6,-68.25227594830169,-69.3320604134843,-72.94006528319743,-75.89716935171708,-74.66408984773543,-72.21713216888718,2.9697350629505754
21.542701959609985,1.3603043580353138,16.443498802185058,2.9220663287749655,,0.6,1,600,"{'model__max_depth': None, 'model__max_features': 0.6, 'model__min_samples_leaf': 1, 'model__n_estimators': 600}",-121.65068820094747,-93.39569592023523,-102.68323798253306,-110.97860849880036,-159.8194968537258,-117.70554549124839,23.026242597145828,2,-11.10205145877991,-11.637978528132509,-11.405642003088733,-11.5159706003093,-10.533226603855464,-11.238973838833184,0.39510432110154703,-377.5257557587979,-253.55726597982076,-371.9970378128099,-339.09748700045253,-638.0400448365946,-396.04351827769517,128.86321600064832,2,-62.58719241871869,-66.22700010280793,-64.19600748031687,-64.13092094503213,-56.335986476271664,-62.695421484629456,3.3834477009074497,0.8454562673711294,0.8588604502378219,0.8340166128261715,0.8426535075017376,0.7778762259947567,0.8317726127863235,0.028104246140994493,2,0.9959577107000477,0.9959569250833608,0.9958407916906725,0.9959541264856117,0.9956932217151164,0.9958805551349619,0.00010380080497889626,-3.374558303886926,-3.4788732394366195,-3.2968197879858656,-2.911660777385159,-2.904593639575972,-3.1933011496541086,0.23991457170113734,16,-1.2144748455428067,-1.219964664310954,-1.236540158870256,-1.3689320388349515,-1.3018534863195057,-1.2683530387756947,0.05915195526069085,-111.46132893724847,-60.7801411987964,-83.51251530966897,-69.95393321048964,-118.09688217062813,-88.76096016536633,22.539209074867554,19,-17.560793870232015,-18.98867305614586,-18.588064733489595,-18.63369959420525,-16.37892466088645,-18.030031182991834,0.9530107699462077,-290.37860339529374,-267.33935789206623,-267.52422738182634,-256.5616473680583,-305.04917883252443,-277.3706029739538,17.696899503147417,12,-71.82579373592024,-72.6362117436802,-73.23264994660154,-79.96257254205688,-75.62590091983076,-74.65662577761793,2.9399304567463984
