mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__leaf_size,param_model__n_neighbors,param_model__p,param_model__weights,params,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_train_neg_mae,split1_train_neg_mae,split2_train_neg_mae,split3_train_neg_mae,split4_train_neg_mae,mean_train_neg_mae,std_train_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse,split0_train_neg_rmse,split1_train_neg_rmse,split2_train_neg_rmse,split3_train_neg_rmse,split4_train_neg_rmse,mean_train_neg_rmse,std_train_neg_rmse,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_min_signal,split1_test_min_signal,split2_test_min_signal,split3_test_min_signal,split4_test_min_signal,mean_test_min_signal,std_test_min_signal,rank_test_min_signal,split0_train_min_signal,split1_train_min_signal,split2_train_min_signal,split3_train_min_signal,split4_train_min_signal,mean_train_min_signal,std_train_min_signal,split0_test_neg_regret,split1_test_neg_regret,split2_test_neg_regret,split3_test_neg_regret,split4_test_neg_regret,mean_test_neg_regret,std_test_neg_regret,rank_test_neg_regret,split0_train_neg_regret,split1_train_neg_regret,split2_train_neg_regret,split3_train_neg_regret,split4_train_neg_regret,mean_train_neg_regret,std_train_neg_regret,split0_test_combined,split1_test_combined,split2_test_combined,split3_test_combined,split4_test_combined,mean_test_combined,std_test_combined,rank_test_combined,split0_train_combined,split1_train_combined,split2_train_combined,split3_train_combined,split4_train_combined,mean_train_combined,std_train_combined
0.07917537689208984,0.004251311255726461,1.2052000522613526,0.0902991237235786,15,3,1,uniform,"{'model__leaf_size': 15, 'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}",-202.5383474280695,-196.15388458395952,-184.9233664244602,-166.96197041105674,-280.5534099476173,-206.22619575903263,39.07704281695324,48,-13.252098893184328,-14.067482834381511,-14.08066031325355,-13.449562150422901,-13.21334752000732,-13.612630342249924,0.3852126105010225,-610.3227738503335,-582.0542472535814,-549.6749347487023,-471.04714747903336,-938.2753022569727,-630.2748811177246,160.8958657337265,60,-112.30608487715125,-121.5547418420249,-119.68064877769822,-107.45817345299356,-113.15911905507072,-114.83175360098771,5.143087561951571,0.5960967223007365,0.25625590199519044,0.6375922080587297,0.696375592719095,0.5196478492940283,0.541193654873556,0.15365038656381463,60,0.9869844349572006,0.9863797389024336,0.9855441875950699,0.9886405774009667,0.9826235992816703,0.9860345076274684,0.0019843314091619775,-2.4487632508833923,-2.464788732394366,-2.4734982332155475,-2.6537102473498235,-2.353356890459364,-2.4788234708604984,0.09742299138626516,3,-0.5375110326566638,-0.5521201413427562,-0.5357458075904677,-0.5472197705207414,-0.5410414827890556,-0.542727646979937,0.0061188302836109884,-107.6182457055122,-64.30821182839854,-70.27615510241493,-49.988138965066625,-109.00431606978458,-80.23901353423538,23.854682507101717,14,-16.085144606022,-17.548867651278517,-16.184008602686585,-17.43818466885319,-16.107296202663235,-16.672700346300708,0.6719164543660477,-324.9765099722391,-319.39332120367783,-308.59827808523755,-299.6474827785479,-398.2212544705855,-330.1673693020576,35.13131249716344,3,-40.12765052601752,-41.67348990151932,-40.86795069277694,-40.810550676459975,-40.2654216594601,-40.74901269124676,0.546359315935636
0.07674989700317383,0.004008929362440844,1.228227424621582,0.08087950745996447,15,3,1,distance,"{'model__leaf_size': 15, 'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}",-202.16395607600737,-196.04913543613614,-184.6883506532255,-166.5607420443217,-280.3935541823961,-205.97114767841737,39.13508182216148,45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-609.8503889604947,-582.453111167982,-549.4127798775544,-470.35179803992565,-938.0348446456992,-630.0205845383311,160.95591029600607,58,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.5967217160762738,0.2552362227225704,0.6379378098182282,0.6972713384351882,0.5198940233752317,0.5414122220854984,0.1542907183527744,58,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-2.5936395759717317,-2.7253521126760565,-2.3780918727915195,-2.674911660777385,-2.3780918727915195,-2.5500174190016422,0.14653361791251837,5,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-107.96138618232628,-65.73972550040416,-68.92698218778013,-49.422331888727825,-109.02638029774621,-80.21536121139691,24.021236052986026,13,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-331.8459348745939,-332.316741069939,-303.59294429280146,-300.3063250831909,-399.29814782197207,-333.47201862849954,35.580276588883514,5,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.07518444061279297,0.002981879887406185,0.6692821979522705,0.058795382635346026,15,3,2,uniform,"{'model__leaf_size': 15, 'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'uniform'}",-227.10464366657493,-222.74410128481665,-224.5270022514212,-185.2183927274249,-296.00752716757756,-231.12033341956302,35.908481217275515,70,-13.491863205929551,-14.245792108880854,-14.487930428862466,-13.607577079530817,-13.428402461424037,-13.852313056925544,0.4308956241431276,-641.1031622620105,-617.9583364049315,-644.5787753649934,-484.378943941353,-932.7576447321721,-664.1553725410921,146.63939348606166,68,-112.36773388092661,-121.59665419396869,-119.8227730660233,-107.51639507078198,-113.22121004660607,-114.90495325166133,5.154164889404466,0.5543293192234946,0.16167001933817038,0.5016463291698398,0.6789457408821193,0.5252807921542293,0.4843744401535707,0.17254649644132566,68,0.986970141575821,0.9863703446890205,0.9855098338048145,0.9886282648312384,0.9826045250088614,0.9860166219819512,0.001987673904435897,-2.3886925795053005,-2.4859154929577465,-2.862190812720848,-2.7632508833922262,-2.5441696113074204,-2.6088438759767087,0.1765145520895466,7,-0.5648720211827007,-0.568904593639576,-0.5578111209179171,-0.5710503089143866,-0.5507502206531333,-0.5626776530615427,0.007478478259723567,-113.99611098735248,-56.750052951562,-76.23830463872794,-52.625109973618116,-120.42930561929542,-84.00777683411118,28.333894660160215,23,-16.18169069007538,-17.600526619400306,-16.093654488823603,-17.492977933792762,-16.14164774975021,-16.70209949636845,0.6910566997494606,-346.53927264183994,-347.039875932704,-367.63654288746363,-323.38093689703624,-423.2160077329486,-361.5625272183985,33.859960849984375,19,-41.73546426506459,-42.69102179085966,-42.37848647475832,-42.16009252525015,-40.9659134940807,-41.98619571000268,0.5974535979185975
0.07174792289733886,0.0061098896186252884,0.667917537689209,0.04360556127893432,15,3,2,distance,"{'model__leaf_size': 15, 'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}",-226.9593868166435,-222.74025816763665,-224.46565174093055,-185.08992418758004,-295.95952555044187,-231.0429492926465,35.92969077194396,67,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-641.058522949931,-617.9834437320482,-644.5079541084074,-484.2417437930665,-932.7639084909327,-664.1111146148771,146.67704804953786,67,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.5543913801870373,0.1616018961285448,0.5017558335333887,0.6791275921129475,0.5252744163574767,0.48443022366387894,0.17261991924251,67,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-2.5653710247349824,-2.6549295774647885,-2.88339222614841,-2.6572438162544167,-2.590106007067138,-2.670208530333947,0.11247767350632572,10,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-112.79428162710434,-58.25818911288747,-74.119071489601,-52.51339624278264,-120.31036397779725,-83.59906049003453,27.922855213274136,20,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-355.2279380533926,-355.48673704087605,-368.635263048351,-317.95211500030086,-425.4648259037988,-364.55337580934383,34.83593487458516,25,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0712705135345459,0.0025204065995669284,1.2920949459075928,0.05505071957553354,15,5,1,uniform,"{'model__leaf_size': 15, 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'uniform'}",-198.20005999547087,-186.79401319117275,-178.2434216317806,-160.96967759559948,-278.441818271374,-200.52979813707955,40.807028963862955,35,-28.03690046880175,-29.19065114343008,-29.486158544027738,-28.76198060795391,-27.6220608615593,-28.619550325154556,0.6974121335628339,-600.1489035922052,-525.6681063965459,-544.3029616285381,-447.04087333853033,-930.1004622511371,-609.4522614413912,167.6564916953584,44,-163.31628495875742,-173.47745068034712,-172.068456390014,-162.20275949331614,-159.65434256246346,-166.14385881697962,5.5592029112304715,0.6094503435276817,0.3933756160246912,0.6446412166153105,0.7265345974672016,0.5279816412936889,0.5803966829857148,0.11318302118603032,44,0.9724757536461653,0.9722586440283533,0.9701188601915095,0.9741182388498133,0.9654106676551626,0.9708764328742008,0.0030141714081659515,-2.8975265017667846,-2.757042253521127,-2.6431095406360425,-3.0,-2.618374558303887,-2.7832105708455686,0.1466627281782888,17,-1.1694616063548102,-1.181095406360424,-1.1659311562224184,-1.175639894086496,-1.1703442188879083,-1.1724944563824113,0.005306010336164146,-99.16335412883028,-54.08600406112924,-54.7116362726933,-52.81484924453348,-108.29252995555484,-73.81367473254822,24.602508970839445,6,-33.47092317606937,-37.76160838131242,-35.92721668595586,-36.18400476568817,-34.98434757786125,-35.665620117377415,1.415001706580968,-343.0763850838101,-324.6461258672291,-310.3988986635827,-310.9696775955995,-409.3605461865684,-339.69032667935795,36.80922790489539,11,-86.50998078654226,-88.24542146145129,-87.78271635514866,-87.54397531227872,-86.13927180595472,-87.24427314427513,0.7927488452393102
0.07416300773620606,0.004920451696668098,1.3646815299987793,0.07396498306164301,15,5,1,distance,"{'model__leaf_size': 15, 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'}",-197.55905594264226,-186.62903356141635,-177.90474268120326,-160.4573344537453,-277.94788394837263,-200.09961011747595,40.773488315402034,32,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-599.978254491512,-528.0009851394905,-543.8277743969733,-446.34677337775906,-929.8696566629741,-609.6046888137419,167.51192897538874,46,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.6096724133237084,0.38797935419667895,0.6452614162411692,0.7273831327131483,0.5282158761144903,0.579702438517839,0.11525135448898947,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-2.8268551236749118,-2.908450704225352,-2.597173144876325,-2.929328621908127,-2.5936395759717317,-2.7710894341312895,0.14748077775050322,13,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-97.64215595638376,-55.16272340587553,-53.77572157457207,-51.69219943824474,-107.98456900057506,-73.25147387513023,24.382794773522516,4,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-338.9018121263879,-332.05156877268394,-307.7633999250195,-306.92376554915165,-407.62986274695925,-338.6540818240404,36.77597069259627,7,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.06995630264282227,0.003930092847222748,0.7324034690856933,0.04785775287286784,15,5,2,uniform,"{'model__leaf_size': 15, 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'uniform'}",-226.45143767399097,-217.6742251036755,-222.23091217433708,-185.93714760834962,-293.1840104833333,-229.09554660873727,35.08429765288399,66,-29.032444274154862,-30.284726026683803,-30.73192122728165,-29.763747846330638,-28.67241949220332,-29.697051773330855,0.7631957311748452,-634.7782077777207,-582.986099227808,-640.4636380725387,-488.79311055905447,-928.7979334632957,-655.1637978200836,147.23867217614466,66,-162.21468182096203,-173.6371233163246,-171.03460141899305,-162.3364704338756,-158.48788036066796,-165.54215147016467,5.775928699171669,0.5630796793437078,0.25387257022388043,0.5079892231253446,0.6730675149411618,0.5293027609468977,0.5054623497161984,0.13804594563069228,65,0.9728458151625833,0.9722075529621731,0.9704768567428252,0.9740755502909816,0.9659142525436364,0.97110400554044,0.0028428382879952087,-2.607773851590106,-2.7288732394366195,-3.0282685512367493,-3.021201413427562,-2.7208480565371023,-2.8213930224456276,0.17147782835922365,20,-1.1668137687555162,-1.191696113074205,-1.1615180935569285,-1.174757281553398,-1.1915269196822595,-1.1772624353244614,0.012451034443417608,-103.5450989013286,-47.98925844333963,-60.74830178525011,-51.85957665678837,-110.00743935569317,-74.82993502847998,26.489126542808215,10,-33.41176826886982,-37.517032621324134,-35.67919864301573,-36.25677374104438,-34.92523010923292,-35.558000676697404,1.3672959476297186,-356.8401302534962,-354.1178870755065,-373.6443397361745,-336.9972182797277,-429.2264133101884,-370.16519773101874,31.734902168487935,29,-87.37313271193068,-89.86953168039405,-88.80782590512807,-88.50161192400054,-88.2487654763163,-88.56017353955393,0.8105826060641673
0.07357249259948731,0.0028949094221499667,0.8013093948364258,0.10171386584560414,15,5,2,distance,"{'model__leaf_size': 15, 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'}",-226.04627533343768,-217.5810281944561,-222.1113853937841,-185.5083895780352,-292.97365260621916,-228.84414622118646,35.130036636957705,63,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-634.6158937757722,-583.7181976699992,-640.1806558520013,-487.7388499131066,-928.6926123066099,-654.9892419034978,147.37717453654355,63,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.56330309349983,0.2519974596311061,0.5084239067987355,0.674476292356128,0.5294095044378844,0.5055220513447368,0.13909560321748515,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-2.784452296819788,-2.8204225352112675,-2.978798586572438,-3.0530035335689045,-2.7491166077738516,-2.87715871198925,0.11786459943726008,22,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-103.20220302345822,-49.09271117322939,-59.20171251384255,-50.63460573851759,-112.24958683603263,-74.87616385701607,27.192885971321317,12,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-365.26889017442704,-358.6021549550195,-371.051314722406,-338.1585662564804,-430.4294829949117,-372.7020818206489,30.92731033098233,35,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.07517490386962891,0.01036255858099975,1.6536220550537108,0.12474162507535114,15,9,1,uniform,"{'model__leaf_size': 15, 'model__n_neighbors': 9, 'model__p': 1, 'model__weights': 'uniform'}",-196.90060323403432,-177.65841431533497,-175.7788959257577,-158.80678435653547,-273.60448753253945,-196.54983707284038,40.37424444531533,23,-58.72075239885247,-61.15263202781392,-60.721059319999675,-61.323767874433095,-56.8982574126681,-59.76329380675345,1.7075116932768384,-573.2824342597356,-460.0573324179416,-551.6825842068223,-452.4614992722681,-923.5859620108909,-592.2139624335317,172.51360717379197,35,-248.19826734084185,-263.0334846070071,-254.71599743196327,-255.14786308855793,-230.57864276029335,-250.3348510457327,10.940635983809662,0.6436346289256443,0.5353557993856518,0.6349400349543983,0.7198625415803006,0.5345705963281454,0.6136727202348281,0.07073468583800419,33,0.936429746597699,0.9362230568926005,0.9345202402258088,0.9359585407908154,0.9278529023820794,0.9341968973778008,0.0032417633669324848,-3.335689045936396,-3.359154929577465,-3.049469964664311,-3.2473498233215548,-3.1696113074204946,-3.2322550141840445,0.11345893445587324,30,-2.2224183583406885,-2.293286219081272,-2.3150926743159754,-2.268314210061783,-2.285083848190644,-2.2768390619980727,0.031100194269327475,-109.68211192098507,-66.67644015196967,-74.42009888345859,-65.68146888405965,-116.27958596750149,-86.54794116159489,21.893064361104177,30,-67.21746045293894,-72.11594509403437,-68.14620504832412,-69.78301353706718,-67.60457799586554,-68.97344042564603,1.79846115327991,-363.68505553085413,-345.6161607942082,-328.25239415897323,-321.17427552261324,-432.0850529035642,-358.1625877820426,39.787425793109186,18,-169.8416703158869,-175.8169429818775,-176.47569303579846,-174.73947837752223,-171.1524498222003,-173.6052469066571,2.630523287525206
0.06839189529418946,0.0013444999191040033,1.5803505420684814,0.07685406773104883,15,9,1,distance,"{'model__leaf_size': 15, 'model__n_neighbors': 9, 'model__p': 1, 'model__weights': 'distance'}",-195.67110752927564,-177.2835472724037,-174.77658307877994,-157.6770221969419,-272.6603403226636,-195.61372008001294,40.36225846993931,20,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-574.456575804794,-462.80000904287317,-549.7219382898365,-449.3811960942858,-923.3205312991028,-591.9360501061785,172.5695460605113,32,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.6421733880102025,0.529799242257945,0.6375302253238448,0.7236638418771405,0.5348380787519176,0.6136009552442101,0.07311518406932589,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.282685512367491,-3.285211267605634,-3.0247349823321557,-3.1696113074204946,-3.1201413427561837,-3.1764768824963916,0.09934774581094176,27,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-107.99507693800544,-65.67137257421756,-72.62890822275415,-63.21872812014667,-114.11889599071962,-84.72659636916869,21.805382243869136,27,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-359.8053831476502,-341.5441106526854,-326.0133321953877,-316.15758756796663,-428.66740746047276,-354.43756420483254,39.94600813875377,15,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
