,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.9846428571428569,0.015357142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.38892857142857146,0.5772142857142857,0.03385714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.03966666666666667,0.7618095238095239,0.19852380952380955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.026999999999999996,0.6151904761904761,0.35447619047619044,0.003333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.0,0.0,0.5932380952380955,0.36957142857142844,0.02819047619047619,0.009000000000000001,0.0,0.0,0.0,0.0
prog_cut_7,0.0,0.0,0.4146428571428571,0.5247857142857143,0.05371428571428572,0.006857142857142857,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0,0.09304761904761909,0.3257142857142856,0.0755952380952381,0.4689523809523809,0.032690476190476186,0.004,0.0,0.0
prog_cut_9,0.0,0.0,0.0,0.0,0.0,0.8146190476190475,0.16947619047619045,0.015904761904761904,0.0,0.0
prog_cut_10,0.0,0.0,0.0,0.0,0.0,0.7171190476190478,0.2553571428571429,0.02752380952380952,0.0,0.0
