app_cut,prop_unmatched
1,0.4888888888888889
2,0.47882352941176476
3,0.468235294117647
4,0.41882352941176465
5,0.4199999999999999
6,0.37111111111111117
7,0.3988235294117645
8,0.3694117647058823
9,0.328235294117647
10,0.3258823529411765
