,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.8935150944374101,0.10637501545269983,0.0001098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.5011247429236592,0.49260337812773414,0.006271878948606701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.19536849487843796,0.6123419606586822,0.1919562111295466,0.0003333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.055020828822798136,0.30584200088482694,0.6077626128339714,0.031374557458403805,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.016300171677691263,0.1028292270878372,0.5421796183539891,0.3375931241521888,0.0010978587282935112,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.0030895617994230796,0.03416745112969906,0.21774533936858498,0.6649572729169221,0.08004037478537099,0.0,0.0,0.0,0.0,0.0
prog_cut_7,0.00010810810810810812,0.00840379194040288,0.06856473846291256,0.41428050455705334,0.5006216371498643,0.008021219781658751,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0019867571729155122,0.022460691742308928,0.14840281290548385,0.6271465939635218,0.19945428752344788,0.0005488566923219581,0.0,0.0,0.0
prog_cut_9,0.0,0.0001098901098901099,0.005389832961604971,0.04973515094251544,0.30691852171343387,0.6049443114647731,0.03290229280778264,0.0,0.0,0.0
prog_cut_10,0.0,0.0,0.001051367182633746,0.010833746446374748,0.10855850497919212,0.5445981968895347,0.33345125366753775,0.0015069308347267325,0.0,0.0
