app_cut,prop_unmatched
1,0.002531645569620253
2,0.5243589743589743
3,0.49717948717948707
4,0.7033333333333333
5,0.9884615384615383
6,0.2944303797468353
7,0.9353846153846149
8,0.9992307692307694
9,1.0
10,1.0
