app_cut,prop_unmatched
1,0.11457943925233645
2,0.9371830985915491
3,0.5973831775700934
4,0.9180281690140845
5,0.999906103286385
6,0.5162616822429904
7,0.9953990610328636
8,1.0
9,1.0
10,1.0
