,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.8962697467458055,0.10373025325419441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.4988779282987938,0.49366096730876974,0.007461104392436612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.18823111359135003,0.6135379909512721,0.1981172590937414,0.00011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.06111941019229108,0.30913605509256753,0.602291226242563,0.027453308472578132,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.015642647288705392,0.10341457831746538,0.539154950395113,0.3406975496597136,0.0010902743390027627,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.003527692997874157,0.030787734507279188,0.21329920660661528,0.6683335073994437,0.0840518584887877,0.0,0.0,0.0,0.0,0.0
prog_cut_7,0.00033271945979128305,0.00871985052119687,0.07704612694115759,0.407924846973891,0.4979149591631874,0.008061496940776009,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0013175600774473478,0.020513751053298383,0.14955367056104094,0.6266788770280545,0.20116869197172613,0.000767449308432915,0.0,0.0,0.0
prog_cut_9,0.0,0.000111731843575419,0.005068098050865764,0.048966046216329336,0.3047183543318794,0.6093810921154523,0.03175467744189766,0.0,0.0,0.0
prog_cut_10,0.0,0.0,0.0012909926523101678,0.013701097500051765,0.11181269157695889,0.5474949722149325,0.32499573154985095,0.0007045145058957872,0.0,0.0
