Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
unmatched_applicants,522.0,399.0,396.0,396.0,396.0,397.0,396.0,396.0,396.0,396.0,399.0,404.0,409.0,408.0,414.0,426.0,430.0,436.0,439.0,443.0,445.0,454.0,461.0,456.0,470.0,473.0,478.0,472.0,468.0,476.0,479.0,484.0,490.0,499.0,488.0,500.0,491.0,505.0,503.0,496.0
unmatched_applicants,515.0,406.0,396.0,397.0,396.0,396.0,396.0,396.0,396.0,397.0,397.0,404.0,412.0,414.0,420.0,416.0,432.0,425.0,442.0,445.0,453.0,455.0,453.0,453.0,469.0,471.0,470.0,473.0,480.0,481.0,479.0,492.0,495.0,498.0,492.0,493.0,502.0,501.0,500.0,507.0
unmatched_applicants,514.0,404.0,397.0,396.0,396.0,396.0,397.0,396.0,396.0,397.0,402.0,403.0,410.0,412.0,423.0,420.0,432.0,429.0,435.0,449.0,446.0,451.0,458.0,460.0,467.0,469.0,470.0,467.0,488.0,476.0,474.0,492.0,492.0,501.0,494.0,495.0,510.0,495.0,503.0,501.0
unmatched_applicants,523.0,405.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,399.0,405.0,403.0,411.0,415.0,421.0,422.0,438.0,436.0,448.0,455.0,446.0,460.0,462.0,461.0,469.0,473.0,468.0,470.0,483.0,478.0,481.0,496.0,488.0,490.0,498.0,492.0,497.0,501.0,509.0,500.0
unmatched_applicants,519.0,405.0,397.0,397.0,396.0,396.0,396.0,396.0,396.0,397.0,399.0,400.0,408.0,412.0,415.0,416.0,421.0,435.0,444.0,440.0,455.0,459.0,460.0,454.0,473.0,475.0,469.0,478.0,477.0,479.0,485.0,477.0,483.0,483.0,503.0,496.0,505.0,506.0,500.0,501.0
unmatched_applicants,509.0,398.0,396.0,397.0,396.0,396.0,396.0,396.0,397.0,397.0,403.0,400.0,414.0,421.0,415.0,422.0,430.0,435.0,434.0,437.0,455.0,450.0,459.0,460.0,458.0,470.0,477.0,474.0,482.0,475.0,483.0,484.0,488.0,496.0,497.0,492.0,501.0,500.0,509.0,499.0
unmatched_applicants,514.0,403.0,396.0,396.0,396.0,396.0,396.0,396.0,397.0,399.0,400.0,406.0,412.0,416.0,414.0,426.0,431.0,438.0,443.0,449.0,447.0,446.0,459.0,465.0,468.0,476.0,464.0,473.0,477.0,478.0,481.0,482.0,496.0,482.0,496.0,492.0,504.0,506.0,503.0,510.0
unmatched_applicants,520.0,406.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,396.0,403.0,398.0,411.0,414.0,419.0,435.0,434.0,445.0,442.0,447.0,447.0,450.0,455.0,453.0,458.0,480.0,475.0,476.0,472.0,495.0,485.0,474.0,485.0,493.0,494.0,501.0,496.0,506.0,509.0,505.0
unmatched_applicants,517.0,403.0,399.0,396.0,396.0,396.0,396.0,396.0,396.0,397.0,398.0,401.0,404.0,419.0,419.0,426.0,430.0,439.0,436.0,454.0,455.0,456.0,459.0,459.0,458.0,467.0,468.0,481.0,478.0,479.0,479.0,488.0,497.0,491.0,494.0,495.0,507.0,495.0,498.0,504.0
unmatched_applicants,514.0,403.0,397.0,396.0,396.0,396.0,396.0,396.0,396.0,399.0,396.0,404.0,409.0,413.0,425.0,425.0,433.0,432.0,441.0,437.0,449.0,459.0,452.0,468.0,464.0,470.0,469.0,472.0,476.0,483.0,485.0,485.0,487.0,494.0,496.0,488.0,507.0,493.0,501.0,506.0
unmatched_applicants,516.0,402.0,397.0,396.0,396.0,396.0,396.0,396.0,396.0,400.0,403.0,398.0,408.0,408.0,413.0,416.0,435.0,433.0,437.0,440.0,451.0,461.0,457.0,466.0,468.0,475.0,471.0,481.0,480.0,482.0,491.0,481.0,492.0,484.0,492.0,493.0,494.0,508.0,504.0,498.0
unmatched_applicants,511.0,400.0,398.0,396.0,396.0,396.0,396.0,396.0,397.0,400.0,403.0,398.0,405.0,424.0,415.0,426.0,432.0,431.0,434.0,440.0,449.0,448.0,452.0,465.0,468.0,470.0,472.0,461.0,480.0,481.0,485.0,481.0,480.0,491.0,489.0,504.0,500.0,503.0,504.0,508.0
unmatched_applicants,520.0,401.0,398.0,396.0,397.0,396.0,396.0,396.0,396.0,396.0,399.0,404.0,414.0,413.0,415.0,424.0,425.0,435.0,443.0,447.0,445.0,458.0,454.0,461.0,466.0,470.0,479.0,475.0,489.0,469.0,481.0,494.0,491.0,493.0,489.0,496.0,501.0,504.0,505.0,502.0
unmatched_applicants,512.0,399.0,396.0,396.0,396.0,397.0,396.0,396.0,396.0,398.0,400.0,401.0,411.0,406.0,415.0,422.0,430.0,438.0,442.0,444.0,439.0,452.0,456.0,454.0,462.0,470.0,460.0,472.0,482.0,488.0,474.0,486.0,491.0,491.0,487.0,500.0,499.0,500.0,514.0,510.0
unmatched_applicants,518.0,399.0,397.0,396.0,399.0,396.0,396.0,396.0,397.0,399.0,399.0,404.0,404.0,408.0,414.0,414.0,439.0,431.0,436.0,443.0,448.0,451.0,469.0,463.0,467.0,464.0,475.0,469.0,476.0,472.0,487.0,482.0,492.0,495.0,496.0,492.0,501.0,494.0,498.0,496.0
unmatched_applicants,511.0,397.0,396.0,396.0,397.0,396.0,396.0,396.0,396.0,399.0,398.0,401.0,406.0,411.0,416.0,429.0,427.0,436.0,441.0,447.0,449.0,453.0,454.0,457.0,470.0,482.0,469.0,474.0,484.0,484.0,491.0,484.0,486.0,500.0,492.0,498.0,503.0,510.0,504.0,503.0
unmatched_applicants,514.0,407.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,399.0,402.0,406.0,412.0,412.0,416.0,437.0,425.0,435.0,446.0,438.0,456.0,447.0,456.0,459.0,462.0,462.0,477.0,475.0,476.0,486.0,484.0,482.0,486.0,490.0,506.0,494.0,514.0,505.0,501.0,510.0
unmatched_applicants,513.0,400.0,397.0,396.0,398.0,396.0,396.0,396.0,396.0,398.0,404.0,407.0,409.0,421.0,419.0,425.0,426.0,439.0,443.0,447.0,459.0,449.0,456.0,461.0,461.0,471.0,465.0,469.0,478.0,478.0,485.0,490.0,488.0,488.0,497.0,494.0,501.0,502.0,502.0,505.0
unmatched_applicants,513.0,402.0,396.0,396.0,397.0,396.0,396.0,396.0,396.0,398.0,400.0,404.0,411.0,407.0,415.0,420.0,428.0,433.0,441.0,446.0,440.0,452.0,453.0,462.0,468.0,464.0,476.0,484.0,479.0,483.0,476.0,491.0,485.0,495.0,495.0,495.0,504.0,503.0,498.0,508.0
unmatched_applicants,513.0,401.0,398.0,396.0,398.0,396.0,396.0,396.0,397.0,400.0,399.0,405.0,407.0,414.0,419.0,425.0,427.0,437.0,455.0,436.0,455.0,457.0,449.0,469.0,474.0,469.0,469.0,478.0,482.0,485.0,483.0,488.0,486.0,490.0,497.0,497.0,506.0,501.0,495.0,504.0
unmatched_applicants,514.0,399.0,398.0,396.0,397.0,396.0,396.0,396.0,396.0,396.0,399.0,401.0,409.0,411.0,415.0,427.0,428.0,434.0,440.0,442.0,452.0,456.0,458.0,454.0,462.0,468.0,476.0,462.0,488.0,477.0,483.0,483.0,494.0,492.0,491.0,499.0,505.0,504.0,506.0,499.0
unmatched_applicants,512.0,404.0,398.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,400.0,399.0,418.0,413.0,417.0,424.0,431.0,429.0,441.0,446.0,454.0,448.0,454.0,455.0,469.0,466.0,460.0,473.0,483.0,485.0,487.0,484.0,495.0,494.0,491.0,497.0,498.0,507.0,507.0,509.0
unmatched_applicants,520.0,403.0,396.0,397.0,397.0,396.0,396.0,396.0,397.0,402.0,402.0,406.0,405.0,415.0,414.0,421.0,435.0,436.0,440.0,444.0,449.0,451.0,464.0,465.0,471.0,467.0,474.0,475.0,481.0,481.0,486.0,487.0,494.0,495.0,486.0,490.0,514.0,506.0,510.0,502.0
unmatched_applicants,512.0,397.0,396.0,396.0,396.0,399.0,396.0,396.0,397.0,398.0,403.0,403.0,415.0,404.0,421.0,423.0,436.0,439.0,446.0,441.0,453.0,454.0,458.0,458.0,457.0,476.0,479.0,483.0,475.0,480.0,471.0,485.0,494.0,495.0,495.0,496.0,502.0,502.0,507.0,505.0
