,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.39666666666666656,0.41866666666666674,0.18466666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.43999999999999995,0.3806666666666667,0.17933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.0,0.0,0.25399999999999995,0.4473333333333334,0.29866666666666664,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.0,0.0,0.21666666666666665,0.435,0.3483333333333334,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.0,0.0,0.12266666666666669,0.23799999999999993,0.31999999999999995,0.12466666666666669,0.13733333333333334,0.057333333333333326,0.0,0.0
prog_cut_6,0.0,0.0,0.0,0.0,0.016666666666666666,0.3746666666666666,0.3940000000000001,0.21466666666666664,0.0,0.0
prog_cut_7,0.0,0.0,0.0,0.0,0.005,0.48,0.355,0.16,0.0,0.0
prog_cut_8,0.0,0.0,0.0,0.0,0.0,0.12400000000000003,0.1366666666666667,0.179,0.28166666666666657,0.2786666666666666
prog_cut_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2366666666666667,0.36866666666666675,0.39466666666666655
prog_cut_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25333333333333335,0.3366666666666667,0.41
