,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.8623168375974426,0.1345489728329839,0.0031341895695734755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.5052981091840935,0.4523063062989782,0.04239558451692829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.1905300121185269,0.5730341020097485,0.228977877739457,0.007458008132267882,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.05430069261521029,0.31945856484619595,0.5502087882346446,0.07537462671774263,0.0006573275862068966,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.011325510444191233,0.11835753679599044,0.5040914305307478,0.3528232929051393,0.013402229323931297,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.001989997839592694,0.03164034045543278,0.22170870419521985,0.6059854029412007,0.1363843309375903,0.0022912236309635976,0.0,0.0,0.0,0.0
prog_cut_7,0.0006107226107226108,0.005605263093212689,0.06452771555477775,0.4007972382492695,0.49134747578968246,0.036178739769489966,0.0009328449328449329,0.0,0.0,0.0
prog_cut_8,0.0,0.0013338986244582627,0.01737501220657812,0.14529704005454033,0.5589721176713769,0.2635622102257241,0.013459721217322494,0.0,0.0,0.0
prog_cut_9,0.0,0.0,0.0029876280341051137,0.0400845090726096,0.3188845034265924,0.5720834874662654,0.0647238645377409,0.0012360074626865671,0.0,0.0
prog_cut_10,0.0,0.0,0.0003508771929824561,0.011255771970847327,0.10553499940225587,0.5323779077284505,0.33972126559600524,0.010759178109458624,0.0,0.0
