,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.5195217745790504,0.39857569503080326,0.07540442237501058,0.0032163742690058477,0.0032817337461300312,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.48991163068098054,0.4077011155339328,0.09001096547071777,0.008514816452896949,0.0038614718614718613,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.2722659465838898,0.2900772184957472,0.25085453277073955,0.14196397653437628,0.044838325615247136,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.15007351654343173,0.2217202628364292,0.3614233289182811,0.20686842173246803,0.05991446996938987,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.14056630546955623,0.24666150670794632,0.32629514963880296,0.21003207774337793,0.07317010663914686,0.0021637426900584793,0.0011111111111111111,0.0,0.0,0.0
prog_cut_6,0.0,0.0,0.14762968472875593,0.3763219590866649,0.39810420882866704,0.07197156438332908,0.005972582972582973,0.0,0.0,0.0
prog_cut_7,0.0,0.0,0.1669444119094139,0.39618061933878324,0.38396647376792764,0.04661343916250364,0.00629505582137161,0.0,0.0,0.0
prog_cut_8,0.0,0.0,0.04955499284520688,0.14810512485973512,0.15155739849507513,0.339313119658792,0.27432073479832264,0.03714862934286813,0.0,0.0
prog_cut_9,0.0,0.0,0.0,0.0,0.0,0.5423342606302629,0.3940153254561652,0.06365041391357179,0.0,0.0
prog_cut_10,0.0,0.0,0.0,0.0,0.0,0.502815703474372,0.4258501891984864,0.07133410732714136,0.0,0.0
