,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.9015780227387569,0.09808798843582235,0.0003339888254206074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.5781526717211322,0.409239582872618,0.012386750931111737,0.00022099447513812155,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.2533938634082434,0.6401949546488426,0.10584995514984355,0.0005612267930703684,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.08165114142879144,0.4433664143608649,0.45794671484250626,0.017035729367837336,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.027987320815952274,0.18780642757524832,0.6437912743904978,0.1395229497918683,0.0008920274264332079,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.006800318940260588,0.05538598616649128,0.4181718889649934,0.5016968891317465,0.017835026686618165,0.0001098901098901099,0.0,0.0,0.0,0.0
prog_cut_7,0.00034220779220779223,0.01792370606548215,0.1590086506547417,0.6309506625827036,0.18970821427308368,0.0020665586317812025,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.00449039250076539,0.04816403408588774,0.37327511349357967,0.5446218892689725,0.0294485706507947,0.0,0.0,0.0,0.0
prog_cut_9,0.0,0.00045538888385349,0.014979072800672726,0.13678431335641994,0.6130188460017965,0.23163628834598504,0.0031260906112724664,0.0,0.0,0.0
prog_cut_10,0.0,0.0,0.003288834974219705,0.04517216545199946,0.3355293129988344,0.5813943418440167,0.034262378983227045,0.0003529657477025898,0.0,0.0
