signal,n_sims,match_rate_mean,match_rate_ci_low,match_rate_ci_high,fill_rate_mean,fill_rate_ci_low,fill_rate_ci_high,applicant_pref_rank_mean,applicant_pref_rank_ci_low,applicant_pref_rank_ci_high,program_pref_rank_mean,program_pref_rank_ci_low,program_pref_rank_ci_high,matched_app_quality_mean,matched_app_quality_ci_low,matched_app_quality_ci_high,matched_prog_quality_mean,matched_prog_quality_ci_low,matched_prog_quality_ci_high
0,50,0.273970287583481,0.27340594073635666,0.2745346344306054,0.3752324061974987,0.37445947119332634,0.37600534120167106,0.18440423003547374,0.18316921335199046,0.185639246718957,0.5744272909289292,0.5731725971930476,0.5756819846648108,0.1371914440165278,0.13690283908476514,0.13748004894829047,0.22355908157096735,0.2222167368728851,0.2249014262690496
1,50,0.6953087092817227,0.6945729679229694,0.696044450640476,0.9523016613776369,0.9512939827610283,0.9533093399942456,0.00046891341106605983,0.00039759742610702664,0.0005402293960250931,0.03538294548216437,0.0352494517649855,0.03551643919934324,0.38319318133568026,0.38267393943344336,0.38371242323791716,0.499345505767908,0.4988329544105342,0.49985805712528175
2,50,0.7194221071282542,0.7189574878051499,0.7198867264513584,0.985327608736233,0.9846912615318992,0.9859639559405668,0.29946534664580177,0.2980988063392502,0.30083188695235336,0.07661128778500517,0.07649991080315044,0.0767226647668599,0.3837044404787042,0.383363533493501,0.38404534746390745,0.4945835913786041,0.49426280300607894,0.4949043797511292
3,50,0.7269974103857162,0.7267211223323955,0.7272736984390369,0.9957028187418331,0.9953244119008374,0.9960812255828287,0.35938639010728674,0.3580108560835735,0.36076192413099994,0.11969385187795605,0.11951481043880988,0.11987289331710221,0.3818165085276032,0.38157331748589335,0.382059699569313,0.4980852045317255,0.497814372193375,0.498356036870076
4,50,0.7294425514515468,0.7293111745478426,0.729573928355251,0.9990517080455479,0.9988717729433493,0.9992316431477465,0.3920270018007061,0.3911885323835849,0.3928654712178273,0.16169319522717188,0.16149719419161107,0.16188919626273268,0.37791754957681034,0.37770497130604996,0.3781301278475707,0.4995049445826374,0.49926876031471074,0.49974112885056404
5,50,0.7300231702330655,0.7299751271603713,0.7300712133057597,0.9998469292514467,0.9997811289855596,0.9999127295173338,0.41237369661071843,0.4115802859911973,0.4131671072302396,0.20340853617515905,0.20319691020092115,0.20362016214939696,0.3747501734521149,0.37459670012984164,0.3749036467743882,0.5000505757607933,0.4998354266089967,0.5002657249125898
6,50,0.7301185770750988,0.7301058619783068,0.7301312921718907,0.9999775994026507,0.9999601846807612,0.9999950141245403,0.4274779131095605,0.4265244840170449,0.4284313422020761,0.24490209190530926,0.24456572874113391,0.2452384550694846,0.3724248217831756,0.37230900930007405,0.37254063426627715,0.5001395654576523,0.4998990120503923,0.5003801188649122
7,50,0.7301322066239606,0.7301267287031834,0.7301376845447378,0.9999962665671085,0.9999887639528202,1.0000037691813968,0.4368507230344084,0.4360406470813104,0.4376607989875064,0.28689194489712855,0.2865384668895618,0.2872454229046953,0.37080951834188336,0.3707058891960439,0.3709131474877228,0.4998800175745562,0.49965074595763026,0.5001092891914821
8,50,0.7300477034210168,0.730002912534974,0.7300924943070596,0.9998805301474705,0.9998191841084755,0.9999418761864655,0.4446407606609777,0.4438924056217864,0.445389115700169,0.32868043445489675,0.328336531297153,0.3290243376126405,0.3696432236840025,0.36954516488572436,0.3697412824822806,0.4999388675561112,0.49974413197898127,0.5001336031332412
9,50,0.7292190268502113,0.7290810119967249,0.7293570417036978,0.9987455665484413,0.9985565400447957,0.9989345930520869,0.44987189064600086,0.44930588104345504,0.4504379002485467,0.36963209165718824,0.3692757050053763,0.36998847830900017,0.36837627121242295,0.36824401626079617,0.3685085261640497,0.4995413061501825,0.49930200889514303,0.49978060340522196
10,50,0.7253182499659262,0.7248787875902406,0.7257577123416118,0.9934030240806421,0.9928011320794463,0.9940049160818378,0.45176168911688924,0.4510240846815812,0.45249929355219726,0.4081055361177179,0.4076830299040862,0.40852804233134954,0.3657359017111925,0.3655000915324981,0.365971711889887,0.4970802416310216,0.4966475605311501,0.4975129227308931
