n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,applicants_per_position,minimum_unmatched,spots_per_program,simulations_per_s,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,reviews_per_program_best_rpp,unmatched_applicants_best_rpp,unfilled_spots_best_rpp,pct_interview_given_signal_best_rpp,pct_interview_given_nosignal_best_rpp,pct_interview_given_application_best_rpp,best_signal_ua,reviews_per_program_best_ua,unmatched_applicants_best_ua,unfilled_spots_best_ua,pct_interview_given_signal_best_ua,pct_interview_given_nosignal_best_ua,pct_interview_given_application_best_ua,best_signal_ufs,reviews_per_program_best_ufs,unmatched_applicants_best_ufs,unfilled_spots_best_ufs,pct_interview_given_signal_best_ufs,pct_interview_given_nosignal_best_ufs,pct_interview_given_application_best_ufs,best_signal_pigs,reviews_per_program_best_pigs,unmatched_applicants_best_pigs,unfilled_spots_best_pigs,pct_interview_given_signal_best_pigs,pct_interview_given_nosignal_best_pigs,pct_interview_given_application_best_pigs,best_signal_pigns,reviews_per_program_best_pigns,unmatched_applicants_best_pigns,unfilled_spots_best_pigns,pct_interview_given_signal_best_pigns,pct_interview_given_nosignal_best_pigns,pct_interview_given_application_best_pigns,best_signal_piga,reviews_per_program_best_piga,unmatched_applicants_best_piga,unfilled_spots_best_piga,pct_interview_given_signal_best_piga,pct_interview_given_nosignal_best_piga,pct_interview_given_application_best_piga
471,9826,14176,11,56,1.4427030327702015,4350,20,20,3,40,heatmap_np471_npos9826_napp14176_ips11_max_app56,9,271.9513800424628,4756.0,0.0,0.8121551291698019,3.0017770520147926e-06,0.13052745082231537,3,1685.469214437367,4756.0,0.0,1.0,0.08131202351037098,0.13052745082231537,3,1685.469214437367,4756.0,0.0,1.0,0.08131202351037098,0.13052745082231537,3,1685.469214437367,4756.0,0.0,1.0,0.08131202351037098,0.13052745082231537,3,1685.469214437367,4756.0,0.0,1.0,0.08131202351037098,0.13052745082231537,3,1685.469214437367,4756.0,0.0,1.0,0.08131202351037098,0.13052745082231537
324,2408,8785,14,31,3.648255813953488,6377,7,20,3,28,heatmap_np324_npos2408_napp8785_ips14_max_app31,5,135.68256172839506,6517.0,0.0,0.72286624928856,4.3780920274944177e-07,0.11659169772522811,3,813.8541666666667,6517.0,0.0,0.9987004363498387,0.02208004715830555,0.11659169772522811,3,813.8541666666667,6517.0,0.0,0.9987004363498387,0.02208004715830555,0.11659169772522811,3,813.8541666666667,6517.0,0.0,0.9987004363498387,0.02208004715830555,0.11659169772522811,3,813.8541666666667,6517.0,0.0,0.9987004363498387,0.02208004715830555,0.11659169772522811,3,813.8541666666667,6517.0,0.0,0.9987004363498387,0.02208004715830555,0.11659169772522811
255,8374,93,16,24,0.0111058036780511,0,32,20,3,21,heatmap_np255_npos8374_napp93_ips16_max_app24,3,8.75294117647059,0.0,8067.0,1.0,1.0,1.0,3,8.75294117647059,0.0,8067.0,1.0,1.0,1.0,3,8.75294117647059,0.0,8067.0,1.0,1.0,1.0,3,8.75294117647059,0.0,8067.0,1.0,1.0,1.0,3,8.75294117647059,0.0,8067.0,1.0,1.0,1.0,3,8.75294117647059,0.0,8067.0,1.0,1.0,1.0
602,659,12682,9,50,19.244309559939303,12023,1,20,3,40,heatmap_np602_npos659_napp12682_ips9_max_app50,3,63.19933554817275,12080.0,0.0,0.14240656047941963,0.0,0.008544393628765181,3,63.19933554817275,12080.0,0.0,0.14240656047941963,0.0,0.008544393628765181,3,63.19933554817275,12080.0,0.0,0.14240656047941963,0.0,0.008544393628765181,3,63.19933554817275,12080.0,0.0,0.14240656047941963,0.0,0.008544393628765181,3,63.19933554817275,12080.0,0.0,0.14240656047941963,0.0,0.008544393628765181,3,63.19933554817275,12080.0,0.0,0.14240656047941963,0.0,0.008544393628765181
658,5748,4648,19,33,0.8086290883785665,0,8,20,3,30,heatmap_np658_npos5748_napp4648_ips19_max_app33,24,174.3476443768997,32.6,648.6,0.8939911431440046,0.006920539300057373,0.6520627966411098,12,233.10638297872342,0.0,616.0,1.0,0.45324153757888686,0.6520627966411098,12,233.10638297872342,0.0,616.0,1.0,0.45324153757888686,0.6520627966411098,3,233.10638297872342,64.75,680.75,1.0,0.6172690763052208,0.6520627966411098,3,233.10638297872342,64.75,680.75,1.0,0.6172690763052208,0.6520627966411098,3,233.10638297872342,64.75,680.75,1.0,0.6172690763052208,0.6520627966411098
113,3364,17204,6,9,5.114149821640904,13840,29,20,3,6,heatmap_np113_npos3364_napp17204_ips6_max_app9,3,456.7433628318583,13927.0,0.0,0.3809579167635434,0.0,0.1269859722545145,3,456.7433628318583,13927.0,0.0,0.3809579167635434,0.0,0.1269859722545145,3,456.7433628318583,13927.0,0.0,0.3809579167635434,0.0,0.1269859722545145,3,456.7433628318583,13927.0,0.0,0.3809579167635434,0.0,0.1269859722545145,3,456.7433628318583,13927.0,0.0,0.3809579167635434,0.0,0.1269859722545145,3,456.7433628318583,13927.0,0.0,0.3809579167635434,0.0,0.1269859722545145
137,6233,3532,13,57,0.5666613187871009,0,45,20,3,40,heatmap_np137_npos6233_napp3532_ips13_max_app57,25,644.5255474452554,29.9,2662.9,0.9076443941109853,0.0,0.3980896465399058,4,1469.5182481751826,0.0,2633.0,1.0,0.35266245005235153,0.3980896465399058,4,1469.5182481751826,0.0,2633.0,1.0,0.35266245005235153,0.3980896465399058,3,1469.5182481751826,4.0,2637.0,1.0,0.3646501824587895,0.3980896465399058,3,1469.5182481751826,4.0,2637.0,1.0,0.3646501824587895,0.3980896465399058,3,1469.5182481751826,4.0,2637.0,1.0,0.3646501824587895,0.3980896465399058
682,3503,9519,12,26,2.717385098487011,6016,5,20,3,23,heatmap_np682_npos3503_napp9519_ips12_max_app26,6,84.57368035190618,6109.0,0.0,0.7163585110480792,3.099065027839059e-05,0.16533734151130938,3,361.5601906158358,6109.0,0.0,0.9998091536225793,0.05649319210549153,0.16533734151130938,3,361.5601906158358,6109.0,0.0,0.9998091536225793,0.05649319210549153,0.16533734151130938,3,361.5601906158358,6109.0,0.0,0.9998091536225793,0.05649319210549153,0.16533734151130938,3,361.5601906158358,6109.0,0.0,0.9998091536225793,0.05649319210549153,0.16533734151130938,3,361.5601906158358,6109.0,0.0,0.9998091536225793,0.05649319210549153,0.16533734151130938
577,8523,8092,18,14,0.949430951542884,0,14,20,3,11,heatmap_np577_npos8523_napp8092_ips18_max_app14,3,196.33968804159446,124.05,110.05,1.0,0.99999438277985,0.9999955864698821,4,196.33968804159446,51.3,37.3,1.0,1.0,1.0,4,196.33968804159446,51.3,37.3,1.0,1.0,1.0,3,196.33968804159446,124.05,110.05,1.0,0.99999438277985,0.9999955864698821,4,196.33968804159446,51.3,37.3,1.0,1.0,1.0,4,196.33968804159446,51.3,37.3,1.0,1.0,1.0
229,1134,14045,7,46,12.385361552028218,12911,4,20,3,40,heatmap_np229_npos1134_napp14045_ips7_max_app46,3,183.99563318777294,13129.0,0.0,0.1521775246232348,0.0,0.009924621171080533,3,183.99563318777294,13129.0,0.0,0.1521775246232348,0.0,0.009924621171080533,3,183.99563318777294,13129.0,0.0,0.1521775246232348,0.0,0.009924621171080533,3,183.99563318777294,13129.0,0.0,0.1521775246232348,0.0,0.009924621171080533,3,183.99563318777294,13129.0,0.0,0.1521775246232348,0.0,0.009924621171080533,3,183.99563318777294,13129.0,0.0,0.1521775246232348,0.0,0.009924621171080533
349,9687,13113,5,39,1.3536698668318363,3426,27,20,3,36,heatmap_np349_npos9687_napp13113_ips5_max_app39,5,187.86532951289396,3697.0,7.0,0.7185998627316403,0.0,0.0921281875296975,4,276.95644699140405,3690.0,0.0,0.8944749485243649,0.0004314148445926071,0.0921281875296975,4,276.95644699140405,3690.0,0.0,0.8944749485243649,0.0004314148445926071,0.0921281875296975,3,1439.4308022922637,3690.3,0.3,0.9993136582017845,0.016529398307023567,0.0921281875296975,3,1439.4308022922637,3690.3,0.3,0.9993136582017845,0.016529398307023567,0.0921281875296975,3,1439.4308022922637,3690.3,0.3,0.9993136582017845,0.016529398307023567,0.0921281875296975
496,1922,1085,20,6,0.5645161290322581,0,3,20,3,4,heatmap_np496_npos1922_napp1085_ips20_max_app6,3,13.125,4.6,407.6,1.0,1.0,1.0,4,13.125,0.0,403.0,1.0,1.0,1.0,4,13.125,0.0,403.0,1.0,1.0,1.0,3,13.125,4.6,407.6,1.0,1.0,1.0,3,13.125,4.6,407.6,1.0,1.0,1.0,3,13.125,4.6,407.6,1.0,1.0,1.0
761,6981,17616,10,20,2.5234207133648474,10635,9,20,3,17,heatmap_np761_npos6981_napp17616_ips10_max_app20,5,117.17095926412614,10767.0,0.0,0.7774540190735695,4.4845594913714816e-05,0.19439713896457764,3,459.5976346911958,10767.0,0.0,0.9996556161065697,0.05229270182187316,0.19439713896457764,3,459.5976346911958,10767.0,0.0,0.9996556161065697,0.05229270182187316,0.19439713896457764,3,459.5976346911958,10767.0,0.0,0.9996556161065697,0.05229270182187316,0.19439713896457764,3,459.5976346911958,10767.0,0.0,0.9996556161065697,0.05229270182187316,0.19439713896457764,3,459.5976346911958,10767.0,0.0,0.9996556161065697,0.05229270182187316,0.19439713896457764
94,7877,16688,19,29,2.118573060809953,8811,83,20,3,26,heatmap_np94_npos7877_napp16688_ips19_max_app29,10,1775.3191489361702,8886.0,0.0,0.8882909875359537,0.0,0.3063072370813635,3,5148.425531914893,8886.0,0.0,1.0,0.2262657644369054,0.3063072370813635,3,5148.425531914893,8886.0,0.0,1.0,0.2262657644369054,0.3063072370813635,3,5148.425531914893,8886.0,0.0,1.0,0.2262657644369054,0.3063072370813635,3,5148.425531914893,8886.0,0.0,1.0,0.2262657644369054,0.3063072370813635,3,5148.425531914893,8886.0,0.0,1.0,0.2262657644369054,0.3063072370813635
422,5503,12215,16,42,2.219698346356533,6712,13,20,3,39,heatmap_np422_npos5503_napp12215_ips16_max_app42,9,260.6273696682465,6729.0,0.0,0.798431800609451,9.923219092273534e-07,0.17109330838352532,3,1215.7109004739334,6729.0,0.0,1.0,0.10733125518225803,0.17109330838352532,3,1215.7109004739334,6729.0,0.0,1.0,0.10733125518225803,0.17109330838352532,3,1215.7109004739334,6729.0,0.0,1.0,0.10733125518225803,0.17109330838352532,3,1215.7109004739334,6729.0,0.0,1.0,0.10733125518225803,0.17109330838352532,3,1215.7109004739334,6729.0,0.0,1.0,0.10733125518225803,0.17109330838352532
371,2905,1767,9,18,0.6082616179001721,0,7,20,3,15,heatmap_np371_npos2905_napp1767_ips9_max_app18,14,72.40727762803235,0.25,830.25,0.9208303015603523,0.08353140916808148,0.7347638810287368,4,85.73045822102426,0.0,830.0,1.0,0.6589093701996929,0.7347072879330944,4,85.73045822102426,0.0,830.0,1.0,0.6589093701996929,0.7347072879330944,3,85.73045822102426,4.9,834.9,1.0,0.6816638370118845,0.7347198641765705,3,85.73045822102426,4.9,834.9,1.0,0.6816638370118845,0.7347198641765705,9,85.66711590296497,0.0,830.0,0.9999528390869648,0.46966610073571025,0.7348094699113376
306,6296,7124,11,11,1.1315120711562896,828,20,20,3,8,heatmap_np306_npos6296_napp7124_ips11_max_app11,8,255.69640522875815,1004.0,0.0,0.9999043725435147,0.4828560733670223,0.858891200040835,4,256.0915032679739,1004.0,0.0,1.0,0.7782455683003129,0.8588835434638356,4,256.0915032679739,1004.0,0.0,1.0,0.7782455683003129,0.8588835434638356,3,256.0915032679739,1004.25,0.25,1.0,0.8060368121841662,0.8589358634066663,3,256.0915032679739,1004.25,0.25,1.0,0.8060368121841662,0.8589358634066663,7,256.0915032679739,1004.0,0.0,1.0,0.6121753930376193,0.8589728701954978
551,4064,14657,14,35,3.606545275590552,10593,7,20,3,32,heatmap_np551_npos4064_napp14657_ips14_max_app35,5,133.65635208711433,10800.0,0.0,0.7368022105478611,3.2976279820790973e-06,0.10526028518796478,3,909.1276769509981,10800.0,0.0,0.9989060972004277,0.021480990311796407,0.10526028518796478,3,909.1276769509981,10800.0,0.0,0.9989060972004277,0.021480990311796407,0.10526028518796478,3,909.1276769509981,10800.0,0.0,0.9989060972004277,0.021480990311796407,0.10526028518796478,3,909.1276769509981,10800.0,0.0,0.9989060972004277,0.021480990311796407,0.10526028518796478,3,909.1276769509981,10800.0,0.0,0.9989060972004277,0.021480990311796407,0.10526028518796478
607,8918,2674,8,48,0.2998430141287284,0,14,20,3,40,heatmap_np607_npos8918_napp2674_ips8_max_app48,29,133.5033772652389,2.15,5826.15,0.8740386351326956,0.004050702672912648,0.5296684118673647,3,211.45304777594728,0.0,5824.0,1.0,0.4983129726585225,0.5296684118673647,3,211.45304777594728,0.0,5824.0,1.0,0.4983129726585225,0.5296684118673647,3,211.45304777594728,0.0,5824.0,1.0,0.4983129726585225,0.5296684118673647,3,211.45304777594728,0.0,5824.0,1.0,0.4983129726585225,0.5296684118673647,3,211.45304777594728,0.0,5824.0,1.0,0.4983129726585225,0.5296684118673647
163,1363,10171,17,23,7.462215700660308,8808,8,20,3,20,heatmap_np163_npos1363_napp10171_ips17_max_app23,3,187.19631901840495,8867.0,0.0,0.7265100121259792,0.0,0.09476217549469294,3,187.19631901840495,8867.0,0.0,0.7265100121259792,0.0,0.09476217549469294,3,187.19631901840495,8867.0,0.0,0.7265100121259792,0.0,0.09476217549469294,3,187.19631901840495,8867.0,0.0,0.7265100121259792,0.0,0.09476217549469294,3,187.19631901840495,8867.0,0.0,0.7265100121259792,0.0,0.09476217549469294,3,187.19631901840495,8867.0,0.0,0.7265100121259792,0.0,0.09476217549469294
168,7739,3282,6,12,0.4240857991988629,0,46,20,3,9,heatmap_np168_npos7739_napp3282_ips6_max_app12,3,234.42857142857142,0.0,4446.0,1.0,0.9999170559956667,0.9999377919967498,3,234.42857142857142,0.0,4446.0,1.0,0.9999170559956667,0.9999377919967498,3,234.42857142857142,0.0,4446.0,1.0,0.9999170559956667,0.9999377919967498,3,234.42857142857142,0.0,4446.0,1.0,0.9999170559956667,0.9999377919967498,5,234.42857142857142,0.0,4446.0,1.0,0.9999956472534169,0.9999974608978265,5,234.42857142857142,0.0,4446.0,1.0,0.9999956472534169,0.9999974608978265
547,5136,7789,9,59,1.5165498442367602,2653,9,20,3,40,heatmap_np547_npos5136_napp7789_ips9_max_app59,8,114.24561243144426,2866.2,0.2,0.7110363974836308,2.2656385702310197e-06,0.09641367334637503,4,838.9905850091407,2866.0,0.0,0.9999566696623445,0.03070145543248638,0.09641367334637503,4,838.9905850091407,2866.0,0.0,0.9999566696623445,0.03070145543248638,0.09641367334637503,3,840.1297989031078,2866.25,0.25,1.0,0.048007262989930855,0.09641367334637503,3,840.1297989031078,2866.25,0.25,1.0,0.048007262989930855,0.09641367334637503,3,840.1297989031078,2866.25,0.25,1.0,0.048007262989930855,0.09641367334637503
298,2728,15462,16,29,5.667888563049853,12734,9,20,3,26,heatmap_np298_npos2728_napp15462_ips16_max_app29,4,207.54362416107384,12780.0,0.0,0.6938300349243305,0.0,0.09570069447232148,3,376.3513422818792,12780.0,0.0,0.9181552623636442,0.0008020904848611484,0.09570069447232148,3,376.3513422818792,12780.0,0.0,0.9181552623636442,0.0008020904848611484,0.09570069447232148,3,376.3513422818792,12780.0,0.0,0.9181552623636442,0.0008020904848611484,0.09570069447232148,3,376.3513422818792,12780.0,0.0,0.9181552623636442,0.0008020904848611484,0.09570069447232148,3,376.3513422818792,12780.0,0.0,0.9181552623636442,0.0008020904848611484,0.09570069447232148
379,6822,11686,14,21,1.71298739372618,4864,18,20,3,18,heatmap_np379_npos6822_napp11686_ips14_max_app21,9,296.5618733509235,4864.0,0.0,0.9067901762793087,0.0009787352387472192,0.389183638541845,3,647.509234828496,4864.0,0.0,1.0,0.2873809116321525,0.389183638541845,3,647.509234828496,4864.0,0.0,1.0,0.2873809116321525,0.389183638541845,3,647.509234828496,4864.0,0.0,1.0,0.2873809116321525,0.389183638541845,3,647.509234828496,4864.0,0.0,1.0,0.2873809116321525,0.389183638541845,3,647.509234828496,4864.0,0.0,1.0,0.2873809116321525,0.389183638541845
427,4087,1378,11,52,0.3371666258869586,0,9,20,3,40,heatmap_np427_npos4087_napp1378_ips11_max_app52,35,116.75807962529272,0.9,2465.9,0.8737362637362637,0.0056646461196960644,0.5899436195154628,4,167.8126463700234,0.0,2465.0,1.0,0.5557722544750845,0.5899436195154628,4,167.8126463700234,0.0,2465.0,1.0,0.5557722544750845,0.5899436195154628,3,167.8126463700234,0.05,2465.05,1.0,0.564838126832736,0.5899436195154628,3,167.8126463700234,0.05,2465.05,1.0,0.564838126832736,0.5899436195154628,3,167.8126463700234,0.05,2465.05,1.0,0.564838126832736,0.5899436195154628
